Wild Spring Chinook,Hatchery Spring Chinook,Wild Summer Steelhead,Hatchery Summer Steelhead
253,212,150,318
253,212,150,318
253,212,150,318
253,212,150,318
253,212,150,318
253,212,150,318
253,212,150,318
253,212,150,318
253,212,150,326
253,212,150,326
253,212,150,326
253,212,150,326
253,212,150,326
253,212,153,326
253,212,194,326
253,213,259,326
253,213,265,326
253,213,283,326
253,213,283,326
253,213,283,326
253,214,283,326
253,217,285,326
253,217,285,326
253,219,285,363
253,219,285,363
253,219,285,363
253,219,285,363
253,220,285,363
253,220,287,363
253,221,287,363
253,221,287,363
253,221,287,363
253,222,287,363
253,222,287,363
253,222,287,363
253,223,287,363
253,227,287,363
253,227,287,363
253,227,287,363
253,227,288,363
253,231,288,363
253,231,288,363
253,231,288,363
253,231,288,363
253,234,288,363
253,235,288,
253,236,289,
253,236,289,
253,236,289,
253,240,289,
253,240,290,
253,240,290,
253,240,290,
253,241,290,
253,241,290,
254,241,290,
254,241,290,
254,241,291,
254,242,291,
254,242,291,
254,242,291,
254,243,293,
254,243,293,
254,243,293,
254,243,293,
254,243,295,
254,243,295,
255,243,295,
255,243,295,
255,243,295,
255,243,295,
255,243,295,
255,243,295,
255,243,295,
255,244,295,
255,244,295,
255,244,295,
255,244,295,
255,244,295,
255,245,295,
255,245,296,
255,245,296,
255,245,296,
255,246,296,
255,246,296,
255,246,296,
255,246,296,
255,246,296,
255,246,298,
256,246,298,
256,247,298,
256,247,298,
256,247,299,
256,247,299,
256,247,299,
256,247,299,
256,247,301,
256,247,301,
256,247,301,
256,247,301,
256,247,301,
256,247,301,
256,247,301,
256,247,301,
256,247,301,
257,247,301,
257,247,301,
257,247,302,
257,247,302,
257,247,302,
257,247,302,
257,247,303,
257,247,303,
257,247,303,
257,247,303,
257,247,306,
257,247,306,
257,247,306,
257,247,306,
257,248,308,
257,248,308,
257,248,308,
257,248,308,
257,248,309,
257,249,309,
257,249,309,
257,249,309,
258,249,318,
258,249,318,
258,249,318,
258,249,318,
258,249,318,
258,249,318,
258,249,318,
258,249,318,
258,249,318,
258,249,318,
258,249,318,
259,249,318,
259,249,318,
259,250,318,
259,250,318,
260,250,318,
260,250,318,
260,250,318,
262,250,318,
262,250,318,
262,250,319,
263,250,319,
265,250,319,
265,250,319,
265,251,321,
,251,321,
,251,321,
,251,321,
,251,321,
,251,321,
,251,321,
,251,321,
,251,321,
,251,321,
,251,321,
,251,321,
,251,321,
,251,321,
,251,325,
,251,325,
,251,325,
,252,325,
,252,327,
,252,327,
,252,327,
,252,327,
,252,344,
,252,344,
,252,344,
,252,344,
,252,344,
,252,344,
,252,344,
,252,344,
,252,344,
,252,344,
,252,344,
,252,344,
,252,344,
,252,344,
,252,344,
,252,344,
,252,344,
,253,344,
,253,344,
,253,344,
,253,344,
,253,344,
,253,351,
,253,351,
,253,351,
,253,351,
,253,352,
,253,352,
,253,352,
,254,352,
,254,352,
,254,352,
,254,352,
,254,352,
,254,352,
,254,352,
,254,352,
,254,352,
,254,352,
,255,352,
,255,352,
,255,352,
,255,352,
,255,352,
,256,352,
,257,352,
,257,352,
,257,352,
,257,356,
,257,356,
,257,356,
,257,356,
,257,356,
,257,356,
,257,356,
,257,356,
,257,356,
,257,356,
,257,356,
,257,356,
,257,356,
,257,356,
,258,356,
,258,356,
,259,356,
,262,356,
,265,356,
,265,356,
,265,356,
,,356,
