Wild Summer Chinook,Wild Fall Chinook,Hatchery Spring Chinook,Hatchery Winter Steelhead,Wild Coho,Hatchery Coho
243,273,156,005,297,285
243,273,156,006,297,285
243,273,157,006,297,285
243,273,157,006,297,285
243,273,157,006,297,285
243,273,157,006,297,285
243,273,157,006,297,285
243,273,157,006,297,285
243,273,157,006,297,285
243,273,157,006,297,285
243,273,157,006,297,285
243,273,157,006,297,285
243,273,157,006,297,285
243,273,157,006,297,285
243,273,157,006,298,285
243,273,157,006,298,285
243,273,157,006,298,285
243,273,157,006,298,285
244,273,157,006,298,285
244,274,157,006,298,285
244,274,157,006,298,285
244,274,157,006,298,285
244,274,157,006,298,285
244,274,157,006,298,285
244,274,157,006,298,285
244,274,157,006,298,285
244,274,157,006,298,285
244,274,157,006,298,285
244,274,157,006,298,285
244,274,157,006,299,285
244,274,157,006,299,285
244,274,157,006,299,285
244,274,157,006,299,285
244,274,157,006,299,285
244,274,157,006,299,285
244,274,157,006,299,285
244,274,157,006,299,285
244,274,157,006,299,285
244,274,157,006,299,285
244,274,157,006,299,285
244,274,157,006,299,285
244,274,157,006,299,285
244,274,157,006,299,285
244,274,157,006,299,285
244,274,157,006,299,285
244,274,157,006,299,285
244,274,157,006,299,285
244,274,157,006,299,285
244,274,157,006,299,285
244,274,157,006,299,285
244,274,157,006,299,285
244,274,157,006,299,285
244,274,157,006,299,285
244,274,157,006,299,285
244,274,157,006,299,285
244,274,157,006,299,285
244,274,157,006,299,286
244,274,157,006,299,286
244,274,157,006,299,286
244,274,157,006,299,286
244,274,157,006,299,286
244,274,157,006,299,286
244,274,157,006,299,286
244,274,158,006,299,286
244,274,158,006,299,286
244,274,158,006,299,286
244,274,158,006,299,286
244,274,158,006,299,286
244,274,158,006,299,286
244,274,158,006,299,286
244,274,158,006,299,286
244,274,158,006,299,286
244,274,158,006,299,286
244,274,158,006,299,286
244,274,158,006,299,286
244,274,158,006,299,286
244,274,158,006,299,286
244,274,158,006,299,286
244,274,158,006,299,286
244,274,158,007,299,286
244,274,158,007,299,286
244,274,158,007,299,286
244,274,158,007,299,286
244,274,158,007,299,286
244,274,158,007,301,286
244,274,158,007,301,286
244,274,158,007,301,286
244,274,158,007,301,286
244,274,158,007,301,286
244,274,158,007,301,286
244,274,158,007,301,286
244,274,158,007,301,286
244,274,158,007,301,286
244,274,158,007,302,286
244,274,158,007,302,286
244,274,158,007,302,286
244,274,158,007,302,288
244,274,158,007,302,288
244,274,158,007,302,288
244,274,158,007,302,288
244,274,158,007,302,288
244,274,158,007,305,288
245,274,158,007,305,288
245,274,158,007,305,288
245,274,158,007,305,288
245,274,158,007,305,288
245,274,158,007,305,288
245,274,158,007,305,288
245,274,158,007,305,288
245,274,158,007,305,288
245,274,158,007,305,288
245,274,158,007,305,288
245,274,158,007,305,288
245,274,158,007,305,288
245,274,158,007,305,288
245,274,158,008,305,288
245,275,158,008,305,288
245,275,158,008,305,288
245,275,158,008,305,288
245,275,158,008,305,288
245,275,158,008,305,288
245,275,158,008,305,288
245,275,158,008,305,288
245,275,158,008,305,288
245,275,158,008,305,288
245,275,158,008,305,288
245,275,158,008,305,288
245,275,158,008,305,288
246,275,158,008,305,288
246,275,158,008,305,288
246,275,158,008,305,288
246,275,158,008,305,288
246,275,158,008,305,288
246,275,158,008,305,288
246,275,159,008,305,288
246,275,159,008,305,288
246,275,159,008,305,288
246,275,159,008,305,288
246,275,159,008,305,288
246,275,159,008,305,288
246,275,159,008,305,288
246,275,159,008,305,288
246,275,159,008,305,288
246,275,159,008,305,288
246,275,159,008,305,288
246,275,159,008,305,288
246,275,159,008,305,288
246,275,159,008,305,288
246,275,159,008,305,288
246,275,159,008,305,288
246,275,159,008,305,288
246,275,159,008,305,288
246,275,159,008,305,288
246,275,159,008,305,288
246,275,159,008,305,288
246,275,159,008,305,290
246,275,159,008,305,290
246,275,159,008,305,290
246,276,159,008,305,290
246,276,159,008,305,290
246,276,159,008,305,290
246,276,159,008,305,290
246,276,159,008,305,290
246,276,159,008,305,290
246,276,159,008,305,290
246,276,159,008,306,290
246,276,159,008,306,290
246,276,159,008,306,290
246,276,159,008,306,290
246,276,159,008,306,290
246,276,159,008,306,290
246,276,159,008,306,290
246,276,159,008,306,290
246,276,159,008,306,290
246,276,159,008,306,291
246,276,159,008,306,291
246,276,159,008,306,291
246,276,159,008,306,291
246,276,159,008,306,291
246,276,160,008,306,291
246,276,160,008,306,291
246,276,160,008,306,291
246,276,160,008,306,291
246,276,160,008,306,291
246,276,160,008,306,291
246,276,160,008,306,291
246,276,160,009,306,291
246,276,161,009,306,291
246,276,161,009,306,291
246,276,161,009,306,291
246,276,161,009,306,291
246,276,161,009,306,291
246,276,161,009,307,291
246,276,161,009,307,291
246,276,161,009,307,291
246,276,161,009,307,291
246,276,161,009,307,291
246,276,161,009,307,291
246,276,161,009,307,291
246,276,161,009,307,291
246,276,161,009,307,291
246,276,161,009,307,291
246,276,162,009,307,291
246,276,162,009,307,292
246,276,162,009,307,292
246,276,162,009,307,292
246,276,162,009,307,292
246,276,162,009,307,292
246,276,162,009,307,292
246,276,162,009,307,292
246,276,162,009,307,292
246,276,162,009,307,292
246,276,162,009,307,292
246,276,162,009,307,292
247,276,162,009,307,293
247,276,162,009,307,293
247,276,162,009,307,293
247,276,162,009,307,293
247,276,162,009,307,293
247,276,162,009,307,293
247,276,162,009,307,293
247,276,162,009,307,293
247,276,162,009,307,293
247,276,163,009,307,293
247,276,163,009,307,293
247,276,163,009,307,293
247,276,163,009,307,293
247,276,163,009,307,293
247,276,163,009,307,293
247,276,163,009,307,293
247,276,163,009,307,293
247,276,163,009,307,293
247,276,163,010,307,293
247,276,163,010,307,293
247,276,163,010,307,293
247,276,163,010,307,293
247,277,163,010,307,293
247,277,163,010,307,294
247,277,163,010,307,294
247,277,163,010,307,294
247,277,164,010,307,294
247,277,164,010,307,294
247,277,164,010,307,294
247,277,164,010,307,294
247,277,164,010,307,294
247,277,165,010,307,294
247,277,165,010,307,294
247,277,165,010,307,294
247,277,165,010,307,294
247,277,165,010,307,294
247,277,165,010,307,294
247,277,165,010,307,294
247,277,165,010,307,294
247,277,165,010,307,295
247,277,165,010,307,295
247,277,165,010,307,295
247,277,165,010,307,295
247,277,165,010,307,295
247,277,165,010,307,295
247,277,165,010,307,295
247,277,165,010,307,295
247,277,165,010,308,295
247,277,165,010,308,295
247,277,165,010,308,295
247,277,165,010,308,295
247,277,165,010,308,295
247,277,165,010,308,295
247,277,165,010,308,295
247,277,165,010,308,295
247,277,165,010,308,295
247,277,165,010,308,295
247,277,165,010,308,295
247,277,165,010,308,295
247,277,165,010,308,295
247,277,165,010,308,295
247,277,165,010,308,295
247,277,165,010,308,295
247,277,165,010,309,295
247,277,165,010,309,295
247,277,165,010,309,295
247,277,165,010,309,295
247,277,165,010,309,295
247,277,165,010,309,295
247,277,165,010,309,295
247,277,165,010,309,295
247,277,165,010,309,295
247,277,165,010,309,295
247,277,165,010,309,295
247,277,165,010,309,295
247,277,165,010,309,295
247,277,165,010,309,295
247,277,165,010,309,297
247,277,166,010,309,297
247,277,166,010,309,297
247,277,166,010,309,297
247,277,166,010,309,297
247,277,166,011,309,297
247,277,166,011,309,297
247,277,166,011,309,297
247,277,166,011,309,297
247,277,166,011,309,297
247,277,166,011,309,297
247,277,166,011,309,297
247,277,166,011,310,297
247,278,166,011,310,297
247,278,166,011,310,297
247,278,166,011,310,297
247,278,166,011,310,297
247,278,166,011,310,297
247,278,166,011,310,297
248,278,166,011,310,297
248,278,166,011,310,297
248,278,166,011,310,297
248,278,166,011,310,297
248,278,166,011,310,297
248,278,166,011,310,297
248,278,166,011,310,297
248,278,166,011,310,297
248,278,166,011,310,297
248,278,166,011,310,297
248,278,166,011,310,297
248,278,166,011,310,297
248,278,166,011,310,297
248,278,166,011,310,297
248,278,166,011,310,297
248,278,166,011,310,297
248,278,166,012,310,297
248,278,166,012,310,297
248,278,166,012,310,297
248,278,166,012,310,297
248,278,166,012,310,297
248,278,166,012,310,297
248,278,166,012,310,297
248,278,166,012,310,297
248,278,166,012,310,297
248,278,166,012,310,297
248,278,166,012,310,297
248,278,166,012,310,297
248,278,166,012,310,297
248,278,166,012,310,297
248,279,166,012,310,297
248,279,166,012,310,297
248,279,166,012,310,297
248,279,167,012,310,297
248,279,167,012,310,297
248,279,167,012,310,297
248,279,167,012,310,297
248,279,167,012,310,297
248,279,167,012,310,297
248,279,167,012,310,297
248,279,167,012,310,297
248,279,167,012,310,297
248,279,167,012,310,297
248,279,167,012,310,297
248,279,167,012,310,297
248,280,167,012,312,297
248,280,167,012,312,297
248,280,167,012,312,297
248,280,167,012,312,297
248,280,167,012,312,297
248,280,167,012,312,297
248,280,167,012,312,297
248,280,167,012,312,297
248,280,167,012,312,297
248,280,167,012,312,297
248,280,167,012,312,297
248,280,167,012,312,297
248,280,167,012,312,297
248,280,167,012,312,297
248,280,167,012,312,297
248,280,167,012,312,297
248,280,167,012,312,297
248,281,167,012,312,297
249,281,167,012,312,297
249,281,167,012,312,297
249,281,168,012,312,297
249,281,168,012,312,297
249,281,168,012,312,297
249,281,168,012,312,297
249,281,169,012,312,297
249,281,169,012,312,297
249,281,169,012,313,297
249,281,169,012,313,297
249,281,169,012,313,297
249,281,169,013,313,297
249,281,169,014,313,297
249,281,169,014,313,297
249,281,169,014,313,297
249,281,169,014,313,297
249,281,169,014,313,297
249,281,169,014,313,297
249,281,170,014,313,297
249,281,170,014,313,297
249,281,170,014,313,297
249,281,170,014,313,297
249,281,170,014,313,297
249,281,170,014,313,297
249,281,170,014,313,297
249,281,170,014,315,297
249,281,171,014,315,297
249,281,171,014,315,297
249,281,171,014,315,297
249,281,171,014,315,297
249,281,171,014,315,298
249,281,171,014,315,298
249,281,171,014,315,298
249,281,171,014,315,298
249,281,171,014,315,298
249,281,171,014,315,298
249,281,171,014,315,298
249,281,171,014,315,298
249,281,171,014,315,298
249,281,171,014,315,298
249,281,171,014,315,298
249,281,171,014,315,298
249,281,171,015,317,298
249,282,171,015,317,298
249,282,172,015,317,298
249,282,172,015,317,298
249,282,172,015,317,298
249,282,172,015,317,298
249,282,172,015,317,298
249,282,172,015,317,298
249,282,172,015,317,298
249,282,173,015,317,298
249,282,173,015,317,298
249,282,173,015,317,298
249,282,173,015,317,298
249,282,173,015,317,298
249,282,173,015,317,298
249,282,173,015,317,298
249,282,173,015,317,298
249,282,173,015,317,298
249,282,173,015,317,298
249,282,173,015,317,298
249,282,173,015,317,298
249,282,173,015,317,298
249,282,173,015,317,298
249,282,173,015,317,299
249,282,173,015,317,299
249,282,173,015,317,299
249,282,173,015,317,299
249,282,174,015,317,299
249,282,174,015,317,299
249,283,174,015,317,299
249,283,174,015,317,299
249,283,174,015,317,299
249,283,174,015,317,299
249,283,174,015,317,299
249,283,174,015,317,299
249,283,174,015,317,299
249,283,174,015,317,299
249,283,174,015,317,299
249,283,174,015,317,299
249,283,174,015,317,299
249,286,174,015,317,299
249,286,174,015,317,299
249,286,174,015,317,299
249,286,174,015,317,299
249,286,174,015,317,299
249,286,174,015,317,299
249,286,174,015,317,299
249,286,174,015,317,299
249,286,174,015,317,299
249,286,174,015,317,299
249,286,174,015,317,299
249,286,174,015,317,299
249,286,174,015,317,299
249,286,174,015,317,299
249,286,174,015,317,299
249,286,174,015,317,299
249,286,174,015,317,299
249,286,174,015,317,300
249,286,174,015,317,300
249,286,174,015,319,300
249,286,174,015,319,300
249,286,174,015,319,300
249,286,174,015,319,300
249,286,174,015,319,300
249,286,174,015,319,300
249,286,174,015,319,300
249,286,174,015,319,300
249,286,174,015,319,300
249,286,174,015,319,300
249,286,175,015,319,300
249,286,175,015,319,300
249,286,175,015,319,300
249,286,175,015,319,300
249,286,175,015,319,300
249,286,176,015,319,300
249,286,176,015,319,300
249,286,176,015,319,300
249,286,176,015,319,300
250,286,176,015,319,300
250,286,176,015,319,300
250,286,176,015,319,300
250,286,176,015,319,300
250,286,176,015,319,300
250,286,176,015,319,300
250,286,176,015,319,300
250,286,176,015,319,300
250,286,176,015,319,300
250,287,176,015,319,300
250,287,177,015,319,300
250,287,177,015,319,300
250,287,177,015,319,300
250,287,177,015,319,300
250,287,177,015,319,300
250,287,177,015,319,300
250,287,177,016,319,300
250,288,177,016,319,300
250,288,177,016,319,300
250,288,178,016,319,300
250,288,178,016,319,300
250,288,178,016,319,300
250,288,178,017,319,300
250,288,178,017,319,300
250,288,178,017,319,300
250,288,178,017,319,300
250,288,178,017,319,300
250,288,178,017,319,300
250,288,178,017,319,300
250,288,178,017,319,300
250,288,178,017,319,300
250,288,178,017,319,300
250,288,178,017,319,300
250,288,178,017,319,300
250,288,178,017,319,300
250,288,178,017,319,300
250,288,178,017,319,300
250,288,178,017,319,300
250,288,178,017,319,300
250,288,178,017,319,300
250,288,178,017,319,300
250,288,179,017,319,300
250,288,179,017,319,300
250,288,179,017,319,300
250,288,179,017,319,300
250,288,179,017,319,300
250,288,179,017,319,300
250,288,179,017,319,300
250,288,179,017,319,300
250,288,179,017,319,300
250,288,179,017,319,300
250,288,179,017,319,300
250,288,179,017,319,300
250,288,179,017,319,300
250,288,179,017,319,300
250,288,179,017,319,300
250,288,179,017,319,300
250,288,179,017,320,300
250,288,179,017,320,300
250,288,179,017,320,300
250,288,179,018,320,300
250,288,179,018,320,300
250,288,179,018,320,300
250,288,179,018,320,300
250,288,179,018,320,300
250,288,179,018,320,300
250,288,179,018,320,300
250,288,179,018,320,300
251,288,179,018,322,300
251,288,179,018,322,300
251,288,179,018,322,300
251,288,179,018,322,300
251,288,179,018,322,300
251,288,179,018,322,300
251,288,179,018,322,300
251,288,179,018,322,300
251,288,179,018,322,300
251,288,179,018,322,301
251,288,179,018,322,301
251,288,179,018,322,301
251,288,179,018,322,301
251,288,179,018,322,301
251,288,179,018,322,301
251,288,179,018,322,301
251,288,179,018,322,301
251,288,179,018,322,301
251,288,179,018,322,301
251,288,179,018,322,301
251,288,179,018,322,301
251,288,179,019,322,301
251,288,179,019,322,301
251,288,179,019,322,301
251,288,179,019,322,301
251,288,179,019,322,301
251,288,179,019,322,301
251,289,179,019,322,301
251,289,180,019,324,301
251,289,180,019,324,301
251,289,180,019,324,301
251,289,180,019,324,301
251,289,180,019,324,301
251,289,180,019,324,301
251,289,180,019,324,301
251,289,180,019,324,301
251,289,180,019,324,301
251,289,180,019,324,301
251,289,180,019,324,301
251,289,180,019,324,301
251,289,180,019,324,301
251,289,180,019,324,301
251,289,180,019,324,301
251,289,180,019,324,301
251,289,180,019,324,301
251,289,180,019,324,301
251,289,180,019,324,301
251,289,180,019,324,301
251,289,180,019,326,301
251,289,180,019,326,301
251,289,180,019,326,302
251,289,180,019,326,302
251,289,181,019,326,302
251,289,181,019,326,302
251,289,181,019,326,302
251,289,181,019,326,302
251,289,181,019,326,302
251,289,181,019,326,302
251,289,181,019,326,302
251,289,181,019,326,302
251,289,181,019,326,302
251,289,181,019,326,302
251,289,181,019,326,302
251,289,181,019,326,302
251,289,181,019,326,302
251,289,181,019,326,302
251,289,181,019,326,302
251,289,181,019,326,302
251,289,181,019,326,302
251,289,182,019,326,302
251,289,182,019,326,302
251,289,182,019,326,302
251,289,182,019,326,302
251,289,182,019,326,302
251,290,182,019,326,302
251,290,182,019,326,302
251,290,182,019,326,302
251,290,182,019,326,302
251,290,182,019,326,302
251,290,182,019,326,302
251,290,182,019,326,302
251,290,182,019,326,302
251,290,182,019,326,302
251,290,182,019,326,302
251,290,182,019,326,302
251,290,182,019,326,302
251,290,182,019,326,302
251,290,182,019,326,302
251,290,182,019,326,302
251,290,182,019,326,302
251,291,182,019,326,302
251,291,182,019,326,302
251,291,182,019,326,302
251,291,182,019,326,302
251,291,182,019,326,302
251,291,182,019,326,302
251,291,182,019,326,302
251,291,182,019,326,302
251,291,182,019,326,302
251,291,182,019,326,302
251,291,182,019,326,302
251,291,182,019,326,302
251,291,182,019,326,302
251,291,182,019,326,302
251,291,182,019,326,302
251,291,182,019,326,302
251,291,182,019,326,302
251,291,182,019,326,302
251,291,182,020,326,302
251,291,183,020,326,302
251,291,183,020,326,302
251,291,183,020,326,302
251,291,183,020,326,302
251,291,183,020,326,302
251,291,183,020,326,302
251,291,183,020,326,302
251,291,183,020,326,302
251,291,183,020,326,302
251,291,183,020,326,302
251,291,183,020,326,302
251,291,183,020,326,302
251,291,183,020,326,302
251,291,183,020,326,302
251,292,183,020,326,302
251,292,183,020,326,302
251,292,183,020,326,302
251,292,183,020,326,302
251,292,183,020,326,302
251,292,183,020,329,302
251,292,183,020,329,302
251,292,183,020,329,302
251,292,183,020,329,302
251,292,183,020,329,302
251,292,183,020,329,302
251,292,183,020,329,302
251,292,183,020,329,302
251,292,183,020,329,302
251,292,183,020,329,302
251,292,183,020,329,302
251,293,183,020,329,302
252,293,183,020,330,302
252,293,183,020,330,302
252,293,184,020,330,302
252,293,184,020,330,302
252,293,184,021,330,302
252,293,184,021,330,302
252,293,184,021,330,302
252,293,184,021,330,302
252,293,186,021,330,302
252,293,186,021,330,302
252,293,186,021,330,302
252,295,186,021,330,302
252,295,186,021,330,302
252,295,186,021,330,302
252,295,186,021,330,302
252,295,186,021,330,302
252,295,186,021,330,302
252,295,186,021,330,302
252,295,186,021,330,302
252,295,186,021,330,302
252,295,186,022,330,302
252,295,186,022,330,302
252,295,186,022,330,303
252,295,186,022,330,303
252,295,186,022,330,303
252,295,187,022,330,303
252,295,187,023,330,303
252,295,187,023,330,303
252,296,187,023,332,303
252,296,187,023,332,303
252,296,187,023,332,303
252,296,187,023,332,303
252,296,187,023,332,303
252,296,187,023,332,303
252,296,187,023,332,303
252,296,188,023,332,303
252,296,188,023,332,304
252,296,188,023,332,304
252,296,188,023,332,304
252,298,188,023,332,304
252,298,188,023,332,304
252,298,188,023,332,304
252,298,188,023,332,304
252,301,188,023,332,304
252,301,188,025,332,304
252,301,188,025,332,304
252,301,188,025,332,304
252,303,188,025,332,304
252,303,188,025,332,304
252,303,188,025,332,304
252,303,188,025,332,304
252,303,188,025,332,304
252,303,188,025,332,304
252,303,188,025,332,304
252,303,188,025,332,304
252,303,188,025,332,304
252,303,188,025,332,304
252,303,188,025,332,304
252,303,188,025,332,304
253,303,188,025,332,304
253,303,188,025,332,304
253,303,188,025,332,304
253,303,188,025,332,304
253,303,188,025,332,304
253,303,188,026,332,304
253,303,188,026,332,304
253,303,188,026,332,304
253,303,188,026,332,304
253,303,188,026,332,304
253,303,188,026,332,304
253,303,188,026,332,304
253,303,188,026,332,304
253,,188,026,332,304
253,,188,026,332,304
253,,188,026,332,304
253,,188,026,332,304
253,,188,026,332,304
253,,188,026,332,304
253,,188,026,332,304
253,,188,026,332,304
253,,188,026,332,304
253,,188,026,332,304
253,,188,026,332,304
253,,188,026,332,304
253,,188,027,332,304
253,,188,027,332,304
253,,188,027,332,304
253,,188,027,332,304
253,,188,027,333,304
253,,188,027,333,304
253,,188,027,333,304
253,,188,027,333,304
253,,188,027,333,304
253,,188,027,333,304
253,,188,027,333,304
253,,188,027,333,304
253,,188,027,333,304
253,,188,027,333,304
253,,188,027,333,304
253,,188,027,333,304
253,,188,027,333,304
253,,188,027,333,304
253,,188,027,333,304
253,,188,027,333,304
253,,189,028,333,304
253,,189,028,333,304
253,,189,028,333,304
253,,189,028,333,305
253,,189,028,333,305
253,,189,028,334,305
253,,189,028,334,305
253,,189,028,334,305
253,,189,028,334,305
253,,189,028,334,305
253,,189,028,334,305
253,,189,028,334,305
253,,189,028,334,305
253,,189,028,334,305
253,,189,028,334,305
253,,189,028,334,305
253,,189,029,334,305
253,,189,029,334,305
253,,189,029,334,305
253,,189,030,334,305
253,,189,030,334,305
253,,189,030,334,305
253,,189,030,334,305
253,,189,030,334,305
253,,189,030,334,305
253,,189,030,334,305
253,,189,030,334,305
253,,189,030,334,305
253,,189,030,334,305
253,,189,030,334,305
253,,189,030,334,305
253,,189,030,334,305
253,,189,030,334,305
253,,189,030,334,305
253,,190,030,334,305
253,,190,030,334,305
253,,190,030,334,305
253,,190,030,334,305
253,,191,030,334,305
253,,191,030,334,305
253,,191,030,334,305
253,,191,032,334,305
253,,191,032,334,305
253,,191,032,334,305
253,,191,032,334,305
253,,191,032,334,305
253,,191,032,334,305
253,,191,032,334,305
253,,191,032,334,305
253,,191,032,334,305
253,,192,032,334,305
253,,192,032,334,305
253,,192,032,334,305
253,,192,032,334,305
253,,192,032,334,305
253,,192,032,334,305
253,,192,032,334,305
253,,192,032,334,305
254,,192,032,334,305
254,,192,032,334,305
254,,192,032,334,305
254,,192,033,334,305
254,,192,033,334,305
254,,192,033,334,305
254,,192,033,334,305
254,,192,033,336,305
254,,192,033,336,305
254,,192,033,336,305
254,,192,033,336,305
254,,192,034,336,305
254,,192,034,336,305
254,,192,034,336,305
254,,192,034,336,305
254,,192,034,336,305
254,,193,034,336,305
254,,193,034,336,305
254,,193,034,336,305
254,,193,034,336,305
254,,193,034,336,305
254,,193,034,336,305
254,,193,034,336,305
254,,193,034,336,305
254,,193,034,336,305
254,,193,034,336,305
254,,193,034,336,305
254,,193,034,336,305
254,,193,034,336,305
254,,193,034,336,305
254,,193,035,336,305
254,,193,035,336,305
254,,193,037,336,305
254,,193,037,336,305
254,,193,037,336,305
254,,193,037,336,305
254,,193,037,336,305
254,,193,037,336,305
254,,193,037,336,305
254,,193,037,336,305
254,,193,037,336,305
254,,193,037,336,305
254,,193,038,336,305
254,,193,038,336,305
254,,193,039,336,305
254,,193,039,336,305
254,,194,039,336,305
254,,194,039,336,305
254,,194,039,336,305
254,,194,039,337,305
254,,194,039,337,305
254,,194,039,337,305
254,,194,039,337,305
254,,195,039,337,305
254,,195,040,337,305
254,,195,040,337,305
254,,195,040,337,305
254,,195,040,337,305
254,,195,040,337,305
254,,195,040,337,305
254,,195,040,337,305
254,,195,040,337,305
254,,196,040,337,305
254,,196,040,338,305
254,,196,040,338,305
254,,196,040,338,305
254,,196,040,338,305
254,,196,040,338,305
254,,196,040,338,305
254,,196,040,338,305
254,,196,040,338,305
254,,196,040,338,305
254,,196,040,338,305
