Wild Summer Chinook,Wild Fall Chinook,Hatchery Spring Chinook,Hatchery Winter Steelhead,Wild Coho,Hatchery Coho
254,,196,040,338,305
254,,196,040,338,305
254,,196,040,338,305
254,,196,040,338,305
254,,196,040,338,305
254,,196,040,338,305
254,,196,040,338,306
254,,196,040,338,306
254,,196,040,338,306
254,,196,040,338,306
254,,196,042,338,306
254,,196,042,338,306
254,,196,043,338,306
254,,196,043,338,306
254,,196,043,338,306
254,,197,044,338,306
254,,197,044,338,306
254,,198,044,338,306
254,,198,044,338,306
254,,198,044,338,306
254,,198,044,338,306
254,,198,044,339,306
254,,198,044,339,306
254,,198,044,339,306
254,,198,044,339,306
254,,199,044,339,306
254,,199,044,339,306
254,,199,044,339,306
254,,199,044,339,306
254,,199,044,339,306
254,,200,044,339,307
254,,200,044,339,307
254,,200,044,339,307
254,,200,044,339,307
254,,200,046,339,307
254,,200,046,339,307
254,,200,046,339,307
254,,200,046,339,307
254,,200,046,339,307
254,,200,046,339,307
255,,201,047,339,307
255,,201,047,339,307
255,,201,047,339,307
255,,201,047,339,307
255,,201,047,339,307
255,,201,047,339,307
255,,201,047,339,307
255,,201,048,339,307
255,,201,048,339,307
255,,201,048,339,307
255,,201,048,339,307
255,,201,048,339,307
255,,201,048,339,307
255,,201,048,339,307
255,,201,048,339,307
255,,201,048,339,307
255,,201,051,339,307
255,,201,051,339,307
255,,201,051,339,307
255,,201,051,339,307
255,,201,051,339,307
255,,201,051,339,307
255,,201,051,339,307
255,,201,054,339,307
255,,202,054,339,307
255,,202,054,339,307
255,,202,056,339,307
255,,202,056,339,307
255,,202,056,339,307
255,,202,056,339,307
255,,202,056,339,307
255,,202,056,339,307
255,,202,056,339,307
255,,203,056,339,307
255,,203,056,339,307
255,,203,056,339,307
255,,203,056,339,307
255,,203,057,339,307
255,,203,057,339,307
255,,203,057,339,307
255,,203,057,339,307
255,,203,057,339,307
255,,204,057,339,307
255,,204,057,339,307
255,,204,057,339,307
255,,204,058,339,307
255,,204,058,339,307
255,,204,058,340,307
255,,205,058,340,307
255,,205,061,340,307
255,,205,061,340,307
255,,205,266,342,307
255,,205,278,342,307
255,,205,280,342,307
255,,205,305,342,307
255,,205,318,342,307
255,,205,325,342,307
255,,205,325,344,307
255,,205,325,344,307
255,,205,328,344,307
255,,205,328,344,307
255,,205,328,344,307
255,,205,328,344,307
255,,205,328,344,307
255,,205,328,344,307
255,,205,328,344,307
255,,205,328,344,307
255,,205,328,344,307
255,,205,328,344,307
255,,206,332,344,307
255,,206,332,344,307
255,,206,332,344,307
255,,206,332,344,307
255,,206,333,345,307
255,,206,333,345,307
255,,206,333,345,307
255,,206,333,345,307
255,,206,333,345,307
255,,206,333,345,307
255,,206,333,345,307
255,,206,333,345,307
255,,206,333,345,307
255,,206,333,345,307
255,,206,333,345,307
255,,206,333,345,307
255,,206,333,345,307
255,,206,333,345,307
255,,206,333,345,307
255,,206,335,345,307
255,,206,335,345,307
255,,206,335,355,307
255,,206,335,355,308
255,,206,335,355,308
255,,206,335,355,308
255,,206,335,355,308
255,,206,335,355,308
255,,206,335,355,308
255,,206,335,,308
255,,206,335,,308
255,,206,335,,308
255,,206,335,,308
255,,206,335,,308
255,,206,335,,308
255,,206,335,,308
255,,206,335,,308
255,,206,335,,308
256,,206,335,,308
256,,206,335,,308
256,,206,335,,308
256,,206,335,,308
256,,206,336,,308
256,,206,336,,308
256,,207,336,,308
256,,207,336,,308
256,,207,336,,308
256,,207,336,,308
256,,207,336,,308
256,,207,336,,308
256,,207,336,,308
256,,207,336,,308
256,,207,336,,308
256,,207,336,,308
256,,207,336,,308
256,,207,336,,308
256,,208,336,,308
256,,208,336,,308
256,,208,336,,308
256,,208,336,,308
256,,208,336,,308
256,,208,336,,308
256,,208,336,,308
256,,208,336,,308
256,,208,336,,308
256,,208,336,,308
256,,208,336,,308
256,,208,336,,308
256,,208,336,,308
256,,208,336,,308
256,,208,336,,308
256,,208,336,,308
256,,208,336,,308
256,,208,336,,308
256,,208,336,,308
256,,208,336,,308
256,,208,336,,308
256,,208,336,,308
256,,208,336,,308
256,,208,336,,308
256,,209,336,,309
256,,209,337,,309
256,,209,337,,309
256,,209,337,,309
256,,209,337,,309
256,,209,337,,309
256,,209,337,,309
256,,209,337,,309
256,,209,337,,309
256,,209,337,,309
256,,209,337,,309
256,,209,337,,309
256,,209,337,,309
256,,209,337,,309
256,,209,337,,309
256,,209,337,,309
256,,209,337,,310
256,,209,337,,310
256,,209,337,,310
256,,209,337,,310
256,,209,337,,310
256,,209,337,,310
256,,209,337,,310
256,,209,337,,310
256,,209,337,,310
256,,209,337,,310
256,,209,337,,310
256,,209,337,,310
256,,209,337,,310
256,,209,337,,310
256,,210,337,,310
256,,210,337,,310
256,,210,337,,310
256,,210,337,,310
256,,210,337,,310
256,,210,337,,310
256,,210,337,,310
256,,210,337,,310
256,,210,338,,310
256,,210,338,,310
256,,210,338,,310
256,,210,338,,310
256,,210,338,,310
256,,210,339,,310
256,,210,339,,310
256,,211,339,,310
256,,211,339,,310
256,,211,339,,310
256,,211,339,,310
256,,211,339,,310
256,,211,339,,310
256,,211,339,,310
256,,211,339,,310
256,,211,339,,310
256,,211,339,,310
257,,211,339,,310
257,,211,339,,310
257,,211,339,,310
257,,211,339,,310
257,,211,339,,310
257,,211,340,,310
257,,211,340,,310
257,,211,340,,310
257,,212,341,,310
257,,212,341,,310
257,,212,341,,310
257,,212,341,,310
257,,212,341,,310
257,,212,341,,310
257,,212,341,,310
257,,212,342,,310
257,,212,342,,310
257,,212,342,,310
257,,212,342,,310
257,,212,342,,310
257,,212,342,,310
257,,212,342,,310
257,,212,342,,310
257,,212,342,,310
257,,212,342,,310
257,,212,342,,310
257,,212,342,,310
257,,212,342,,310
257,,212,342,,310
257,,212,342,,310
257,,212,342,,310
257,,212,342,,310
257,,212,342,,310
257,,212,342,,310
257,,212,342,,310
257,,212,342,,310
257,,212,342,,310
257,,212,342,,310
257,,212,342,,310
257,,212,342,,311
257,,212,342,,311
257,,212,342,,311
257,,212,342,,311
257,,212,342,,311
257,,212,342,,311
257,,213,342,,311
258,,213,342,,311
258,,213,343,,311
258,,213,343,,311
258,,213,343,,311
258,,213,343,,311
258,,213,343,,311
258,,213,343,,311
258,,213,343,,311
258,,214,343,,311
258,,214,343,,311
258,,214,343,,311
258,,214,343,,311
258,,214,343,,311
258,,214,343,,311
258,,214,343,,312
258,,214,343,,312
258,,214,343,,312
258,,214,343,,312
258,,214,343,,312
258,,214,343,,312
258,,214,343,,312
258,,214,343,,312
258,,214,343,,312
258,,214,344,,312
258,,214,344,,312
258,,214,344,,312
258,,214,344,,312
258,,214,344,,312
258,,214,344,,312
258,,214,344,,312
258,,214,344,,312
258,,214,344,,312
258,,214,344,,312
258,,214,344,,312
258,,214,344,,312
258,,214,344,,312
258,,214,344,,312
258,,214,344,,312
258,,214,344,,312
258,,214,344,,312
258,,214,344,,312
258,,214,345,,312
258,,214,345,,312
258,,214,345,,312
258,,214,345,,312
258,,214,346,,312
258,,214,346,,312
258,,214,346,,312
258,,214,346,,312
258,,215,346,,312
258,,215,346,,312
259,,215,346,,312
259,,215,346,,313
259,,215,346,,313
259,,215,346,,313
259,,215,346,,313
259,,215,346,,313
259,,215,346,,313
259,,215,346,,313
259,,215,346,,313
259,,216,346,,313
259,,216,346,,313
259,,216,346,,313
259,,216,346,,313
259,,216,346,,313
259,,216,347,,313
259,,216,347,,313
259,,216,347,,313
259,,216,347,,313
259,,216,347,,313
259,,216,347,,313
259,,216,347,,313
259,,216,347,,313
259,,216,347,,313
259,,216,347,,313
259,,216,347,,313
259,,216,347,,313
259,,216,347,,313
259,,216,347,,313
259,,216,347,,313
259,,216,347,,313
259,,216,347,,313
259,,216,347,,313
259,,216,347,,313
259,,217,347,,313
259,,217,347,,313
259,,217,348,,313
259,,217,348,,313
259,,217,348,,313
259,,217,348,,313
259,,217,348,,313
259,,217,348,,313
259,,217,348,,313
259,,217,348,,313
259,,217,348,,313
259,,217,348,,313
259,,217,348,,313
259,,217,348,,313
259,,217,348,,313
259,,217,348,,313
259,,218,348,,313
259,,218,348,,313
259,,218,349,,313
259,,218,349,,313
259,,218,349,,313
259,,218,349,,313
259,,218,349,,313
259,,218,349,,313
259,,218,349,,313
259,,218,349,,313
259,,218,349,,313
259,,218,349,,313
259,,218,349,,313
259,,218,349,,314
259,,218,350,,314
259,,218,350,,314
259,,218,350,,314
259,,218,351,,314
259,,218,351,,314
259,,218,351,,314
260,,218,351,,314
260,,218,351,,314
260,,218,351,,314
260,,218,351,,314
260,,218,351,,314
260,,218,352,,314
260,,218,352,,315
260,,218,352,,315
260,,218,352,,315
260,,218,352,,315
260,,218,352,,315
260,,218,353,,315
260,,218,353,,315
260,,218,353,,315
260,,218,353,,315
260,,219,353,,315
260,,219,353,,315
260,,219,353,,315
260,,219,353,,315
260,,219,353,,317
260,,219,353,,317
260,,219,353,,317
260,,219,353,,317
260,,219,353,,317
260,,219,353,,317
260,,219,353,,317
260,,219,353,,317
260,,219,353,,317
260,,219,353,,317
260,,219,353,,317
260,,219,353,,317
260,,219,353,,317
260,,219,353,,317
260,,219,353,,317
260,,219,353,,317
260,,219,353,,317
260,,219,353,,317
260,,219,353,,317
260,,219,353,,317
260,,219,353,,317
260,,219,353,,317
260,,219,353,,317
260,,219,353,,317
260,,219,353,,317
261,,219,353,,317
261,,219,353,,317
261,,219,353,,317
261,,219,354,,317
261,,219,354,,317
261,,219,354,,317
261,,219,354,,317
261,,219,354,,317
261,,219,354,,317
261,,219,354,,317
261,,219,354,,317
261,,219,354,,317
261,,219,354,,317
261,,219,354,,317
261,,219,354,,317
261,,219,354,,317
261,,219,354,,317
261,,219,354,,317
261,,219,354,,317
261,,219,354,,317
261,,219,354,,317
261,,219,354,,317
261,,219,354,,317
261,,219,354,,317
261,,219,354,,317
261,,219,354,,317
261,,219,354,,317
261,,219,354,,317
261,,219,354,,317
261,,219,355,,317
261,,219,355,,317
261,,219,355,,317
261,,219,355,,317
261,,219,355,,317
261,,219,355,,317
261,,219,355,,317
261,,219,355,,317
261,,219,355,,317
261,,219,355,,318
261,,219,355,,318
261,,219,355,,318
261,,219,355,,318
261,,219,355,,318
261,,219,355,,318
261,,219,355,,318
261,,219,355,,318
261,,220,355,,318
261,,220,355,,318
261,,220,355,,318
261,,220,355,,318
261,,220,356,,319
261,,220,356,,319
261,,220,356,,319
261,,220,356,,319
261,,220,356,,319
261,,220,356,,319
261,,220,356,,319
261,,220,356,,319
261,,220,356,,319
261,,220,356,,319
261,,220,356,,319
261,,220,356,,319
261,,220,356,,319
261,,220,356,,319
261,,220,356,,319
261,,220,356,,319
261,,220,356,,319
261,,220,356,,319
261,,220,356,,319
261,,220,356,,319
261,,220,356,,319
261,,220,356,,319
261,,220,356,,319
261,,220,356,,319
261,,221,356,,319
261,,221,356,,319
261,,221,356,,319
261,,221,356,,319
262,,221,356,,319
262,,221,356,,319
262,,221,356,,319
262,,221,356,,319
262,,221,356,,319
262,,221,356,,319
262,,221,356,,319
262,,221,356,,319
262,,221,356,,319
262,,221,356,,319
262,,221,357,,319
262,,221,357,,319
262,,221,357,,319
262,,221,357,,319
262,,221,357,,319
262,,221,357,,319
262,,221,357,,319
262,,221,357,,319
262,,221,357,,319
262,,221,357,,319
262,,221,357,,319
262,,221,357,,319
262,,221,357,,319
262,,221,357,,319
262,,221,357,,319
262,,221,357,,319
262,,221,357,,319
262,,221,357,,319
262,,221,357,,319
262,,222,357,,319
262,,222,357,,319
262,,222,357,,319
262,,222,357,,319
262,,222,357,,319
262,,222,357,,319
262,,222,357,,319
262,,222,357,,319
262,,222,358,,319
262,,222,358,,319
262,,222,358,,319
262,,223,358,,319
262,,223,358,,319
262,,223,358,,320
262,,223,358,,320
262,,223,358,,320
262,,223,358,,320
262,,223,358,,320
262,,223,358,,320
262,,223,359,,320
262,,223,359,,320
263,,223,359,,320
263,,223,359,,320
263,,223,359,,320
263,,223,359,,320
263,,223,359,,320
263,,223,359,,320
263,,223,359,,320
263,,223,359,,320
263,,223,359,,320
263,,223,359,,320
263,,223,360,,320
263,,223,360,,320
263,,223,360,,320
263,,223,360,,320
263,,223,360,,320
263,,223,360,,320
263,,223,360,,320
263,,223,360,,320
263,,223,360,,320
263,,223,360,,320
263,,223,360,,320
263,,223,360,,320
263,,223,361,,320
263,,223,361,,320
263,,223,361,,320
263,,223,361,,320
263,,223,361,,320
263,,223,361,,320
263,,223,361,,320
263,,223,361,,320
263,,223,361,,320
263,,223,361,,320
263,,223,361,,320
263,,223,361,,320
263,,223,361,,320
263,,223,361,,320
263,,223,361,,320
263,,224,362,,320
263,,224,362,,320
263,,224,362,,320
263,,224,362,,320
263,,224,362,,320
263,,224,362,,320
263,,224,362,,320
263,,224,362,,320
263,,224,362,,320
263,,224,362,,320
263,,224,362,,320
263,,224,362,,320
263,,224,363,,320
263,,224,363,,320
263,,224,363,,320
263,,224,363,,320
263,,224,363,,320
263,,224,363,,320
263,,224,363,,320
263,,224,363,,320
263,,224,363,,320
263,,224,363,,320
263,,224,363,,320
263,,224,363,,320
263,,224,363,,321
263,,224,363,,321
263,,224,363,,321
263,,224,363,,321
263,,224,363,,321
263,,224,363,,321
263,,224,363,,321
263,,224,363,,321
263,,224,363,,321
263,,224,363,,321
263,,224,363,,321
263,,224,363,,321
263,,224,363,,321
263,,224,363,,321
263,,224,363,,321
263,,224,363,,321
263,,224,363,,321
263,,224,363,,321
263,,224,363,,321
263,,224,363,,321
263,,224,363,,322
263,,224,363,,322
263,,224,363,,322
263,,224,363,,322
263,,224,363,,322
263,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,363,,322
264,,224,364,,322
264,,224,364,,322
264,,224,364,,322
264,,224,364,,322
264,,224,364,,322
264,,224,364,,322
264,,226,364,,322
264,,226,364,,322
264,,226,364,,322
264,,226,364,,322
264,,226,364,,322
264,,226,364,,322
264,,226,364,,322
264,,226,364,,322
264,,226,364,,322
264,,226,364,,322
264,,226,364,,322
264,,226,364,,322
264,,226,364,,322
264,,226,364,,322
264,,226,364,,322
264,,226,364,,322
264,,226,364,,322
264,,226,364,,322
264,,226,364,,322
264,,226,364,,322
264,,226,364,,322
264,,226,364,,322
264,,226,364,,322
264,,226,365,,322
264,,226,365,,322
264,,226,365,,322
264,,226,,,322
264,,226,,,322
264,,226,,,322
264,,226,,,322
264,,226,,,322
264,,226,,,322
264,,226,,,322
264,,226,,,322
264,,226,,,322
264,,226,,,322
264,,226,,,322
264,,226,,,322
265,,226,,,322
265,,226,,,322
265,,226,,,322
265,,226,,,322
265,,226,,,322
265,,226,,,322
265,,226,,,322
265,,226,,,322
265,,226,,,322
265,,226,,,322
265,,226,,,322
265,,226,,,322
265,,226,,,322
265,,226,,,322
265,,226,,,322
265,,227,,,322
265,,227,,,322
265,,227,,,322
265,,227,,,322
265,,227,,,322
265,,227,,,322
265,,227,,,322
265,,227,,,322
265,,227,,,322
265,,227,,,322
265,,227,,,322
265,,227,,,322
265,,227,,,322
265,,227,,,322
265,,227,,,322
265,,227,,,322
265,,227,,,322
265,,227,,,322
265,,227,,,322
265,,227,,,322
265,,227,,,323
265,,227,,,323
265,,227,,,323
265,,227,,,323
265,,227,,,323
265,,227,,,323
265,,227,,,323
265,,227,,,323
265,,227,,,323
265,,227,,,323
265,,227,,,323
265,,227,,,323
265,,227,,,323
265,,227,,,323
265,,227,,,324
265,,227,,,324
265,,227,,,324
265,,227,,,324
265,,227,,,324
265,,227,,,324
265,,227,,,324
265,,227,,,324
265,,227,,,324
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,325
265,,227,,,326
265,,227,,,326
265,,227,,,326
265,,227,,,326
265,,227,,,326
265,,227,,,326
265,,227,,,326
265,,227,,,326
265,,227,,,326
265,,227,,,326
265,,227,,,326
265,,227,,,328
265,,227,,,328
265,,227,,,328
265,,227,,,328
265,,227,,,328
265,,227,,,328
265,,227,,,328
265,,227,,,328
265,,227,,,328
265,,227,,,328
265,,227,,,328
265,,227,,,328
265,,227,,,328
265,,227,,,328
265,,228,,,328
265,,228,,,328
265,,228,,,329
265,,228,,,329
265,,228,,,329
265,,228,,,329
265,,228,,,329
265,,228,,,329
265,,228,,,329
265,,228,,,329
265,,228,,,329
265,,228,,,329
265,,228,,,329
265,,228,,,329
265,,228,,,329
265,,228,,,329
265,,228,,,329
265,,228,,,329
266,,228,,,329
266,,228,,,329
266,,228,,,329
266,,228,,,329
266,,228,,,329
266,,228,,,329
266,,228,,,329
266,,228,,,329
266,,228,,,329
266,,228,,,329
266,,228,,,329
266,,228,,,329
266,,228,,,329
266,,228,,,329
266,,228,,,329
266,,228,,,329
266,,228,,,330
266,,228,,,330
266,,228,,,330
266,,228,,,330
266,,228,,,330
266,,228,,,330
266,,228,,,330
266,,228,,,330
266,,228,,,331
266,,228,,,331
266,,228,,,331
266,,228,,,331
266,,228,,,331
266,,228,,,331
266,,228,,,331
266,,228,,,331
266,,228,,,331
266,,228,,,331
267,,228,,,331
267,,229,,,331
267,,229,,,331
267,,229,,,331
267,,229,,,331
267,,229,,,331
267,,229,,,331
267,,229,,,331
267,,229,,,331
267,,229,,,331
267,,229,,,332
267,,229,,,332
267,,229,,,332
267,,229,,,332
267,,229,,,332
267,,229,,,333
267,,229,,,333
267,,229,,,333
267,,229,,,333
267,,229,,,333
267,,229,,,333
267,,229,,,333
267,,229,,,333
267,,229,,,333
267,,229,,,333
267,,229,,,333
268,,229,,,333
268,,229,,,333
268,,229,,,333
268,,229,,,333
268,,229,,,333
268,,230,,,333
268,,230,,,333
268,,230,,,333
268,,230,,,333
268,,230,,,333
268,,230,,,333
268,,230,,,333
268,,230,,,333
268,,230,,,333
268,,230,,,333
268,,230,,,333
268,,230,,,333
268,,230,,,333
268,,230,,,333
268,,230,,,333
268,,230,,,333
268,,230,,,333
268,,230,,,334
268,,230,,,334
268,,230,,,334
268,,230,,,334
268,,230,,,334
268,,230,,,334
268,,230,,,334
268,,230,,,334
268,,230,,,334
268,,230,,,334
268,,230,,,334
268,,230,,,334
268,,230,,,334
268,,230,,,334
269,,230,,,334
269,,230,,,334
269,,230,,,334
269,,230,,,335
269,,230,,,335
269,,230,,,335
269,,230,,,335
269,,230,,,335
269,,230,,,335
269,,230,,,335
269,,230,,,335
269,,230,,,335
269,,230,,,335
269,,230,,,335
269,,230,,,335
269,,230,,,335
269,,230,,,335
269,,230,,,335
269,,231,,,335
269,,231,,,335
269,,231,,,335
269,,231,,,335
269,,231,,,335
269,,231,,,335
269,,231,,,335
269,,231,,,335
269,,232,,,335
269,,232,,,335
269,,232,,,335
269,,232,,,335
269,,232,,,335
270,,232,,,335
270,,232,,,335
270,,232,,,335
270,,232,,,335
270,,232,,,335
270,,232,,,335
270,,232,,,335
270,,232,,,335
270,,232,,,335
270,,232,,,335
270,,233,,,335
270,,233,,,335
270,,233,,,335
270,,233,,,335
270,,233,,,335
270,,233,,,335
270,,233,,,335
270,,233,,,335
270,,233,,,335
270,,233,,,335
270,,233,,,335
270,,233,,,335
270,,233,,,335
270,,233,,,336
270,,233,,,336
270,,233,,,336
270,,233,,,336
270,,233,,,336
271,,233,,,336
271,,233,,,336
271,,233,,,336
271,,233,,,336
271,,233,,,336
271,,233,,,336
271,,233,,,336
271,,233,,,336
271,,233,,,336
271,,233,,,336
271,,233,,,336
271,,233,,,336
271,,233,,,336
271,,233,,,336
271,,233,,,336
271,,233,,,336
271,,233,,,336
271,,233,,,336
271,,234,,,339
271,,234,,,339
271,,234,,,339
271,,234,,,339
271,,234,,,339
271,,234,,,340
271,,234,,,340
271,,234,,,340
271,,234,,,340
271,,234,,,340
271,,234,,,340
271,,234,,,340
271,,234,,,340
271,,234,,,340
271,,234,,,340
271,,234,,,340
271,,234,,,340
271,,234,,,340
271,,235,,,340
271,,235,,,340
271,,235,,,340
271,,235,,,340
271,,235,,,340
271,,235,,,340
271,,235,,,340
271,,235,,,340
271,,235,,,340
271,,235,,,340
271,,235,,,340
271,,235,,,340
271,,235,,,340
271,,235,,,340
271,,235,,,340
271,,235,,,340
271,,235,,,340
271,,235,,,340
271,,235,,,341
271,,235,,,341
271,,235,,,341
271,,235,,,341
271,,235,,,342
271,,235,,,344
272,,235,,,344
272,,235,,,344
272,,235,,,344
272,,235,,,344
272,,235,,,344
272,,235,,,344
272,,235,,,344
272,,235,,,344
272,,235,,,344
272,,235,,,344
272,,235,,,345
272,,235,,,345
272,,235,,,345
272,,235,,,345
272,,235,,,345
272,,235,,,345
272,,235,,,347
272,,235,,,347
272,,235,,,347
272,,235,,,347
272,,235,,,347
272,,235,,,347
272,,235,,,347
272,,235,,,347
272,,235,,,347
272,,235,,,347
272,,235,,,347
272,,235,,,347
272,,235,,,347
272,,235,,,347
272,,235,,,347
272,,236,,,347
272,,236,,,347
272,,236,,,347
272,,236,,,347
272,,237,,,347
272,,237,,,347
272,,237,,,347
272,,237,,,347
272,,237,,,347
274,,237,,,347
274,,237,,,347
274,,237,,,347
274,,237,,,347
274,,237,,,349
274,,237,,,349
274,,237,,,349
274,,237,,,350
274,,237,,,352
274,,237,,,352
274,,237,,,352
274,,237,,,352
274,,237,,,352
274,,237,,,352
274,,238,,,352
274,,238,,,352
275,,238,,,352
275,,238,,,352
275,,238,,,352
275,,238,,,352
275,,238,,,352
277,,238,,,352
277,,238,,,354
277,,238,,,354
277,,238,,,354
277,,238,,,355
277,,238,,,355
277,,238,,,355
277,,238,,,355
277,,238,,,356
277,,238,,,356
277,,239,,,356
277,,239,,,356
277,,239,,,356
277,,239,,,356
277,,239,,,356
277,,240,,,356
277,,240,,,356
277,,240,,,356
277,,240,,,356
277,,240,,,356
277,,240,,,357
277,,240,,,357
277,,240,,,357
277,,240,,,361
277,,240,,,361
277,,240,,,361
277,,240,,,361
277,,240,,,361
277,,240,,,361
277,,240,,,361
277,,240,,,362
278,,241,,,362
278,,241,,,362
278,,242,,,362
278,,242,,,362
278,,242,,,362
278,,242,,,362
278,,242,,,362
278,,242,,,362
278,,242,,,362
279,,242,,,362
279,,242,,,362
279,,242,,,362
279,,242,,,362
279,,242,,,362
279,,242,,,362
279,,242,,,362
279,,242,,,362
279,,242,,,362
280,,242,,,362
280,,243,,,362
280,,243,,,362
280,,243,,,362
280,,243,,,362
280,,243,,,362
280,,243,,,365
286,,243,,,365
286,,243,,,
286,,243,,,
286,,243,,,
286,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,243,,,
,,244,,,
,,244,,,
,,244,,,
,,244,,,
,,245,,,
,,245,,,
,,245,,,
,,245,,,
,,245,,,
,,245,,,
,,245,,,
,,245,,,
,,245,,,
,,245,,,
,,245,,,
,,245,,,
,,245,,,
,,245,,,
,,245,,,
,,245,,,
,,245,,,
,,245,,,
,,245,,,
,,246,,,
,,246,,,
,,246,,,
,,246,,,
,,246,,,
,,246,,,
,,246,,,
,,246,,,
,,246,,,
,,246,,,
,,246,,,
,,246,,,
,,246,,,
,,246,,,
,,246,,,
,,246,,,
,,246,,,
,,246,,,
,,246,,,
,,246,,,
,,246,,,
,,246,,,
,,246,,,
,,247,,,
,,249,,,
,,249,,,
,,249,,,
,,249,,,
,,251,,,
,,251,,,
,,251,,,
,,251,,,
,,251,,,
,,251,,,
,,251,,,
,,251,,,
,,251,,,
,,258,,,
,,279,,,
,,285,,,
,,285,,,
,,311,,,
