Wild Spring Chinook,Wild Fall Chinook,Hatchery Spring Chinook,Hatchery Fall Chinook,Wild Summer Steelhead,Wild Winter Steelhead,Wild Winter-Late Steelhead,Hatchery Summer Steelhead,Hatchery Winter Steelhead,Hatchery Winter-Late Steelhead,Wild Type S Coho,Wild Type N Coho,Hatchery Type S Coho,Hatchery Type N Coho
244,,207,280,275,,,252,350,,,357,297,332
244,,207,280,276,,,253,350,,,357,297,332
245,,207,280,276,,,253,350,,,357,297,333
245,,207,280,276,,,253,350,,,357,297,333
245,,207,281,276,,,253,351,,,357,297,333
245,,207,281,276,,,253,351,,,357,297,333
246,,208,281,276,,,253,351,,,357,298,333
246,,208,281,276,,,254,351,,,357,298,333
246,,208,281,276,,,254,351,,,357,298,333
246,,208,281,276,,,254,351,,,357,298,333
246,,208,281,276,,,254,351,,,357,298,333
246,,208,281,276,,,254,351,,,357,298,334
247,,208,281,276,,,254,351,,,357,298,334
247,,208,281,277,,,254,351,,,357,298,334
247,,208,281,277,,,254,351,,,357,298,334
247,,208,281,277,,,254,351,,,357,298,334
247,,208,281,277,,,255,352,,,358,298,334
248,,208,281,278,,,255,352,,,358,298,334
248,,209,281,278,,,255,352,,,358,298,334
248,,209,281,278,,,255,352,,,358,298,334
249,,209,281,278,,,255,352,,,358,298,334
249,,209,281,278,,,256,352,,,358,298,334
249,,209,282,278,,,256,352,,,358,298,334
249,,209,282,278,,,256,352,,,358,298,334
249,,209,282,279,,,256,352,,,358,298,334
249,,209,282,279,,,256,352,,,358,298,334
250,,209,282,279,,,256,352,,,358,298,334
250,,209,282,279,,,256,352,,,358,298,334
250,,209,282,279,,,256,352,,,358,298,334
250,,209,282,279,,,256,352,,,358,298,334
250,,210,282,280,,,256,352,,,358,298,334
250,,210,282,280,,,257,352,,,358,298,334
251,,210,282,280,,,257,352,,,359,298,334
251,,210,282,280,,,257,352,,,359,298,334
251,,210,282,280,,,257,352,,,360,298,334
251,,210,282,280,,,258,352,,,360,298,334
251,,210,282,280,,,258,352,,,360,298,334
251,,210,282,280,,,258,352,,,361,298,334
252,,210,282,280,,,258,352,,,361,298,334
252,,210,282,280,,,259,352,,,361,298,334
253,,211,282,280,,,259,352,,,361,298,334
253,,211,282,280,,,259,352,,,361,298,334
253,,211,282,281,,,259,352,,,361,298,334
253,,211,282,281,,,259,352,,,361,298,334
254,,211,282,281,,,259,352,,,361,298,334
254,,211,282,281,,,259,352,,,361,298,334
254,,211,282,281,,,259,352,,,361,298,334
255,,211,282,281,,,260,352,,,361,298,335
255,,211,282,281,,,260,352,,,361,298,335
255,,211,282,281,,,260,352,,,361,298,335
255,,211,282,281,,,260,353,,,361,298,335
255,,211,282,282,,,261,353,,,361,298,335
256,,211,282,282,,,261,353,,,361,298,335
256,,211,282,282,,,261,353,,,361,298,335
256,,211,282,282,,,262,353,,,361,298,335
258,,211,282,282,,,262,353,,,361,298,335
258,,211,283,282,,,262,353,,,361,298,335
258,,211,283,282,,,262,353,,,361,298,335
259,,211,283,282,,,262,353,,,361,298,335
259,,211,283,282,,,262,353,,,361,298,335
261,,211,283,282,,,262,353,,,361,299,335
262,,211,283,282,,,262,353,,,362,299,335
262,,211,283,282,,,262,353,,,362,299,336
262,,211,283,282,,,262,353,,,362,299,336
262,,212,283,282,,,262,353,,,362,299,336
262,,212,283,282,,,262,353,,,363,299,336
264,,212,283,282,,,262,353,,,363,299,336
271,,212,283,283,,,262,353,,,363,299,336
271,,212,283,283,,,262,353,,,363,299,336
277,,212,283,283,,,262,353,,,363,299,336
277,,212,283,283,,,262,353,,,363,299,336
291,,212,283,283,,,262,353,,,363,299,336
291,,212,283,284,,,262,353,,,363,299,336
295,,212,283,284,,,262,354,,,363,299,336
295,,212,283,284,,,262,354,,,363,299,336
295,,213,283,284,,,263,354,,,363,299,336
295,,213,283,284,,,263,354,,,364,299,336
309,,213,283,284,,,263,354,,,364,299,336
309,,213,283,284,,,264,354,,,364,299,336
309,,213,283,285,,,264,354,,,364,299,336
309,,213,283,285,,,264,354,,,364,299,336
309,,214,283,285,,,264,354,,,365,299,336
309,,214,283,285,,,264,354,,,,299,336
309,,214,283,285,,,264,354,,,,299,336
309,,214,283,285,,,264,354,,,,299,336
309,,214,283,285,,,265,354,,,,299,336
,,214,283,285,,,265,354,,,,299,336
,,214,283,285,,,265,354,,,,299,336
,,215,283,285,,,265,354,,,,299,336
,,215,283,285,,,265,354,,,,299,336
,,215,283,285,,,265,354,,,,299,336
,,215,283,286,,,266,354,,,,299,336
,,215,283,286,,,266,354,,,,299,336
,,215,283,286,,,266,354,,,,299,336
,,215,283,286,,,266,354,,,,299,336
,,215,283,286,,,266,354,,,,299,336
,,215,283,286,,,266,354,,,,299,336
,,215,283,286,,,267,354,,,,299,336
,,215,284,286,,,267,354,,,,299,336
,,215,284,286,,,267,354,,,,299,336
,,216,284,287,,,267,355,,,,299,336
,,216,284,287,,,268,355,,,,299,337
,,216,284,287,,,268,355,,,,299,337
,,216,284,288,,,268,355,,,,299,337
,,216,284,288,,,268,355,,,,299,337
,,216,284,288,,,268,355,,,,299,337
,,216,284,288,,,268,355,,,,300,337
,,216,285,288,,,268,355,,,,300,337
,,216,285,288,,,269,355,,,,300,337
,,217,285,288,,,269,355,,,,300,337
,,217,285,288,,,270,355,,,,300,337
,,217,285,289,,,270,355,,,,300,337
,,217,285,289,,,270,355,,,,300,337
,,217,285,289,,,270,355,,,,300,337
,,217,285,289,,,270,355,,,,300,338
,,217,285,289,,,271,355,,,,300,338
,,217,285,289,,,271,355,,,,300,338
,,217,285,289,,,272,355,,,,300,338
,,217,285,289,,,272,355,,,,300,338
,,217,285,289,,,272,355,,,,301,338
,,217,285,289,,,272,355,,,,301,338
,,217,285,289,,,272,355,,,,301,338
,,217,285,289,,,272,355,,,,301,338
,,217,285,289,,,272,355,,,,301,338
,,217,285,289,,,272,355,,,,301,338
,,217,285,289,,,272,355,,,,301,338
,,217,286,289,,,272,355,,,,301,338
,,217,286,290,,,272,355,,,,301,338
,,217,286,290,,,272,355,,,,301,338
,,218,286,290,,,273,355,,,,301,338
,,218,286,290,,,273,355,,,,301,338
,,218,286,290,,,273,355,,,,301,338
,,218,286,290,,,274,355,,,,301,338
,,219,286,291,,,274,355,,,,301,338
,,219,286,291,,,275,355,,,,301,338
,,219,286,291,,,275,355,,,,301,338
,,219,286,291,,,275,355,,,,301,338
,,219,286,291,,,275,355,,,,301,338
,,219,286,291,,,275,355,,,,301,338
,,219,286,291,,,275,355,,,,301,338
,,219,286,291,,,275,355,,,,301,338
,,219,286,291,,,275,355,,,,301,338
,,219,286,291,,,276,355,,,,301,338
,,219,286,291,,,276,355,,,,301,338
,,219,286,292,,,276,355,,,,301,338
,,220,286,292,,,276,355,,,,301,338
,,220,286,292,,,277,355,,,,301,338
,,220,286,292,,,277,355,,,,301,338
,,220,286,292,,,277,355,,,,301,338
,,220,286,292,,,278,355,,,,302,338
,,221,286,292,,,278,355,,,,302,338
,,221,286,292,,,278,355,,,,302,339
,,221,286,292,,,279,355,,,,302,339
,,221,287,292,,,279,355,,,,302,339
,,221,287,292,,,279,355,,,,302,339
,,221,287,292,,,279,355,,,,302,339
,,221,288,292,,,279,355,,,,302,339
,,221,288,292,,,280,355,,,,302,339
,,221,288,292,,,280,355,,,,302,339
,,221,288,293,,,280,355,,,,302,339
,,222,288,293,,,281,355,,,,302,339
,,222,288,293,,,281,355,,,,302,339
,,222,288,293,,,281,355,,,,302,339
,,222,288,293,,,281,355,,,,302,339
,,222,288,293,,,281,355,,,,302,339
,,222,289,293,,,281,355,,,,302,339
,,222,289,293,,,281,355,,,,302,339
,,222,289,293,,,282,355,,,,302,339
,,222,289,293,,,282,355,,,,302,339
,,222,289,293,,,282,355,,,,302,340
,,222,289,293,,,282,355,,,,302,340
,,223,289,293,,,283,355,,,,302,340
,,223,289,294,,,283,355,,,,302,340
,,223,289,294,,,283,355,,,,302,340
,,223,289,294,,,284,355,,,,302,340
,,223,289,294,,,284,355,,,,302,340
,,224,289,294,,,284,355,,,,302,340
,,224,289,294,,,284,355,,,,302,340
,,224,289,294,,,284,355,,,,302,340
,,224,289,294,,,284,355,,,,302,340
,,224,289,294,,,285,355,,,,302,340
,,224,290,294,,,285,355,,,,302,340
,,224,290,294,,,285,355,,,,302,340
,,224,290,295,,,285,355,,,,302,340
,,224,290,295,,,285,355,,,,302,340
,,225,290,295,,,285,355,,,,302,340
,,225,290,295,,,285,355,,,,302,340
,,225,290,295,,,285,355,,,,302,341
,,225,290,295,,,286,355,,,,302,341
,,225,290,295,,,286,355,,,,302,341
,,225,290,295,,,286,355,,,,302,341
,,225,291,295,,,286,355,,,,302,341
,,225,291,295,,,286,355,,,,302,341
,,226,291,295,,,286,355,,,,302,341
,,226,291,295,,,287,356,,,,302,341
,,226,291,295,,,287,356,,,,302,341
,,226,292,295,,,287,356,,,,302,341
,,226,292,295,,,288,356,,,,302,341
,,226,292,295,,,288,356,,,,302,341
,,226,292,296,,,288,356,,,,302,341
,,226,292,296,,,288,356,,,,302,341
,,226,292,296,,,289,356,,,,302,341
,,226,293,296,,,289,356,,,,302,341
,,226,293,296,,,289,356,,,,302,341
,,226,293,296,,,289,356,,,,302,341
,,226,293,296,,,289,356,,,,302,341
,,227,293,296,,,289,356,,,,302,341
,,227,293,296,,,289,356,,,,302,341
,,227,293,296,,,289,356,,,,302,341
,,227,293,296,,,290,356,,,,302,341
,,227,293,296,,,290,356,,,,302,341
,,227,293,296,,,290,356,,,,302,341
,,228,293,296,,,291,356,,,,302,342
,,228,293,296,,,291,356,,,,302,342
,,228,293,296,,,291,356,,,,302,342
,,228,293,297,,,291,356,,,,302,342
,,228,293,297,,,292,356,,,,302,342
,,228,293,297,,,292,356,,,,302,342
,,228,293,297,,,292,356,,,,302,342
,,228,293,297,,,292,356,,,,302,342
,,228,293,297,,,292,356,,,,302,342
,,229,293,297,,,292,356,,,,302,342
,,229,293,297,,,292,356,,,,302,342
,,229,293,297,,,293,356,,,,302,343
,,229,294,297,,,293,356,,,,302,343
,,229,294,298,,,293,356,,,,302,343
,,229,294,298,,,293,356,,,,302,343
,,229,294,298,,,293,356,,,,302,343
,,229,294,298,,,293,356,,,,303,343
,,230,294,298,,,294,356,,,,303,343
,,230,294,298,,,294,356,,,,303,343
,,230,294,298,,,294,356,,,,303,343
,,230,294,298,,,295,356,,,,303,343
,,231,294,298,,,295,356,,,,303,343
,,231,294,298,,,295,356,,,,303,343
,,231,294,298,,,295,356,,,,303,343
,,231,294,298,,,295,356,,,,303,343
,,231,294,298,,,295,356,,,,303,343
,,231,294,299,,,295,356,,,,303,343
,,231,294,299,,,295,356,,,,303,343
,,231,294,299,,,295,356,,,,303,343
,,232,294,299,,,295,356,,,,303,343
,,232,294,299,,,296,356,,,,303,343
,,232,294,299,,,296,356,,,,303,343
,,232,294,299,,,296,356,,,,303,343
,,232,294,299,,,296,356,,,,303,344
,,232,294,300,,,296,356,,,,303,344
,,232,294,300,,,296,356,,,,303,344
,,232,294,300,,,296,356,,,,303,344
,,232,294,300,,,296,356,,,,303,344
,,232,294,300,,,296,356,,,,303,344
,,232,294,300,,,296,356,,,,303,344
,,232,294,300,,,296,356,,,,303,344
,,232,294,301,,,296,357,,,,303,344
,,232,294,301,,,296,357,,,,303,344
,,233,294,301,,,296,357,,,,303,344
,,233,294,301,,,296,357,,,,303,344
,,233,294,301,,,297,357,,,,303,344
,,233,294,301,,,297,357,,,,303,344
,,233,294,301,,,297,357,,,,303,344
,,233,294,301,,,297,357,,,,303,344
,,233,294,301,,,297,357,,,,303,344
,,233,294,301,,,297,357,,,,303,344
,,233,294,302,,,297,357,,,,303,345
,,233,294,302,,,298,357,,,,304,345
,,234,294,302,,,298,357,,,,304,345
,,234,294,302,,,298,357,,,,305,345
,,234,294,302,,,298,357,,,,305,345
,,234,294,302,,,298,357,,,,305,345
,,234,294,302,,,298,357,,,,305,345
,,235,294,302,,,299,357,,,,305,345
,,235,294,302,,,299,357,,,,305,345
,,235,294,302,,,299,357,,,,305,345
,,235,294,302,,,300,357,,,,305,345
,,235,294,302,,,300,357,,,,305,345
,,235,294,302,,,300,357,,,,305,345
,,235,294,302,,,301,358,,,,305,345
,,235,294,302,,,301,358,,,,305,345
,,235,294,302,,,301,358,,,,305,346
,,235,294,302,,,301,358,,,,305,346
,,235,294,303,,,301,358,,,,305,346
,,235,294,303,,,302,358,,,,305,346
,,236,294,303,,,302,358,,,,305,346
,,236,294,303,,,302,358,,,,305,346
,,236,294,303,,,302,358,,,,305,346
,,236,294,303,,,302,358,,,,305,346
,,236,294,303,,,302,358,,,,305,346
,,236,294,303,,,302,358,,,,305,346
,,236,294,303,,,302,358,,,,305,346
,,237,294,303,,,302,358,,,,305,347
,,237,294,303,,,303,358,,,,305,347
,,237,294,303,,,303,358,,,,305,347
,,237,294,303,,,303,358,,,,305,347
,,238,294,304,,,303,358,,,,305,347
,,238,294,304,,,303,358,,,,305,347
,,238,294,304,,,303,358,,,,305,347
,,238,294,304,,,304,358,,,,305,347
,,238,294,304,,,304,358,,,,305,347
,,238,294,304,,,304,358,,,,305,347
,,238,294,304,,,305,358,,,,305,347
,,238,294,304,,,305,358,,,,305,347
,,238,294,304,,,305,358,,,,305,347
,,238,294,304,,,305,358,,,,305,347
,,238,294,304,,,305,358,,,,305,347
,,239,294,304,,,306,358,,,,305,347
,,239,294,304,,,306,358,,,,305,347
,,239,294,304,,,306,358,,,,305,347
,,239,294,304,,,306,358,,,,306,347
,,239,294,304,,,306,358,,,,306,347
,,239,294,304,,,306,358,,,,306,347
,,239,294,304,,,306,358,,,,307,348
,,239,294,305,,,307,358,,,,307,348
,,239,294,305,,,307,358,,,,307,348
,,239,294,305,,,307,358,,,,308,348
,,240,294,305,,,307,359,,,,308,348
,,240,294,305,,,308,359,,,,308,348
,,240,294,305,,,308,359,,,,308,348
,,240,294,305,,,308,359,,,,308,348
,,240,294,305,,,308,359,,,,308,348
,,240,294,305,,,309,360,,,,308,348
,,240,294,305,,,309,360,,,,308,348
,,240,294,305,,,310,360,,,,308,348
,,240,294,306,,,310,360,,,,308,348
,,240,294,306,,,310,360,,,,308,348
,,240,294,306,,,310,360,,,,308,348
,,240,294,306,,,311,360,,,,308,348
,,241,294,306,,,311,360,,,,308,349
,,241,294,306,,,312,360,,,,308,349
,,241,294,306,,,312,360,,,,308,349
,,241,294,307,,,312,360,,,,308,349
,,241,294,307,,,313,360,,,,308,349
,,241,295,307,,,313,360,,,,308,349
,,241,295,307,,,313,360,,,,308,350
,,241,295,308,,,313,360,,,,308,350
,,241,296,308,,,313,360,,,,308,350
,,241,296,308,,,313,360,,,,308,350
,,241,296,308,,,313,360,,,,308,350
,,241,296,308,,,313,360,,,,308,350
,,241,296,308,,,314,360,,,,308,350
,,241,296,308,,,314,360,,,,309,350
,,242,296,309,,,315,360,,,,309,350
,,242,296,309,,,316,360,,,,309,350
,,242,296,309,,,316,360,,,,309,350
,,242,296,310,,,317,360,,,,310,350
,,242,296,310,,,318,360,,,,310,350
,,242,296,310,,,318,360,,,,310,350
,,243,296,310,,,318,360,,,,310,350
,,243,296,310,,,318,360,,,,313,350
,,243,296,310,,,319,360,,,,313,350
,,243,296,310,,,319,360,,,,313,350
,,243,296,310,,,319,360,,,,313,350
,,243,296,310,,,320,360,,,,313,350
,,243,296,310,,,320,360,,,,313,350
,,243,296,310,,,321,360,,,,314,350
,,243,296,310,,,321,361,,,,314,350
,,243,296,312,,,322,361,,,,316,350
,,243,296,312,,,322,361,,,,316,350
,,243,296,312,,,323,361,,,,316,350
,,243,296,312,,,324,361,,,,316,350
,,244,296,312,,,324,361,,,,316,350
,,244,296,313,,,325,361,,,,316,350
,,244,296,313,,,325,361,,,,316,350
,,244,296,313,,,326,361,,,,316,351
,,244,296,313,,,326,361,,,,316,351
,,244,296,313,,,328,361,,,,316,352
,,244,296,314,,,330,361,,,,316,352
,,244,296,314,,,331,361,,,,316,352
,,244,296,314,,,332,361,,,,316,352
,,245,296,314,,,332,361,,,,316,352
,,245,296,314,,,332,361,,,,318,352
,,245,297,314,,,332,361,,,,318,352
,,245,297,314,,,334,361,,,,318,352
,,245,297,316,,,335,361,,,,318,352
,,245,297,316,,,337,361,,,,318,352
,,245,297,316,,,338,361,,,,318,352
,,245,297,316,,,340,361,,,,318,352
,,245,297,316,,,343,361,,,,319,352
,,245,297,317,,,347,361,,,,319,352
,,245,297,317,,,356,361,,,,319,352
,,246,298,317,,,357,361,,,,322,352
,,246,298,317,,,364,361,,,,,352
,,246,298,318,,,364,361,,,,,352
,,246,298,318,,,,361,,,,,352
,,246,299,318,,,,361,,,,,352
,,246,299,318,,,,361,,,,,352
,,246,299,318,,,,361,,,,,352
,,247,299,318,,,,361,,,,,352
,,247,299,318,,,,361,,,,,352
,,247,299,318,,,,361,,,,,352
,,247,299,318,,,,361,,,,,353
,,247,299,318,,,,361,,,,,353
,,247,299,318,,,,361,,,,,353
,,247,299,319,,,,361,,,,,353
,,247,299,319,,,,361,,,,,353
,,247,300,319,,,,361,,,,,353
,,247,300,319,,,,361,,,,,353
,,247,301,319,,,,361,,,,,354
,,247,301,319,,,,361,,,,,354
,,247,301,319,,,,361,,,,,354
,,247,302,319,,,,361,,,,,354
,,247,302,319,,,,361,,,,,354
,,248,302,319,,,,361,,,,,355
,,248,302,319,,,,361,,,,,355
,,248,302,320,,,,361,,,,,355
,,248,302,320,,,,361,,,,,355
,,248,302,320,,,,361,,,,,355
,,248,302,321,,,,361,,,,,355
,,248,302,321,,,,361,,,,,355
,,248,302,321,,,,361,,,,,355
,,248,302,321,,,,361,,,,,355
,,248,302,321,,,,361,,,,,356
,,248,302,321,,,,361,,,,,356
,,248,302,321,,,,361,,,,,356
,,248,302,322,,,,361,,,,,356
,,248,302,322,,,,361,,,,,356
,,248,302,323,,,,361,,,,,356
,,249,302,323,,,,361,,,,,356
,,249,302,324,,,,361,,,,,356
,,249,302,324,,,,361,,,,,356
,,249,302,324,,,,362,,,,,356
,,249,302,324,,,,362,,,,,356
,,249,302,325,,,,362,,,,,356
,,249,303,325,,,,362,,,,,356
,,250,303,325,,,,362,,,,,356
,,250,303,325,,,,362,,,,,356
,,250,303,325,,,,362,,,,,356
,,250,303,326,,,,362,,,,,357
,,250,303,326,,,,362,,,,,357
,,250,303,327,,,,362,,,,,357
,,250,303,328,,,,362,,,,,357
,,250,303,329,,,,362,,,,,357
,,250,303,330,,,,362,,,,,357
,,250,303,330,,,,362,,,,,357
,,250,303,330,,,,362,,,,,357
,,250,303,331,,,,362,,,,,357
,,250,303,332,,,,362,,,,,357
,,250,303,332,,,,362,,,,,358
,,251,303,332,,,,362,,,,,358
,,251,303,332,,,,362,,,,,360
,,251,303,334,,,,362,,,,,361
,,251,303,334,,,,362,,,,,361
,,251,303,335,,,,362,,,,,361
,,251,303,336,,,,362,,,,,361
,,251,303,336,,,,362,,,,,361
,,251,303,338,,,,362,,,,,361
,,251,303,339,,,,362,,,,,361
,,251,303,340,,,,362,,,,,361
,,251,303,341,,,,362,,,,,361
,,251,303,342,,,,362,,,,,361
,,252,303,343,,,,362,,,,,361
,,252,303,344,,,,362,,,,,361
,,252,303,345,,,,362,,,,,361
,,252,304,346,,,,362,,,,,361
,,252,305,346,,,,362,,,,,361
,,252,306,347,,,,362,,,,,361
,,252,309,347,,,,362,,,,,361
,,252,309,347,,,,362,,,,,361
,,252,309,349,,,,362,,,,,361
,,252,309,350,,,,362,,,,,361
,,252,309,350,,,,362,,,,,361
,,252,309,350,,,,362,,,,,361
,,252,309,352,,,,362,,,,,361
,,252,309,352,,,,362,,,,,361
,,252,309,352,,,,362,,,,,362
,,252,309,353,,,,362,,,,,362
,,252,309,353,,,,363,,,,,363
,,253,309,355,,,,363,,,,,363
,,253,309,355,,,,363,,,,,363
,,253,309,356,,,,363,,,,,363
,,253,309,356,,,,363,,,,,363
,,253,309,356,,,,363,,,,,363
,,253,309,356,,,,363,,,,,364
,,253,309,356,,,,363,,,,,364
,,254,309,358,,,,363,,,,,364
,,254,309,358,,,,363,,,,,364
,,254,309,360,,,,363,,,,,364
,,254,309,361,,,,363,,,,,364
,,254,309,361,,,,363,,,,,364
,,254,309,361,,,,363,,,,,364
,,254,309,361,,,,363,,,,,365
,,254,314,362,,,,363,,,,,365
,,254,,363,,,,363,,,,,365
,,255,,364,,,,363,,,,,365
,,255,,364,,,,363,,,,,
,,255,,,,,,363,,,,,
,,255,,,,,,363,,,,,
,,255,,,,,,363,,,,,
,,255,,,,,,363,,,,,
,,255,,,,,,363,,,,,
,,255,,,,,,363,,,,,
,,256,,,,,,363,,,,,
,,256,,,,,,363,,,,,
,,256,,,,,,363,,,,,
,,256,,,,,,363,,,,,
,,256,,,,,,363,,,,,
,,256,,,,,,363,,,,,
,,257,,,,,,363,,,,,
,,257,,,,,,363,,,,,
,,257,,,,,,363,,,,,
,,257,,,,,,363,,,,,
,,257,,,,,,363,,,,,
,,258,,,,,,363,,,,,
,,258,,,,,,363,,,,,
,,258,,,,,,363,,,,,
,,258,,,,,,363,,,,,
,,258,,,,,,363,,,,,
,,258,,,,,,363,,,,,
,,258,,,,,,363,,,,,
,,258,,,,,,363,,,,,
,,258,,,,,,363,,,,,
,,258,,,,,,363,,,,,
,,258,,,,,,364,,,,,
,,259,,,,,,364,,,,,
,,259,,,,,,364,,,,,
,,259,,,,,,364,,,,,
,,259,,,,,,364,,,,,
,,259,,,,,,364,,,,,
,,260,,,,,,364,,,,,
,,260,,,,,,364,,,,,
,,260,,,,,,364,,,,,
,,260,,,,,,364,,,,,
,,260,,,,,,364,,,,,
,,260,,,,,,364,,,,,
,,260,,,,,,364,,,,,
,,260,,,,,,364,,,,,
,,260,,,,,,364,,,,,
,,260,,,,,,364,,,,,
,,260,,,,,,364,,,,,
,,260,,,,,,364,,,,,
,,260,,,,,,364,,,,,
,,260,,,,,,364,,,,,
,,260,,,,,,364,,,,,
,,260,,,,,,364,,,,,
,,261,,,,,,364,,,,,
,,261,,,,,,364,,,,,
,,261,,,,,,364,,,,,
,,261,,,,,,364,,,,,
,,262,,,,,,364,,,,,
,,262,,,,,,364,,,,,
,,262,,,,,,364,,,,,
,,262,,,,,,364,,,,,
,,262,,,,,,364,,,,,
,,262,,,,,,364,,,,,
,,262,,,,,,364,,,,,
,,262,,,,,,364,,,,,
,,262,,,,,,364,,,,,
,,263,,,,,,364,,,,,
,,263,,,,,,364,,,,,
,,264,,,,,,364,,,,,
,,264,,,,,,364,,,,,
,,264,,,,,,364,,,,,
,,265,,,,,,364,,,,,
,,266,,,,,,364,,,,,
,,266,,,,,,364,,,,,
,,266,,,,,,364,,,,,
,,266,,,,,,364,,,,,
,,266,,,,,,364,,,,,
,,266,,,,,,364,,,,,
,,269,,,,,,364,,,,,
,,269,,,,,,364,,,,,
,,269,,,,,,364,,,,,
,,269,,,,,,364,,,,,
,,270,,,,,,364,,,,,
,,270,,,,,,364,,,,,
,,270,,,,,,364,,,,,
,,270,,,,,,364,,,,,
,,270,,,,,,364,,,,,
,,270,,,,,,364,,,,,
,,271,,,,,,364,,,,,
,,271,,,,,,365,,,,,
,,273,,,,,,365,,,,,
,,273,,,,,,365,,,,,
,,273,,,,,,365,,,,,
,,273,,,,,,365,,,,,
,,273,,,,,,365,,,,,
,,309,,,,,,365,,,,,
,,309,,,,,,365,,,,,
,,309,,,,,,365,,,,,
,,309,,,,,,365,,,,,
,,309,,,,,,365,,,,,
,,309,,,,,,365,,,,,
,,,,,,,,365,,,,,
,,,,,,,,365,,,,,
,,,,,,,,365,,,,,
