Wild Spring Chinook,Wild Fall Chinook,Hatchery Spring Chinook,Hatchery Fall Chinook,Wild Summer Steelhead,Wild Winter Steelhead,Wild Winter-Late Steelhead,Hatchery Summer Steelhead,Hatchery Winter Steelhead,Hatchery Winter-Late Steelhead,Wild Type S Coho,Wild Type N Coho,Hatchery Type S Coho,Hatchery Type N Coho
098,004,104,193,002,002,003,004,002,003,231,002,234,003
104,004,108,197,003,002,003,004,002,003,231,002,234,003
113,004,111,197,003,002,003,004,002,003,231,002,234,003
113,004,113,197,003,003,003,004,002,003,231,002,234,003
115,004,113,197,004,003,003,004,002,003,231,002,236,003
118,004,114,197,004,004,003,006,002,003,235,003,238,003
118,004,115,197,004,005,003,011,002,003,235,003,238,005
118,004,115,197,004,005,004,011,002,003,235,003,239,005
118,004,116,197,004,005,004,011,002,003,235,003,240,005
118,004,116,197,004,006,004,011,002,003,235,004,241,005
119,004,116,197,004,007,004,011,002,003,238,004,243,007
119,004,117,197,004,007,004,014,002,004,238,004,243,276
119,004,117,197,004,007,005,014,002,004,238,004,244,276
119,004,118,197,004,007,006,014,002,004,238,004,244,276
120,004,118,197,004,008,006,014,002,004,238,004,244,276
120,004,118,198,004,009,006,014,002,004,238,004,244,276
120,004,118,198,004,009,007,015,002,004,238,004,244,276
120,004,119,198,004,010,007,065,002,004,238,004,244,276
120,004,119,198,004,011,007,078,002,004,240,004,244,276
120,004,119,199,004,011,007,078,002,004,240,004,244,276
120,004,119,199,004,011,007,078,002,005,240,004,244,276
120,004,119,199,004,012,007,078,002,005,240,004,244,276
120,004,120,199,004,012,008,078,002,005,240,004,244,276
120,004,120,199,004,012,008,081,002,005,240,004,244,276
120,004,120,199,004,013,008,081,002,005,240,004,244,276
120,004,120,199,004,014,009,081,002,005,240,004,244,276
120,004,120,200,004,014,010,081,002,006,240,004,244,276
120,004,120,200,005,014,011,081,002,006,240,004,244,276
121,004,120,200,006,014,011,081,002,006,240,004,244,276
122,004,120,200,007,015,011,081,002,007,241,004,244,276
122,004,120,201,007,015,012,081,002,007,241,005,245,276
122,004,120,201,008,016,012,081,002,007,243,005,245,276
122,004,121,201,009,016,013,081,002,007,243,005,245,281
122,004,122,202,009,017,013,081,002,007,243,005,245,282
122,004,122,202,009,018,014,081,002,008,243,005,245,282
122,004,122,202,009,018,014,081,002,008,244,005,245,282
122,004,122,203,010,019,014,081,002,008,244,005,246,283
123,004,122,204,013,019,015,081,002,008,244,005,246,284
123,004,122,204,015,019,016,081,002,010,245,005,246,284
123,004,122,204,015,020,016,081,002,010,246,006,246,284
123,004,122,205,015,021,016,081,002,011,246,007,246,284
123,004,122,205,021,021,016,081,002,011,247,007,246,284
123,004,122,205,021,021,017,081,002,011,247,007,246,284
123,004,122,205,024,021,019,081,002,012,248,007,247,286
123,004,122,205,027,022,019,081,002,012,248,007,247,286
123,004,123,205,027,022,019,081,002,012,248,007,247,286
124,004,123,205,034,023,020,081,002,013,248,007,247,286
124,004,123,205,036,023,020,081,003,013,248,007,247,286
124,004,123,205,040,023,020,081,003,013,248,007,247,286
124,004,123,206,042,023,022,081,003,013,248,007,248,286
124,004,123,206,051,024,022,081,003,013,248,007,248,286
124,004,124,207,051,024,022,081,003,014,248,007,248,286
124,004,124,208,059,024,022,081,003,014,248,007,248,286
124,004,124,208,080,024,022,081,003,014,248,007,248,286
124,004,124,208,094,024,023,081,003,014,248,007,248,286
125,004,124,208,101,025,023,081,003,014,249,007,248,286
125,004,124,208,108,025,023,081,003,014,249,007,249,286
125,004,124,209,109,025,023,081,003,014,249,007,249,287
125,004,124,209,109,025,025,081,003,014,249,007,250,287
125,004,124,209,110,026,025,081,003,014,249,007,250,287
125,004,124,209,112,026,026,081,003,015,249,007,251,287
125,004,125,210,114,027,026,081,003,015,249,007,251,287
125,004,125,211,114,027,026,081,003,016,249,007,251,287
125,004,125,211,115,028,027,081,003,016,249,007,251,287
125,004,125,211,116,028,027,081,003,016,249,007,251,287
125,004,125,211,117,028,027,081,003,016,249,007,251,287
125,004,125,211,117,030,027,109,003,016,251,007,251,287
125,004,125,211,119,031,027,113,003,016,251,007,251,288
125,004,125,211,121,031,028,117,003,016,251,007,251,288
125,004,125,211,121,032,029,120,003,016,251,007,252,288
125,004,125,211,121,033,029,124,003,016,252,007,252,288
125,004,125,211,122,034,030,129,003,016,252,007,252,288
125,004,125,211,123,034,030,130,003,016,252,007,253,288
125,004,125,212,124,035,031,131,003,017,252,007,253,288
125,004,125,212,125,035,031,132,003,018,252,007,253,288
125,004,126,212,126,036,032,132,003,018,252,007,253,289
126,004,126,212,127,036,032,132,003,018,252,007,253,289
126,004,126,212,128,037,032,132,003,018,252,007,253,289
126,004,126,212,129,038,032,132,003,018,252,007,253,289
126,004,126,214,130,038,032,133,003,019,252,007,253,289
127,004,126,215,130,038,032,134,003,019,252,007,253,289
127,004,126,215,130,039,034,135,003,019,252,007,254,289
127,004,126,215,130,039,034,136,003,020,252,007,254,289
127,004,126,215,130,039,035,136,003,020,252,007,254,289
127,004,126,215,130,039,035,136,003,020,252,007,254,289
127,004,126,216,130,039,035,137,003,020,252,007,254,289
127,004,126,216,130,039,036,137,003,020,252,007,254,290
127,004,127,216,130,040,036,138,003,022,252,008,254,290
127,004,127,217,130,040,036,140,003,022,253,008,255,290
127,004,127,218,130,040,036,140,003,022,253,012,255,290
127,004,127,218,130,040,037,140,003,022,253,014,257,290
127,004,127,220,130,040,037,141,003,023,253,014,257,290
127,004,127,220,131,040,038,141,003,023,253,014,257,291
127,004,127,221,131,040,039,142,003,023,253,014,257,291
127,004,127,221,132,040,039,142,003,023,253,014,258,291
127,004,127,221,133,040,039,143,003,023,253,014,258,291
127,004,127,221,133,042,039,143,003,023,253,014,258,291
127,004,127,222,134,042,040,143,003,024,253,014,259,291
127,004,127,222,134,042,041,143,003,024,253,014,259,291
127,004,128,222,134,042,041,144,003,024,253,014,259,291
127,208,128,222,135,042,042,144,003,025,253,014,259,291
127,212,128,222,135,042,042,144,003,025,254,014,259,291
128,213,128,222,136,043,042,145,003,025,254,014,259,292
128,213,128,222,136,044,043,146,003,025,254,014,259,292
128,214,128,223,136,044,043,146,003,025,254,014,259,292
128,214,128,223,136,044,044,146,003,026,254,014,260,292
128,215,128,224,137,045,044,147,003,026,254,014,260,293
128,216,128,224,137,045,045,147,003,026,254,014,260,293
128,216,129,224,137,046,045,148,003,026,254,014,260,293
128,217,129,224,137,046,046,148,003,026,254,014,261,293
128,219,129,224,138,047,046,148,003,027,254,014,261,293
128,223,129,224,138,047,046,149,003,027,254,014,261,293
128,223,129,224,138,048,046,149,003,027,254,014,261,293
129,224,129,224,139,048,046,150,003,028,255,014,261,293
129,224,129,224,139,048,047,150,003,028,255,014,261,293
129,224,129,224,139,050,047,150,003,029,255,014,261,293
129,225,129,224,139,050,048,151,003,029,255,014,261,293
129,225,129,224,139,050,048,151,003,030,255,014,261,293
129,226,129,224,139,050,049,151,003,030,255,014,261,293
129,226,129,225,139,050,051,152,003,030,255,014,261,293
129,228,130,225,139,050,053,152,003,031,255,014,261,293
129,230,130,225,139,050,053,152,003,031,256,014,261,293
129,231,130,225,139,051,053,152,003,031,256,014,262,293
129,232,130,226,139,051,055,152,003,032,256,014,262,293
130,232,130,226,139,051,055,152,003,032,256,014,262,294
130,232,130,226,139,051,055,152,003,032,256,014,262,294
130,232,130,226,139,051,055,152,003,034,256,014,262,294
130,233,130,226,140,051,056,152,003,036,256,014,262,294
130,233,130,226,140,051,058,152,003,037,257,014,262,294
130,233,130,226,140,051,058,152,003,038,257,014,262,294
130,234,130,227,140,051,058,152,003,038,257,275,262,294
130,235,130,227,140,053,059,152,003,038,257,275,262,294
130,235,130,227,141,053,059,152,003,038,257,280,262,294
130,236,130,227,141,053,060,152,003,038,257,282,262,294
130,237,130,227,141,054,060,152,003,039,257,282,262,294
130,237,130,228,141,054,060,152,003,040,257,283,262,294
130,238,130,228,142,055,060,152,003,041,257,284,262,294
130,238,130,228,142,055,060,152,003,041,257,284,263,294
130,239,131,228,142,055,060,152,003,042,257,284,263,294
131,240,131,228,143,055,061,152,003,042,258,284,264,294
131,240,131,228,143,056,061,152,003,043,258,284,264,294
131,241,131,229,143,057,062,152,003,043,258,285,264,294
131,241,131,229,144,058,062,153,003,043,258,286,264,294
131,241,131,229,144,058,062,153,003,045,258,287,264,295
131,241,131,229,144,060,063,153,003,045,258,287,264,295
131,242,131,229,145,060,063,154,003,045,258,287,264,295
131,242,131,229,145,060,063,154,004,046,258,287,264,295
131,242,131,230,146,060,063,155,004,046,260,287,264,295
131,242,131,230,146,060,063,155,004,046,260,287,264,295
131,242,131,230,146,060,063,155,004,046,260,287,264,295
131,243,131,230,146,061,063,155,004,046,261,287,264,295
131,243,131,230,146,061,064,155,004,047,261,287,264,295
131,243,131,230,146,061,065,155,004,047,261,287,264,295
131,244,131,230,146,061,065,155,004,048,261,287,264,295
131,244,131,230,147,061,065,156,004,048,261,287,264,295
131,244,132,231,147,061,065,156,004,048,261,287,264,295
132,245,132,231,147,061,065,156,004,049,261,287,264,295
132,245,132,231,148,062,065,157,004,049,261,287,264,295
132,246,132,231,148,062,066,157,004,049,261,287,264,295
132,246,132,231,148,062,067,157,004,051,261,287,264,295
132,246,132,231,148,063,067,157,004,052,261,287,264,295
132,247,132,231,149,063,067,158,004,053,261,287,264,295
132,247,132,231,149,063,067,158,004,053,261,287,264,295
132,247,132,231,149,064,067,158,004,055,261,287,264,295
132,247,132,232,150,065,067,158,004,055,261,287,264,295
132,248,132,232,150,065,068,158,004,056,261,287,264,295
132,248,132,232,151,065,068,159,004,057,261,288,264,295
132,248,132,232,151,065,068,159,004,058,261,288,264,295
132,248,132,232,151,065,069,159,004,058,261,288,264,295
132,248,132,232,151,065,069,159,004,059,261,288,264,295
132,248,132,232,152,065,069,159,004,060,261,289,264,295
132,248,132,232,152,065,069,159,004,060,261,289,264,295
132,248,132,233,152,065,070,160,004,060,261,289,264,295
132,249,132,233,152,066,071,160,004,060,261,290,264,295
132,249,133,233,152,066,071,160,004,060,261,290,264,295
132,249,133,233,152,066,071,160,004,061,261,290,264,295
132,249,133,233,152,066,071,160,004,062,262,290,264,295
132,249,133,233,152,066,071,160,004,062,262,290,264,295
132,249,133,233,152,066,072,160,004,063,262,290,264,295
133,249,133,233,152,067,072,160,004,063,262,290,265,295
133,249,133,233,152,068,072,160,004,063,262,291,265,296
133,249,133,233,152,068,072,161,004,063,262,291,265,296
133,249,133,234,152,068,073,161,004,063,262,291,265,296
133,249,133,234,152,068,073,161,004,064,262,291,265,296
133,249,133,234,152,068,073,161,004,065,262,291,265,296
133,250,133,234,152,068,073,162,004,067,262,291,265,296
133,250,133,234,152,068,073,162,004,067,262,291,265,296
133,250,133,234,152,068,073,162,004,067,262,291,265,296
133,250,133,234,152,068,073,162,004,067,262,291,265,296
133,251,133,234,152,068,073,162,004,067,262,291,265,296
133,251,133,234,152,068,073,162,004,068,262,291,265,296
133,251,133,234,152,068,073,162,004,068,262,291,265,296
133,251,133,234,152,069,074,163,004,069,262,291,265,296
133,251,133,235,152,069,074,163,004,069,262,291,265,296
133,251,133,235,152,069,074,164,005,069,262,291,265,296
133,251,133,235,152,070,075,164,005,070,262,292,265,296
133,251,133,235,152,071,076,165,005,071,262,292,265,296
133,251,133,235,152,071,076,165,005,072,262,293,265,296
133,251,133,235,152,071,076,165,005,072,262,293,265,296
133,251,134,235,152,071,076,165,005,072,262,293,265,296
134,251,134,235,152,072,076,165,005,072,262,293,266,296
134,251,134,235,152,073,076,165,005,073,262,293,266,296
134,251,134,235,152,073,076,165,005,073,262,293,266,296
134,251,134,235,152,073,076,165,005,073,262,293,266,296
134,251,134,235,152,073,076,165,005,073,262,293,266,296
134,251,134,235,152,073,076,165,005,073,262,293,266,296
134,251,134,236,152,073,076,165,005,073,262,293,266,296
134,251,134,236,152,073,077,165,005,073,262,293,266,296
134,251,134,236,152,073,077,165,005,073,262,293,266,296
135,251,134,236,152,073,077,166,005,073,262,293,266,296
135,252,134,236,152,073,078,166,005,073,262,293,266,296
135,252,134,236,152,073,078,166,005,073,262,293,266,296
135,252,134,236,153,073,078,166,005,073,262,293,266,296
135,252,134,236,153,073,079,166,005,073,262,293,266,296
135,252,134,236,153,073,079,167,005,073,262,294,266,296
135,252,135,236,153,073,079,167,005,073,262,294,266,296
135,252,135,236,153,073,079,167,005,073,262,294,266,296
135,252,135,236,153,073,079,167,005,073,262,294,266,296
135,252,135,237,154,074,079,168,005,073,262,294,266,296
135,252,135,237,154,074,079,168,005,073,262,294,266,296
135,252,135,237,155,074,080,168,005,073,262,294,266,296
135,252,135,237,155,074,080,168,005,073,262,294,266,296
135,252,135,237,155,074,080,168,005,074,262,294,266,296
135,252,135,237,155,074,080,168,005,074,263,294,266,296
135,252,135,237,155,075,080,168,005,074,263,294,267,296
135,252,135,237,155,075,080,168,005,075,263,294,267,296
135,252,135,237,155,075,081,168,005,076,263,294,267,296
135,252,135,237,155,075,081,168,005,076,263,294,267,296
136,252,135,237,155,075,081,169,005,076,263,294,267,296
136,253,135,237,155,076,081,169,005,076,264,294,267,296
136,253,135,237,155,076,081,169,005,076,264,294,267,296
136,253,135,237,155,076,081,169,005,076,264,294,267,296
136,253,135,237,155,076,081,169,005,076,264,294,267,296
136,253,135,237,155,076,081,170,005,077,264,294,267,296
136,253,135,237,155,076,081,170,005,077,264,294,267,296
136,253,135,237,156,076,082,170,005,077,264,294,267,296
136,253,136,237,156,077,082,170,005,077,264,295,267,296
136,253,136,237,156,077,082,170,005,077,264,295,267,296
136,253,136,238,156,077,082,170,005,077,264,295,267,296
136,253,136,238,156,077,082,170,005,077,264,295,267,296
136,254,136,238,156,077,082,170,005,078,264,295,267,296
136,254,136,238,156,077,082,170,005,078,264,295,267,296
136,254,136,238,156,077,082,171,006,079,264,295,267,296
137,254,136,238,156,077,082,171,006,079,264,296,267,296
137,254,136,238,157,077,083,171,006,079,264,296,267,296
137,254,136,238,157,077,083,171,006,079,264,296,267,296
137,254,136,238,157,078,083,171,006,079,265,296,267,296
137,254,136,238,157,078,083,171,006,079,265,296,267,296
137,254,136,238,157,079,083,171,006,079,265,296,267,296
137,255,136,238,158,079,084,171,006,079,265,296,267,296
137,255,136,238,158,079,084,171,006,080,265,296,267,296
137,255,136,238,158,079,084,172,006,080,265,296,267,296
137,255,136,238,158,079,084,172,006,080,265,296,267,296
137,255,136,238,158,080,084,172,006,080,265,296,267,296
137,255,136,238,158,080,084,172,006,080,265,296,267,296
137,255,136,238,158,080,084,172,006,080,265,296,267,296
137,255,136,238,158,080,085,172,006,080,265,296,267,296
137,255,137,238,158,080,085,172,006,080,265,296,267,296
137,255,137,238,158,080,085,172,006,080,265,296,267,296
137,255,137,238,158,080,085,172,006,080,265,296,267,297
137,255,137,239,158,080,085,173,006,080,265,296,267,297
137,255,137,239,158,080,085,173,006,080,265,296,267,297
137,255,137,239,158,080,086,173,006,081,265,296,267,297
137,255,137,239,158,080,086,173,006,081,265,296,267,297
138,255,137,239,158,080,086,173,006,081,265,296,267,297
138,255,137,239,159,080,086,173,006,081,265,296,267,297
138,255,137,239,159,080,086,173,006,081,265,296,267,297
138,255,137,239,159,081,087,173,006,081,265,296,267,297
138,255,137,239,159,081,087,174,006,081,265,296,267,297
138,255,137,239,159,081,087,174,006,081,265,296,267,297
138,256,137,239,159,081,087,174,006,081,265,296,267,297
138,256,137,239,159,081,087,174,007,081,265,296,267,297
139,256,137,239,160,081,087,174,007,081,265,296,267,297
139,256,137,239,160,082,087,174,007,081,266,296,267,297
139,256,137,239,160,082,087,175,007,081,266,296,267,297
139,256,137,239,160,082,087,175,007,081,266,297,267,297
139,256,137,239,160,082,087,175,007,081,266,297,268,297
139,256,137,239,161,082,087,175,007,081,266,297,268,297
139,256,137,239,161,082,087,175,007,082,266,297,268,297
139,256,137,239,161,082,088,175,007,082,266,297,268,297
139,256,137,239,161,082,088,175,007,082,266,297,268,297
139,256,137,239,161,082,088,175,007,082,266,297,268,297
139,256,137,239,161,082,088,175,007,082,266,297,268,297
139,256,137,239,162,082,088,175,007,082,266,297,268,297
139,257,137,239,162,082,088,175,007,082,266,297,268,297
139,257,138,239,162,082,089,175,007,082,266,297,268,297
139,257,138,239,162,082,089,175,007,082,266,297,268,297
139,257,138,239,162,082,089,175,007,083,266,297,268,297
139,257,138,239,162,082,089,175,007,083,266,297,268,297
139,257,138,239,162,082,089,175,007,083,266,297,268,297
139,258,138,240,162,082,089,175,007,083,266,297,268,297
139,258,138,240,163,082,089,176,007,083,266,297,268,297
139,258,138,240,163,082,089,176,007,083,266,297,268,297
139,258,138,240,163,083,090,176,007,083,266,297,268,297
139,258,138,240,163,083,090,176,007,084,266,297,268,297
139,258,138,240,163,083,090,176,007,084,266,297,268,297
139,258,138,240,163,083,090,176,007,084,266,297,268,298
139,258,138,240,163,083,090,176,007,084,266,297,268,298
139,258,138,240,163,083,090,176,007,084,266,297,268,298
139,258,139,240,164,083,090,176,007,084,266,297,268,298
140,258,139,240,164,083,090,176,007,084,266,297,268,298
140,258,139,240,164,083,090,176,007,084,266,297,268,298
140,259,139,240,165,083,090,176,007,084,266,297,268,298
140,259,139,240,165,083,090,176,007,085,266,297,268,298
140,259,139,240,165,083,090,176,007,085,266,297,268,298
140,259,139,240,165,084,090,176,007,085,266,297,268,298
140,259,139,240,165,084,090,176,007,085,266,297,269,298
140,259,139,240,165,084,090,176,007,085,266,297,269,298
140,259,139,240,165,084,090,176,007,086,266,297,269,298
140,259,139,240,166,084,090,177,007,086,266,297,269,298
140,259,139,240,166,084,090,177,007,086,266,298,269,298
140,259,139,240,166,084,090,177,007,086,266,298,269,298
140,259,139,240,166,084,090,177,007,086,266,298,269,298
140,259,139,240,166,084,090,177,007,086,266,298,269,298
140,260,139,240,167,084,090,177,007,086,266,298,269,298
140,260,139,240,167,084,090,177,007,086,266,298,270,298
140,260,139,240,167,084,090,177,007,086,266,298,270,298
140,260,139,241,167,085,090,178,007,086,266,299,270,298
140,260,139,241,168,085,091,178,007,086,266,299,270,298
140,260,139,241,168,085,091,178,007,087,266,299,270,298
140,260,139,241,168,085,091,178,007,087,266,299,270,298
140,260,139,241,168,085,091,178,007,087,266,299,270,298
141,260,139,241,168,085,091,178,007,087,266,300,270,298
141,260,139,241,168,085,091,178,008,087,266,300,270,298
141,260,139,241,168,085,091,178,008,087,266,300,270,298
141,260,139,241,168,085,091,178,008,087,266,300,270,298
141,260,139,241,168,085,091,178,008,088,266,300,270,298
141,260,139,241,169,085,091,178,008,088,267,300,271,299
141,260,140,241,169,085,091,178,008,088,268,300,271,299
141,260,140,241,169,085,091,178,008,088,268,300,271,299
141,260,140,241,169,085,092,178,008,088,268,300,271,299
141,261,140,241,169,085,092,179,008,088,268,300,271,299
141,261,140,241,169,085,092,179,008,088,268,300,271,299
141,261,140,241,169,085,092,179,008,088,268,300,271,299
141,261,140,241,169,085,092,179,008,088,268,300,271,299
142,261,140,241,169,085,092,179,008,088,268,300,271,299
142,261,140,241,170,085,092,179,008,088,268,300,271,299
142,261,140,241,170,086,092,179,008,088,268,300,271,299
142,261,140,241,170,086,092,179,008,088,268,300,271,299
142,261,140,241,170,086,092,179,008,088,268,300,271,299
142,261,140,241,170,086,092,179,008,088,268,300,271,299
142,261,140,241,170,086,092,179,008,088,268,300,271,299
142,261,140,241,170,086,093,179,008,088,268,300,271,299
142,261,140,241,170,086,093,179,008,088,269,300,271,299
142,261,140,241,170,086,093,179,008,088,269,300,271,299
142,261,140,241,170,086,093,179,008,088,269,300,271,299
142,261,140,241,170,086,093,179,008,088,269,300,271,299
142,261,140,241,170,086,093,179,008,088,269,300,271,299
142,261,140,241,170,086,093,180,008,089,269,300,271,299
142,262,140,242,171,086,094,180,008,089,269,300,271,299
142,262,140,242,171,086,094,180,008,089,270,300,271,299
142,262,141,242,171,086,094,180,008,089,270,300,271,299
142,262,141,242,171,086,094,180,008,089,270,300,271,300
142,262,141,242,171,087,094,180,008,089,270,300,271,300
142,262,141,242,171,087,094,180,008,089,270,301,271,300
142,262,141,242,171,087,094,180,008,089,270,301,271,300
142,262,141,242,171,087,094,180,008,089,270,301,271,300
142,262,141,242,171,087,094,180,008,089,270,301,271,300
142,262,141,242,172,087,094,180,008,090,270,301,271,300
142,262,141,242,172,087,094,181,008,090,270,301,271,300
142,262,141,242,172,087,094,181,008,090,270,301,271,300
142,262,141,242,172,087,095,181,008,090,270,301,271,300
142,262,141,242,172,087,095,181,008,090,270,301,271,300
142,262,141,242,172,087,095,181,008,090,270,301,271,300
143,262,141,242,172,087,095,181,008,090,270,301,271,300
143,262,141,242,172,087,095,181,008,090,270,301,271,300
143,262,141,242,172,087,095,181,008,090,270,302,271,300
143,262,141,242,172,087,095,181,008,090,270,302,271,300
143,262,141,242,172,088,095,181,008,090,270,302,271,300
143,262,141,242,173,088,095,181,008,090,270,302,271,300
143,262,141,242,173,088,095,181,008,090,270,302,271,300
143,262,142,242,173,088,095,181,008,090,270,302,271,300
144,262,142,242,173,088,095,181,008,090,270,302,271,300
144,263,142,242,173,088,095,181,008,090,270,302,271,300
144,263,142,242,173,088,095,181,008,090,270,302,271,300
144,263,142,242,173,088,095,181,009,090,270,302,271,300
144,263,142,242,173,088,095,181,009,090,270,302,271,300
144,263,142,242,173,088,095,181,009,090,270,302,271,300
144,263,142,242,174,089,095,182,009,090,270,302,271,300
144,263,142,243,174,089,095,182,009,090,270,302,271,300
144,263,142,243,174,089,095,182,009,090,270,302,271,300
144,263,142,243,174,089,095,182,009,090,270,302,271,300
144,263,142,243,174,089,095,182,009,091,270,302,271,300
144,263,142,243,174,089,095,182,009,091,270,302,272,300
144,263,142,243,175,089,095,182,009,091,270,302,272,300
144,263,142,243,175,090,095,182,009,091,270,302,272,300
144,263,142,243,175,090,095,182,009,091,270,302,272,300
144,263,142,243,175,090,096,182,009,091,270,302,272,300
144,263,142,243,175,090,096,182,009,091,270,302,272,300
144,263,142,243,175,090,096,182,009,091,270,302,272,300
144,263,142,243,175,090,096,182,009,091,270,303,272,300
144,263,142,243,175,090,096,182,009,091,270,303,272,300
144,263,142,243,175,090,096,182,009,091,270,303,272,301
144,263,142,243,175,090,096,182,009,091,270,303,272,301
144,263,142,243,175,090,096,182,009,091,270,303,272,301
144,263,142,243,175,090,096,182,009,092,270,303,272,301
144,263,142,243,175,090,096,182,010,092,270,303,272,301
144,263,142,243,175,090,096,182,010,092,270,303,272,301
144,263,143,243,175,090,097,182,010,092,271,303,272,301
145,263,143,243,175,090,097,182,010,092,271,303,272,301
145,263,143,243,175,090,097,182,010,092,271,303,272,301
145,263,143,243,175,090,097,182,010,092,271,303,272,301
145,263,143,243,175,090,097,182,010,092,271,303,272,301
145,263,143,243,175,090,097,182,010,092,271,303,272,301
146,263,143,243,175,090,097,182,010,092,271,303,272,301
146,263,143,243,175,090,097,182,010,092,271,303,272,301
146,263,143,243,175,090,097,182,010,092,271,303,272,301
146,263,143,243,175,091,097,182,010,092,271,303,272,301
146,263,143,243,175,091,097,182,010,092,271,303,272,301
146,263,143,244,175,091,097,182,010,092,271,303,272,301
146,263,143,244,176,091,097,182,010,092,271,303,272,301
146,263,143,244,176,091,097,183,010,093,271,303,272,301
146,263,143,244,176,091,097,183,010,093,271,303,272,301
146,263,143,244,176,091,097,183,010,093,271,303,272,301
146,263,143,244,176,091,097,183,010,093,271,303,272,301
146,263,143,244,176,091,098,183,010,093,271,303,272,301
146,263,143,244,176,091,098,183,010,093,271,303,272,302
146,263,143,244,176,091,098,183,010,093,271,303,272,302
146,263,143,244,176,091,098,183,010,093,271,303,272,302
146,264,143,244,176,091,098,184,010,093,271,303,272,302
146,264,144,244,176,091,098,184,010,093,271,303,272,302
146,264,144,244,176,092,098,184,010,093,271,303,272,302
146,264,144,244,176,092,098,184,010,093,271,303,272,302
146,264,144,244,176,092,098,184,010,094,271,303,272,302
146,264,144,244,176,092,098,184,010,094,271,303,272,302
146,264,144,244,176,092,098,184,010,094,271,303,272,302
146,264,144,244,176,092,098,184,010,094,271,303,272,302
146,264,144,244,177,092,098,184,010,094,272,303,272,302
146,264,144,244,177,092,098,184,010,094,272,303,272,302
146,264,144,244,177,093,098,184,011,094,272,303,272,302
147,264,144,244,177,093,098,184,011,094,272,304,272,302
147,264,144,244,177,093,098,184,011,094,272,304,273,302
147,264,144,245,177,093,098,184,011,094,272,304,273,302
147,264,144,245,177,093,098,184,011,094,272,304,273,302
147,264,144,245,177,093,099,184,011,094,272,304,273,302
147,264,144,245,177,093,099,184,011,094,272,304,273,302
147,264,144,245,177,093,099,184,011,094,272,304,273,302
147,264,144,245,178,094,099,185,011,094,272,304,274,302
147,264,144,245,178,094,099,185,011,094,272,305,274,302
147,264,144,245,178,094,099,185,011,094,272,305,274,302
147,264,144,245,178,094,099,185,011,094,272,305,274,302
147,264,144,245,178,094,099,185,011,094,272,305,274,302
147,264,144,245,178,094,099,185,011,094,272,305,274,302
147,264,144,245,178,094,099,185,011,094,272,305,274,302
147,264,144,245,178,094,099,186,011,094,272,305,274,302
147,265,144,245,178,094,099,186,011,094,272,305,274,302
147,265,145,245,178,094,099,186,011,094,272,305,274,302
147,265,145,245,178,094,099,186,011,094,272,305,274,302
148,265,145,245,178,094,099,186,011,094,272,305,274,302
148,265,145,245,178,094,099,186,011,094,272,305,274,302
148,265,145,245,179,094,099,186,011,094,272,305,274,302
148,265,145,245,179,094,099,186,011,094,272,305,274,302
148,265,145,245,179,094,099,186,011,094,272,305,274,302
148,265,145,245,179,094,099,186,011,094,273,305,274,302
148,265,145,245,179,094,100,186,011,094,273,305,274,303
148,265,145,245,179,094,100,186,011,094,273,305,274,303
148,265,145,245,179,094,100,186,011,094,273,305,274,303
148,265,145,245,179,094,100,186,011,095,273,305,274,303
148,265,145,245,179,094,100,186,011,095,273,305,274,303
148,265,145,245,179,094,100,186,011,095,273,305,274,303
148,265,145,245,179,094,100,186,011,095,273,305,274,303
148,265,145,245,179,094,100,186,011,095,273,305,274,303
148,265,145,245,179,094,100,187,011,095,273,305,274,303
148,265,145,245,179,094,101,187,011,095,273,305,274,303
148,265,145,245,179,094,101,187,011,095,273,305,274,303
148,265,146,245,179,094,101,187,011,095,273,305,274,303
148,265,146,246,179,094,101,187,011,095,273,305,274,303
148,265,146,246,179,094,101,187,011,095,273,306,274,303
149,265,146,246,179,094,101,187,011,095,273,306,274,303
149,265,146,246,179,094,101,187,011,095,273,306,274,303
149,265,146,246,179,094,101,187,011,095,273,306,274,303
149,265,146,246,179,094,101,187,011,095,273,306,274,303
149,265,146,246,180,094,101,187,011,095,273,306,274,303
149,265,146,246,180,094,101,187,011,095,273,306,274,303
149,265,146,246,180,094,101,187,011,095,273,306,274,303
149,265,146,246,180,094,101,187,011,095,273,306,274,303
149,265,146,246,180,094,101,187,011,095,274,306,274,303
149,265,146,246,180,094,101,187,011,095,274,306,274,303
149,265,146,246,180,094,101,187,011,095,274,306,274,303
149,265,146,246,180,094,101,187,011,095,274,306,274,303
149,265,146,246,180,094,101,187,011,095,274,306,274,303
150,265,146,246,180,094,102,187,011,095,274,306,275,303
150,265,146,246,180,094,102,187,011,096,275,306,275,303
150,265,146,246,180,094,102,187,011,096,275,307,275,303
150,266,146,246,180,094,102,187,011,096,275,307,275,303
150,266,146,246,180,094,102,187,012,096,275,307,275,303
150,266,146,246,180,094,102,187,012,096,275,307,275,303
150,266,146,246,180,094,102,187,012,096,275,307,275,303
150,266,146,246,181,095,102,187,012,096,275,307,275,303
150,266,147,246,181,095,102,188,012,096,275,307,275,303
150,266,147,246,181,095,102,188,012,096,275,307,275,303
150,266,147,246,181,095,102,188,012,097,275,307,275,303
150,266,147,246,181,095,102,188,012,097,275,307,275,303
