Wild Fall Chinook,Hatchery Fall Chinook,Wild Sockeye,Wild Coho,Hatchery Coho
272,263,277,294,290
272,263,277,294,290
272,263,277,294,290
272,263,277,294,290
272,263,277,295,290
272,263,277,295,290
272,263,277,295,290
272,263,277,295,290
272,263,277,295,290
272,263,277,295,290
272,263,277,295,290
272,263,277,295,290
272,263,277,295,290
272,263,277,295,290
272,263,277,295,291
272,263,277,295,291
272,263,277,295,291
272,263,277,295,291
272,263,277,295,291
272,263,277,295,291
272,263,277,295,291
272,263,277,295,291
272,263,277,295,291
272,263,277,295,291
272,263,277,295,291
272,264,277,295,291
272,264,277,295,291
272,264,277,295,291
273,264,277,295,291
273,264,277,295,291
273,264,277,295,291
273,264,277,295,291
273,264,277,295,291
273,265,277,295,291
273,265,277,295,291
273,265,277,295,291
273,265,277,295,291
273,265,277,295,291
273,265,277,295,291
273,265,277,295,291
273,265,277,295,291
273,265,277,295,291
273,265,277,295,291
273,265,277,295,291
273,265,277,295,291
273,265,277,295,291
273,265,277,295,291
273,265,277,295,291
273,265,277,295,291
273,265,277,295,291
273,265,277,295,291
273,265,277,295,291
273,265,277,295,291
273,265,277,295,291
273,265,277,295,291
273,265,278,295,291
273,265,278,295,291
273,265,278,295,291
273,265,278,295,291
273,265,278,295,291
273,265,278,295,291
273,265,278,295,291
273,265,278,295,291
273,265,278,295,291
273,265,278,295,291
273,265,278,295,291
273,265,278,296,291
273,265,278,296,291
273,265,278,296,291
273,265,278,296,291
273,265,278,296,291
273,265,278,296,291
273,265,278,296,291
273,265,278,296,291
273,265,278,296,291
273,265,278,296,291
273,265,278,296,291
273,266,278,296,291
273,266,278,296,291
273,266,278,296,291
273,266,278,296,291
273,266,278,296,291
273,266,278,296,291
273,266,278,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,280,296,291
273,266,281,296,293
273,266,281,296,293
273,266,281,296,293
273,266,281,296,293
273,266,281,296,293
273,266,281,296,293
273,266,281,296,293
273,266,281,296,293
273,266,281,296,293
273,266,281,296,293
273,266,281,296,293
273,266,281,296,293
273,266,281,296,293
273,266,281,296,293
273,266,281,297,293
273,266,281,297,293
273,266,281,297,293
273,266,281,297,293
273,266,281,297,293
273,266,281,297,293
273,266,281,297,293
273,266,281,297,293
273,266,281,297,293
273,266,281,297,293
273,266,281,297,293
273,266,281,297,293
273,266,281,297,293
273,267,281,297,293
273,267,281,297,293
273,267,281,297,293
273,267,281,297,293
273,267,281,297,293
273,267,281,297,293
273,267,281,298,293
273,267,281,298,293
273,267,281,298,293
273,267,281,298,293
273,267,281,298,293
273,267,281,298,293
273,267,281,298,293
273,267,281,298,293
273,267,281,298,293
273,267,281,298,293
273,267,281,298,293
273,267,281,298,293
273,267,281,298,293
273,267,281,298,293
273,267,281,298,293
273,267,281,298,293
273,267,281,304,293
273,267,281,304,293
273,267,281,304,293
273,267,281,304,293
273,267,281,304,293
273,267,281,304,293
273,267,281,304,293
276,267,281,304,293
276,267,281,304,293
276,267,281,304,293
276,267,281,304,293
276,267,281,304,293
276,267,281,304,293
276,267,281,304,293
276,267,281,304,293
276,267,281,304,293
276,267,281,304,293
277,267,281,304,293
277,267,281,304,293
277,267,281,304,293
277,267,281,304,293
277,267,281,305,293
277,267,281,305,293
277,267,281,305,294
277,267,281,305,294
277,267,281,305,294
277,267,281,305,294
277,267,281,305,294
277,267,281,305,294
277,267,281,305,294
277,267,281,305,294
277,267,281,305,294
277,267,281,305,294
277,267,281,305,294
277,267,281,305,294
277,267,281,305,294
277,267,281,305,294
277,267,281,305,294
277,267,283,305,294
277,267,283,305,294
277,267,283,305,294
277,267,283,305,294
277,267,283,305,294
277,267,283,305,294
277,267,283,305,294
277,267,283,305,294
277,267,283,305,294
277,267,283,305,294
277,267,283,305,294
277,267,283,305,294
277,267,283,305,294
277,267,283,305,294
277,267,283,305,294
277,267,283,305,294
277,267,283,305,294
277,267,283,305,294
277,267,284,305,294
277,267,284,305,294
277,267,284,305,294
277,267,284,305,294
277,267,284,305,294
277,267,284,305,294
277,267,284,305,294
277,267,284,305,294
277,267,284,305,294
277,267,284,305,294
277,267,284,305,294
277,267,284,305,294
277,267,284,305,294
277,267,284,305,294
277,267,284,305,294
277,267,284,305,294
277,267,284,305,294
277,267,284,310,294
277,267,284,310,294
277,267,284,310,294
277,267,284,310,294
277,267,284,310,294
277,267,284,310,294
277,267,284,310,294
277,267,284,310,294
277,267,284,310,294
277,267,284,310,294
277,267,284,310,294
277,267,284,310,294
277,267,284,310,294
277,267,284,310,294
277,267,284,310,294
277,267,284,310,294
277,267,284,310,294
277,267,285,310,294
278,267,285,310,294
278,267,285,310,294
278,267,285,310,294
278,267,285,310,294
278,267,285,310,294
278,267,285,310,294
278,267,285,310,295
278,267,285,310,295
278,267,285,310,295
278,267,285,310,295
279,267,285,310,295
279,267,285,310,295
279,267,285,310,295
279,267,285,310,295
279,267,286,310,295
279,267,286,310,295
279,267,286,310,295
279,267,286,310,295
279,267,286,310,295
279,267,286,310,295
279,267,286,310,295
279,268,286,310,295
279,268,286,310,295
279,268,286,310,295
279,268,286,310,295
279,268,286,310,295
279,268,286,310,295
279,268,286,310,295
279,268,286,310,295
279,268,286,310,295
279,268,286,310,295
281,268,286,310,295
281,268,286,310,295
281,268,286,310,295
281,268,286,310,295
281,268,286,310,295
281,268,286,310,295
281,268,286,310,295
281,268,286,310,295
281,268,286,310,295
281,268,286,310,295
281,268,286,310,295
281,268,286,310,295
281,268,286,310,295
281,268,286,310,295
281,268,286,311,295
282,268,286,311,295
282,268,286,311,295
282,268,286,311,295
282,268,286,313,295
282,268,286,313,295
282,268,286,313,295
282,268,286,313,295
282,268,286,313,295
282,268,286,313,295
282,268,286,313,295
282,268,286,313,295
282,268,286,313,295
282,268,286,313,295
282,268,286,313,295
282,268,286,313,295
282,268,287,313,295
282,268,287,313,295
282,268,287,313,296
282,268,287,313,296
282,268,287,313,296
282,268,287,313,296
282,268,287,313,296
282,268,287,313,296
282,268,287,313,296
282,268,287,313,296
282,268,287,313,296
282,268,287,313,296
282,268,287,313,296
282,268,287,313,296
282,268,287,313,296
282,268,287,313,296
282,268,287,313,296
282,268,287,313,296
282,268,287,313,296
282,268,287,313,296
282,268,287,313,296
282,269,287,313,296
282,269,287,313,296
282,269,287,313,296
282,270,287,313,296
282,270,287,313,296
282,270,287,313,296
282,270,287,313,296
282,270,287,313,296
284,270,287,313,296
284,270,287,313,296
284,270,287,313,296
284,270,287,313,296
284,270,288,313,296
284,270,288,313,296
284,270,288,313,296
284,270,288,313,296
284,270,288,313,296
284,270,288,314,296
284,270,288,314,296
284,270,288,314,296
284,270,288,314,296
284,270,288,314,296
284,270,288,314,296
284,270,288,314,296
284,270,288,314,296
284,270,288,314,296
284,270,288,314,296
284,270,288,314,296
285,270,288,314,296
285,270,288,314,296
285,270,288,314,296
285,270,290,314,296
285,270,290,314,296
285,270,290,314,296
285,270,290,314,296
285,270,290,314,296
286,270,290,314,296
286,270,290,314,296
286,270,290,314,296
286,270,290,314,296
286,270,290,314,296
286,270,290,314,296
286,270,290,314,296
286,270,290,314,296
286,270,290,314,296
286,270,290,314,296
286,270,290,314,296
286,270,290,314,296
286,270,290,314,296
286,270,290,314,296
286,270,290,314,296
286,270,290,314,296
286,270,290,314,296
286,270,290,314,296
286,270,290,314,296
286,270,290,314,296
286,270,290,314,296
286,270,290,314,296
286,270,290,314,296
286,270,290,314,296
286,270,290,314,296
286,270,291,314,296
286,270,291,314,296
286,270,291,314,296
286,270,291,314,296
286,270,291,314,296
286,270,291,314,296
286,270,291,314,296
286,270,291,314,296
286,270,291,314,296
286,270,291,314,296
286,270,291,315,296
286,270,291,315,296
286,270,291,315,296
286,270,291,315,296
286,270,291,315,296
286,270,291,315,296
286,270,291,315,296
286,270,291,315,296
286,270,291,315,296
286,270,291,315,296
286,270,291,315,296
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,291,315,297
286,270,292,315,297
286,270,292,315,297
286,270,292,315,297
286,270,292,315,297
286,270,292,317,297
286,270,292,320,297
286,271,294,320,297
287,271,294,320,297
287,271,294,320,297
287,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,271,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,272,294,320,297
290,273,294,320,297
290,273,294,320,297
290,273,294,320,297
290,273,294,320,297
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,320,298
290,273,294,321,298
290,273,294,321,298
290,273,294,321,298
290,273,294,321,298
290,273,294,321,298
290,273,294,321,298
290,273,294,321,298
290,273,294,321,298
291,273,294,321,298
293,273,294,321,298
293,273,294,321,298
293,273,294,321,298
296,273,294,321,298
296,273,294,321,298
296,273,294,321,298
298,273,294,322,298
298,273,294,322,298
298,273,294,322,298
298,273,294,322,298
298,273,294,323,298
298,273,294,323,298
298,273,294,323,298
298,273,294,323,298
298,273,294,323,298
298,273,294,323,298
298,273,294,323,298
298,273,294,323,298
305,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,323,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,334,298
323,273,294,,298
323,273,294,,299
323,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,299
,273,294,,301
,273,294,,301
,273,294,,301
,273,294,,301
,273,294,,301
,273,294,,301
,273,294,,301
,273,294,,301
,273,294,,301
,273,294,,301
,273,294,,301
,273,294,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,301
,273,295,,302
,273,295,,302
,273,295,,302
,273,295,,302
,273,295,,302
,273,295,,302
,273,295,,302
,273,295,,302
,273,295,,302
,273,295,,302
,273,295,,302
,273,295,,302
,273,295,,302
,273,295,,302
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,295,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,303
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,296,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,297,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,304
,273,299,,305
,273,299,,305
,273,299,,305
,273,299,,305
,273,299,,305
,273,299,,305
,273,299,,305
,273,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,299,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,300,,305
,274,301,,305
,274,301,,305
,274,301,,305
,274,301,,305
,274,301,,305
,274,301,,305
,274,302,,306
,274,302,,306
,274,302,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,306
,274,304,,307
,274,304,,307
,274,304,,307
,274,304,,307
,274,304,,307
,274,304,,307
,274,304,,307
,274,304,,307
,274,304,,307
,274,304,,307
,274,304,,307
,274,304,,307
,274,304,,307
,274,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
,275,304,,307
