Wild Spring Chinook,Wild Fall Chinook,Hatchery Spring Chinook,Hatchery Fall Chinook,Wild Summer Steelhead,Wild Winter Steelhead,Wild Winter-Late Steelhead,Hatchery Summer Steelhead,Hatchery Winter Steelhead,Hatchery Winter-Late Steelhead,Wild Sockeye,Unknown Sockeye,Wild Type N Coho,Hatchery Type N Coho,Wild Chum,Wild Pink
210,306,175,283,,355,106,223,354,114,264,,320,306,300,
210,306,175,283,,355,106,223,354,114,264,,320,306,300,
210,306,175,283,,355,106,223,354,114,265,,320,306,300,
210,306,175,283,,355,106,223,354,114,265,,320,306,300,
210,306,176,283,,355,106,223,354,114,265,,320,306,300,
210,306,176,283,,355,106,223,354,114,265,,320,306,300,
210,307,176,283,,355,106,223,354,114,265,,320,306,300,
210,307,176,283,,355,106,223,354,114,266,,320,306,300,
210,307,176,283,,355,106,223,354,114,266,,320,306,300,
210,308,176,283,,355,106,223,354,114,266,,320,306,300,
210,308,176,283,,355,106,223,354,114,266,,320,306,300,
210,308,176,284,,355,106,223,354,114,266,,320,306,301,
211,308,176,284,,355,106,223,354,114,267,,320,306,301,
211,308,176,284,,355,106,223,354,114,267,,320,306,301,
211,308,176,284,,355,106,223,354,114,267,,320,306,301,
211,309,176,284,,355,106,223,355,114,267,,320,306,301,
211,309,176,284,,355,106,223,355,114,267,,320,307,301,
211,309,176,284,,355,106,223,355,114,269,,320,307,301,
211,309,176,284,,355,106,223,355,114,269,,320,307,301,
211,309,176,284,,355,106,224,355,114,269,,320,307,301,
211,309,176,284,,355,106,224,355,114,269,,320,307,301,
211,309,176,284,,355,106,224,355,114,269,,320,307,301,
211,309,176,284,,355,106,224,355,114,270,,320,307,301,
212,310,176,284,,355,106,224,355,114,270,,320,307,301,
212,310,177,284,,355,106,224,355,114,270,,320,307,301,
212,310,177,284,,355,106,224,355,114,270,,320,307,303,
212,310,177,284,,356,106,224,355,115,270,,320,307,303,
212,311,177,284,,356,106,224,355,115,270,,320,307,303,
212,311,177,284,,356,107,224,355,115,270,,320,307,303,
212,311,177,284,,356,107,224,355,115,270,,320,307,303,
212,312,177,284,,356,107,224,355,115,270,,320,307,303,
212,312,177,284,,356,107,224,355,115,273,,321,307,303,
212,312,177,284,,356,107,224,355,115,273,,321,307,303,
212,313,177,284,,356,107,224,355,115,273,,321,307,303,
213,313,177,284,,356,107,224,355,115,273,,321,307,303,
213,313,177,284,,356,107,224,355,115,273,,321,307,303,
213,313,177,284,,356,107,224,355,115,276,,321,307,303,
213,313,177,284,,356,107,224,355,115,276,,321,307,303,
213,314,177,284,,356,107,224,355,115,276,,321,307,303,
213,314,177,284,,356,107,224,355,115,276,,321,307,303,
213,315,177,284,,356,107,224,355,115,276,,321,307,303,
214,316,177,284,,356,107,224,355,115,277,,321,307,303,
214,316,177,284,,356,107,224,355,115,277,,321,307,303,
214,316,177,284,,356,107,224,355,115,277,,321,307,303,
214,317,178,284,,356,107,224,355,115,277,,321,307,303,
214,317,178,284,,356,107,225,355,115,277,,321,307,303,
214,318,178,284,,356,107,225,355,115,277,,321,307,303,
214,318,178,284,,357,107,225,355,115,277,,321,308,303,
214,319,178,284,,357,107,225,356,115,277,,321,308,303,
214,319,178,284,,357,107,225,356,115,277,,321,308,303,
214,320,178,284,,357,107,225,356,115,277,,321,308,303,
214,320,178,284,,357,107,225,356,115,277,,321,308,303,
214,320,178,284,,357,107,225,356,115,277,,321,308,303,
214,320,178,285,,357,107,225,356,115,277,,321,308,303,
214,321,178,285,,357,107,225,356,115,277,,321,308,303,
215,322,178,285,,357,108,225,356,115,277,,321,308,303,
215,323,178,285,,357,108,225,356,115,277,,321,308,303,
215,324,178,285,,357,108,225,356,115,277,,321,308,303,
215,324,178,285,,357,108,225,356,115,278,,321,308,303,
215,324,178,285,,357,108,225,356,115,278,,321,308,303,
215,324,179,285,,357,108,225,356,115,278,,321,308,303,
215,324,179,285,,357,108,225,356,115,278,,321,308,303,
215,324,179,285,,357,108,225,356,115,278,,321,308,303,
215,327,179,285,,357,108,225,356,115,282,,322,308,303,
216,327,179,285,,357,108,225,356,115,282,,322,308,303,
216,327,179,285,,357,108,225,356,115,282,,322,308,303,
216,328,179,285,,357,108,225,356,115,282,,322,308,303,
216,365,179,285,,357,108,225,356,115,282,,322,308,303,
216,,179,285,,357,108,225,356,115,282,,322,308,303,
216,,179,285,,357,108,225,356,115,282,,322,308,303,
216,,179,285,,357,108,225,356,115,286,,322,308,303,
216,,179,285,,357,108,225,356,115,286,,322,308,303,
217,,179,285,,357,108,225,356,115,286,,322,308,303,
217,,179,285,,357,108,225,356,115,286,,322,308,303,
217,,179,285,,358,108,226,356,115,286,,322,308,303,
217,,179,285,,358,108,226,356,115,288,,322,308,303,
217,,179,285,,358,108,226,356,115,288,,322,308,303,
218,,179,285,,358,108,226,356,115,288,,322,308,303,
218,,179,285,,358,108,226,356,115,288,,322,308,303,
218,,180,285,,358,108,226,356,115,288,,322,308,303,
218,,180,285,,358,108,226,356,115,288,,322,308,303,
219,,180,285,,358,108,226,356,115,288,,322,308,303,
219,,180,285,,358,108,226,356,116,288,,322,308,303,
219,,180,285,,358,108,226,356,116,288,,322,308,303,
219,,180,285,,358,109,226,356,116,288,,322,309,303,
219,,180,285,,358,109,226,356,116,288,,322,309,303,
219,,180,285,,358,109,226,356,116,288,,322,309,303,
219,,180,285,,358,109,226,356,116,288,,322,309,303,
219,,180,285,,358,109,226,356,116,288,,322,309,305,
219,,180,285,,358,109,226,356,116,288,,322,309,305,
219,,180,285,,358,109,226,356,116,288,,322,309,305,
219,,180,285,,358,109,226,356,116,291,,322,309,305,
219,,180,285,,358,109,226,356,116,291,,322,309,305,
220,,180,285,,358,109,226,356,116,291,,322,309,305,
220,,180,285,,358,109,226,356,116,291,,322,309,305,
220,,181,285,,358,109,226,357,116,291,,322,309,305,
220,,181,285,,358,109,226,357,116,291,,322,309,305,
221,,181,285,,359,109,226,357,116,291,,322,309,305,
221,,181,285,,359,109,227,357,116,291,,322,309,305,
221,,181,286,,359,109,227,357,116,291,,322,309,305,
221,,181,286,,359,109,227,357,116,291,,323,309,305,
221,,181,286,,359,109,227,357,116,292,,323,309,305,
221,,181,286,,360,109,227,357,116,292,,323,309,305,
221,,181,286,,360,109,227,357,116,292,,323,309,305,
221,,181,286,,360,109,227,357,116,292,,323,309,305,
221,,181,286,,360,109,227,357,116,292,,323,309,307,
222,,181,286,,360,109,227,357,116,292,,323,309,307,
222,,181,286,,360,109,227,357,116,292,,323,309,307,
222,,181,286,,360,109,227,357,116,294,,323,309,307,
222,,181,286,,360,109,227,357,116,294,,323,309,307,
222,,181,286,,360,109,227,357,116,294,,323,309,307,
223,,181,286,,360,110,227,357,116,294,,323,309,307,
223,,182,286,,360,110,227,357,116,294,,323,310,307,
223,,182,286,,360,110,227,357,116,294,,323,310,307,
223,,182,286,,360,110,227,357,116,294,,323,310,307,
224,,182,286,,360,110,227,357,116,296,,323,310,307,
224,,182,286,,360,110,227,357,116,296,,323,310,307,
224,,182,286,,360,110,228,357,116,296,,323,310,307,
224,,182,286,,360,110,228,357,116,296,,323,310,307,
224,,182,286,,360,110,228,357,116,296,,323,310,307,
224,,182,286,,360,110,228,357,116,296,,323,310,307,
224,,182,286,,360,110,228,357,116,296,,323,310,307,
224,,182,286,,360,110,228,358,117,299,,323,310,308,
224,,182,286,,360,110,228,358,117,299,,323,310,308,
224,,182,286,,360,110,228,358,117,299,,323,310,308,
224,,182,286,,360,110,228,358,117,299,,323,310,308,
225,,182,286,,360,110,228,358,117,299,,323,310,308,
225,,182,286,,360,110,228,358,117,299,,323,310,308,
225,,182,286,,360,110,228,358,117,299,,323,310,308,
225,,182,286,,360,110,228,358,117,303,,323,310,308,
225,,182,286,,360,110,228,358,117,303,,323,310,309,
225,,182,286,,360,110,228,358,117,303,,323,310,309,
225,,183,286,,360,110,228,358,117,303,,323,310,309,
225,,183,286,,360,110,229,358,117,303,,323,310,309,
225,,183,286,,360,110,229,358,117,303,,324,310,309,
225,,183,286,,360,110,229,358,117,303,,324,310,309,
225,,183,286,,360,110,229,358,117,306,,324,310,309,
226,,183,286,,360,110,229,358,117,306,,324,310,309,
226,,183,286,,360,110,229,358,117,306,,324,310,309,
226,,183,286,,360,110,229,358,117,306,,324,310,309,
226,,183,286,,360,110,229,359,117,306,,324,311,309,
226,,183,286,,360,110,229,359,117,306,,324,311,309,
226,,183,286,,360,110,229,359,117,306,,324,311,309,
226,,183,286,,360,111,229,360,117,308,,324,311,309,
226,,183,286,,360,111,229,360,117,308,,324,311,309,
226,,183,286,,360,111,229,360,117,308,,324,311,309,
226,,183,286,,361,111,229,360,117,308,,324,311,309,
226,,183,286,,361,111,229,360,117,308,,324,311,309,
227,,183,286,,361,111,229,360,117,308,,324,311,309,
227,,184,286,,361,111,229,360,117,308,,324,311,309,
227,,184,286,,361,111,229,360,117,308,,324,311,309,
227,,184,287,,361,111,229,360,117,308,,324,311,309,
227,,184,287,,361,111,229,360,117,308,,324,311,309,
227,,184,287,,361,111,229,360,117,308,,324,311,309,
227,,184,287,,361,111,230,360,117,308,,324,311,309,
227,,184,287,,361,111,230,360,117,308,,324,311,309,
227,,184,287,,361,111,230,360,117,308,,324,311,309,
228,,184,287,,361,111,230,360,117,310,,324,311,310,
228,,184,287,,361,111,230,360,117,310,,324,311,310,
228,,184,287,,361,111,230,360,117,310,,324,311,310,
228,,184,287,,361,111,230,360,117,310,,324,311,310,
228,,184,287,,361,111,230,360,117,310,,324,311,310,
228,,185,287,,361,111,230,360,117,310,,324,311,310,
228,,185,287,,361,111,230,360,117,310,,324,311,310,
228,,185,287,,361,112,230,360,117,322,,324,311,310,
229,,186,287,,361,112,230,360,117,322,,324,311,310,
229,,186,287,,361,112,230,360,117,322,,325,312,310,
229,,186,287,,361,112,230,360,117,322,,325,312,310,
229,,186,287,,361,112,230,360,117,322,,325,312,310,
229,,186,287,,361,112,231,360,117,322,,325,312,310,
229,,186,287,,361,112,231,360,117,322,,325,312,310,
229,,186,287,,361,112,231,360,117,323,,325,312,310,
229,,186,287,,361,112,231,360,117,323,,325,312,310,
230,,186,287,,361,112,231,360,117,323,,325,312,310,
230,,186,287,,361,112,231,360,117,323,,325,312,310,
230,,186,287,,361,112,231,360,117,323,,325,312,310,
230,,186,287,,361,112,231,360,117,323,,325,312,310,
231,,186,287,,361,112,231,360,118,323,,325,312,310,
231,,186,287,,361,112,231,360,118,,,325,312,310,
231,,186,287,,361,112,231,360,118,,,325,312,310,
231,,186,287,,361,112,231,361,118,,,325,312,310,
231,,186,287,,361,112,231,361,118,,,325,312,310,
231,,186,287,,361,112,231,361,118,,,325,312,310,
231,,187,287,,361,112,231,361,118,,,325,312,310,
232,,187,287,,361,112,231,361,118,,,325,312,310,
232,,187,287,,361,113,231,361,118,,,325,312,310,
232,,187,287,,361,113,231,361,118,,,325,312,310,
232,,187,287,,361,113,231,361,118,,,325,312,310,
232,,187,287,,361,113,231,361,118,,,325,312,310,
232,,187,287,,361,113,231,361,118,,,325,312,310,
232,,187,287,,361,113,231,361,118,,,326,313,310,
233,,187,287,,361,113,231,361,118,,,326,313,310,
233,,187,287,,361,113,231,361,118,,,326,313,310,
233,,187,287,,361,113,232,361,118,,,326,313,310,
233,,187,287,,361,113,232,361,118,,,326,313,310,
233,,187,287,,361,113,232,361,118,,,326,313,310,
233,,187,287,,361,113,232,361,118,,,326,313,310,
233,,187,287,,361,113,232,361,118,,,326,313,310,
233,,187,288,,361,113,232,361,118,,,326,313,310,
233,,187,288,,361,113,232,361,118,,,326,313,310,
234,,187,288,,362,113,232,361,118,,,326,313,310,
234,,187,288,,362,113,232,361,118,,,326,313,310,
234,,187,288,,362,113,232,361,118,,,326,313,310,
234,,187,288,,362,114,232,361,118,,,326,313,310,
234,,187,288,,362,114,232,361,119,,,326,313,310,
234,,188,288,,362,114,232,361,119,,,326,313,310,
234,,188,288,,362,114,233,361,119,,,326,313,310,
235,,188,288,,362,114,233,361,119,,,326,313,310,
235,,188,288,,362,114,233,361,119,,,326,313,310,
235,,188,288,,362,114,233,361,119,,,326,313,310,
235,,188,288,,362,114,233,361,119,,,326,313,310,
235,,188,288,,362,114,233,361,119,,,326,313,310,
235,,188,288,,362,114,233,361,119,,,326,313,310,
235,,188,288,,362,114,233,361,119,,,326,313,310,
235,,188,288,,362,114,233,361,119,,,326,313,310,
236,,188,288,,362,114,233,361,119,,,327,313,310,
236,,188,288,,362,114,233,361,119,,,327,313,310,
236,,188,288,,362,114,233,361,119,,,327,313,310,
236,,188,288,,362,114,233,361,119,,,327,314,310,
236,,188,288,,362,114,233,361,119,,,327,314,310,
236,,188,288,,362,114,233,361,119,,,327,314,310,
236,,188,288,,362,114,233,361,119,,,327,314,310,
236,,188,288,,362,114,233,362,119,,,327,314,310,
236,,188,288,,362,114,233,362,119,,,327,314,310,
237,,188,288,,362,114,233,362,119,,,327,314,310,
237,,188,288,,362,114,233,362,119,,,327,314,310,
237,,188,288,,362,114,233,362,119,,,327,314,310,
237,,188,288,,362,114,233,362,119,,,327,314,310,
237,,188,288,,362,114,233,362,119,,,327,314,310,
237,,188,288,,362,114,233,362,119,,,327,314,310,
237,,188,288,,362,114,233,362,119,,,327,314,310,
237,,188,288,,362,114,234,362,119,,,327,314,310,
237,,189,288,,362,114,234,362,120,,,327,314,310,
238,,189,288,,362,114,234,362,120,,,327,314,310,
238,,189,288,,362,114,234,362,120,,,327,314,310,
238,,189,288,,362,115,234,362,120,,,327,314,310,
238,,189,288,,362,115,234,362,120,,,328,314,310,
238,,189,288,,362,115,234,362,120,,,328,314,310,
238,,189,288,,362,115,234,362,120,,,328,314,310,
238,,189,288,,362,115,234,362,120,,,328,314,310,
238,,189,288,,362,115,234,362,120,,,328,314,310,
238,,189,288,,362,115,234,362,120,,,328,314,312,
238,,189,289,,362,115,234,362,120,,,328,314,312,
238,,189,289,,362,115,235,362,120,,,328,314,312,
239,,189,289,,362,115,235,362,120,,,328,315,312,
239,,189,289,,362,115,235,362,120,,,328,315,312,
239,,189,289,,362,115,235,362,120,,,328,315,312,
239,,189,289,,362,115,235,362,120,,,328,315,312,
239,,189,289,,362,115,235,362,120,,,328,315,312,
239,,189,289,,362,115,235,362,120,,,328,315,312,
240,,189,289,,362,115,235,362,120,,,328,315,312,
240,,189,289,,362,115,235,362,120,,,329,315,312,
240,,189,289,,362,115,235,363,120,,,329,315,312,
240,,190,289,,362,115,236,363,120,,,329,315,312,
240,,190,289,,362,115,236,363,120,,,329,315,312,
240,,190,289,,362,115,236,363,120,,,329,315,312,
240,,190,289,,362,115,236,363,120,,,329,315,312,
240,,190,289,,363,115,236,363,120,,,329,315,312,
240,,190,289,,363,115,236,363,120,,,329,315,312,
240,,190,289,,363,115,236,363,120,,,329,315,312,
240,,190,289,,363,115,236,363,120,,,329,315,312,
240,,190,289,,363,115,236,363,120,,,329,316,312,
240,,190,289,,363,115,236,363,120,,,329,316,312,
240,,190,289,,363,115,237,363,121,,,329,316,312,
240,,190,289,,363,115,237,363,121,,,329,316,312,
241,,190,289,,363,115,237,363,121,,,329,316,312,
241,,190,289,,363,115,237,363,121,,,329,316,312,
241,,190,289,,363,115,237,363,121,,,329,316,312,
241,,190,289,,363,115,237,363,121,,,329,316,312,
241,,190,289,,363,115,237,363,121,,,329,316,312,
241,,191,289,,363,116,237,363,121,,,330,316,312,
241,,191,289,,363,116,237,363,121,,,330,316,312,
242,,191,289,,363,116,237,363,121,,,330,316,312,
242,,191,289,,363,116,237,363,121,,,330,316,312,
242,,191,289,,363,116,237,363,121,,,330,316,312,
242,,191,289,,363,116,237,363,121,,,330,316,312,
242,,191,289,,363,116,238,363,121,,,330,316,312,
242,,191,289,,363,116,238,363,121,,,330,316,312,
242,,191,289,,363,116,238,363,121,,,330,316,312,
242,,191,289,,363,116,238,363,121,,,330,316,312,
242,,191,289,,363,116,238,363,121,,,330,316,312,
242,,191,289,,363,116,238,363,121,,,330,316,312,
242,,191,289,,363,116,238,363,121,,,330,316,312,
242,,191,289,,363,116,238,363,121,,,330,316,312,
242,,191,289,,363,116,238,363,121,,,330,316,312,
243,,191,289,,363,116,238,363,121,,,331,316,312,
243,,191,289,,363,116,238,363,121,,,331,316,313,
243,,191,289,,363,116,238,364,121,,,331,317,313,
243,,191,290,,363,116,238,364,121,,,331,317,313,
243,,191,290,,363,116,238,364,121,,,331,317,313,
243,,191,290,,363,116,238,364,121,,,331,317,313,
244,,192,290,,363,117,238,364,121,,,331,317,313,
244,,192,290,,363,117,238,364,121,,,331,317,313,
244,,192,290,,363,117,238,364,122,,,331,317,313,
244,,192,290,,363,117,238,364,122,,,331,317,313,
244,,192,290,,363,117,238,364,122,,,331,317,313,
244,,192,290,,363,117,238,364,122,,,331,317,313,
244,,192,290,,363,117,238,364,122,,,331,317,313,
244,,192,290,,363,117,239,364,122,,,331,317,313,
244,,192,290,,363,117,239,364,122,,,331,317,313,
244,,192,290,,363,117,239,364,122,,,331,317,313,
244,,192,290,,363,117,239,364,122,,,332,317,313,
244,,192,290,,363,117,239,364,122,,,332,317,313,
244,,192,290,,363,117,239,364,122,,,332,317,313,
245,,192,290,,364,117,239,364,122,,,332,317,313,
245,,192,290,,364,117,239,364,122,,,332,317,313,
245,,192,290,,364,117,239,364,122,,,332,317,313,
245,,192,290,,364,117,240,364,122,,,332,317,313,
245,,192,290,,364,117,240,364,122,,,332,317,313,
245,,192,290,,364,117,240,364,122,,,332,317,313,
245,,192,290,,364,117,240,364,122,,,332,317,313,
245,,193,290,,364,117,240,364,122,,,332,317,313,
245,,193,290,,364,117,240,364,122,,,332,317,313,
246,,193,290,,364,118,240,364,122,,,332,317,313,
246,,193,290,,364,118,240,364,123,,,332,317,316,
246,,193,290,,364,118,240,364,123,,,332,317,316,
246,,193,290,,364,118,240,364,123,,,332,318,316,
246,,193,290,,364,118,240,364,123,,,332,318,316,
246,,193,290,,364,118,240,364,123,,,333,318,316,
246,,193,290,,364,118,240,364,123,,,333,318,316,
246,,193,290,,364,118,240,364,123,,,333,318,316,
246,,193,290,,364,118,241,364,123,,,333,318,316,
246,,193,290,,364,118,241,364,123,,,333,318,316,
246,,193,290,,364,118,241,364,123,,,333,318,316,
246,,193,290,,364,118,241,364,123,,,333,318,317,
246,,193,290,,364,119,241,364,123,,,333,318,317,
246,,193,290,,364,119,241,364,123,,,333,318,317,
246,,193,290,,364,119,241,364,123,,,333,318,317,
246,,193,290,,364,119,241,364,123,,,333,318,317,
246,,193,290,,364,119,241,364,123,,,333,318,317,
246,,194,290,,364,119,241,364,123,,,333,318,317,
247,,194,290,,364,119,241,364,123,,,333,318,317,
247,,194,291,,364,119,241,365,123,,,333,318,317,
247,,194,291,,364,119,241,365,123,,,333,318,317,
247,,194,291,,364,119,241,365,123,,,333,318,317,
247,,194,291,,364,119,242,365,124,,,333,318,317,
248,,194,291,,364,119,242,365,124,,,333,318,317,
248,,194,291,,364,119,242,365,124,,,333,318,317,
248,,194,291,,364,119,242,365,124,,,333,318,317,
248,,194,291,,364,119,242,365,124,,,334,318,317,
248,,194,291,,364,119,242,365,124,,,334,318,317,
248,,194,291,,365,119,242,365,124,,,334,318,317,
248,,194,291,,365,119,242,365,124,,,334,318,317,
248,,194,291,,365,120,243,365,124,,,334,318,317,
249,,194,291,,365,120,243,365,124,,,334,318,317,
249,,194,291,,365,120,243,365,124,,,334,319,317,
249,,195,291,,365,120,243,365,124,,,334,319,317,
249,,195,291,,365,120,243,365,124,,,334,319,317,
250,,195,291,,365,120,243,365,124,,,334,319,317,
250,,195,291,,365,120,243,365,124,,,334,319,317,
251,,195,291,,365,120,243,365,124,,,334,319,317,
251,,195,291,,365,120,243,365,124,,,334,319,317,
251,,195,291,,366,120,244,365,124,,,334,319,317,
251,,195,291,,366,120,244,366,124,,,334,319,317,
251,,195,291,,366,120,244,366,124,,,334,319,317,
251,,195,291,,366,120,244,366,124,,,334,319,317,
251,,195,291,,366,120,244,366,124,,,334,319,317,
251,,195,291,,366,120,244,366,124,,,334,319,317,
251,,195,291,,366,120,244,366,124,,,334,319,317,
251,,196,291,,366,120,244,366,124,,,334,319,317,
251,,196,291,,366,120,244,366,124,,,334,319,317,
252,,196,291,,366,120,244,366,124,,,334,319,317,
252,,196,291,,366,120,244,,124,,,334,319,317,
252,,196,291,,366,120,244,,124,,,334,319,317,
252,,196,291,,366,120,244,,124,,,334,319,317,
252,,196,291,,,121,244,,124,,,334,319,317,
252,,196,292,,,121,245,,124,,,334,319,317,
252,,196,292,,,121,245,,124,,,335,319,317,
252,,196,292,,,121,245,,124,,,335,319,317,
253,,196,292,,,121,245,,124,,,335,320,317,
253,,196,292,,,121,245,,125,,,335,320,317,
253,,196,292,,,121,245,,125,,,335,320,317,
253,,196,292,,,121,245,,125,,,335,320,317,
253,,196,292,,,121,245,,125,,,335,320,317,
253,,196,292,,,121,246,,125,,,335,320,317,
253,,196,292,,,121,246,,125,,,335,320,317,
253,,196,292,,,121,246,,125,,,335,320,317,
253,,196,292,,,122,246,,125,,,335,320,317,
254,,197,292,,,122,246,,125,,,335,320,317,
254,,197,292,,,122,246,,125,,,335,320,317,
254,,197,292,,,122,246,,125,,,335,320,317,
254,,197,292,,,122,246,,125,,,335,320,319,
254,,197,292,,,122,246,,125,,,335,320,319,
254,,197,292,,,122,247,,125,,,335,320,319,
254,,197,292,,,122,247,,125,,,335,320,319,
254,,197,292,,,122,247,,126,,,335,320,319,
255,,197,292,,,122,247,,126,,,335,320,319,
255,,197,292,,,122,247,,126,,,336,320,319,
255,,197,292,,,122,247,,126,,,336,320,319,
255,,197,292,,,122,247,,126,,,336,320,319,
255,,197,292,,,123,247,,126,,,336,320,319,
255,,197,292,,,123,247,,126,,,336,320,319,
256,,197,292,,,123,247,,126,,,336,320,319,
256,,197,292,,,123,247,,126,,,336,320,319,
256,,198,292,,,123,247,,126,,,336,320,319,
256,,198,292,,,123,247,,126,,,336,320,319,
256,,198,293,,,123,248,,126,,,336,320,319,
256,,198,293,,,123,248,,126,,,336,320,319,
256,,198,293,,,123,248,,126,,,336,321,319,
257,,198,293,,,123,248,,126,,,336,321,319,
257,,198,293,,,123,248,,126,,,336,321,319,
257,,198,293,,,124,248,,126,,,336,321,319,
257,,198,293,,,124,249,,126,,,336,321,319,
258,,198,293,,,124,249,,126,,,336,321,319,
258,,198,293,,,124,249,,126,,,337,321,321,
258,,198,293,,,124,249,,127,,,337,321,321,
258,,198,293,,,124,249,,127,,,337,321,321,
259,,198,293,,,124,249,,127,,,337,321,321,
259,,198,293,,,124,249,,127,,,337,321,321,
259,,199,293,,,124,249,,127,,,337,321,321,
259,,199,293,,,124,250,,127,,,337,321,321,
259,,199,293,,,124,250,,127,,,337,321,321,
259,,199,293,,,124,250,,127,,,337,321,321,
260,,199,293,,,124,250,,127,,,337,321,321,
260,,199,293,,,125,250,,127,,,337,321,321,
260,,199,293,,,125,250,,127,,,337,321,321,
260,,199,293,,,125,251,,127,,,337,321,321,
260,,199,293,,,125,251,,127,,,337,321,321,
260,,199,293,,,125,251,,127,,,337,321,321,
261,,199,293,,,125,251,,127,,,337,321,321,
261,,199,293,,,125,251,,128,,,338,321,321,
261,,199,293,,,125,251,,128,,,338,321,321,
261,,199,293,,,126,251,,128,,,338,322,321,
261,,200,293,,,126,251,,128,,,338,322,321,
261,,200,293,,,126,251,,128,,,338,322,321,
261,,200,293,,,126,252,,128,,,338,322,321,
262,,200,293,,,126,252,,128,,,338,322,321,
262,,200,293,,,126,252,,128,,,338,322,321,
262,,200,293,,,126,252,,128,,,338,322,321,
262,,200,293,,,126,252,,128,,,338,322,321,
262,,200,293,,,126,252,,128,,,338,322,321,
262,,200,293,,,126,252,,128,,,338,322,321,
262,,200,293,,,126,252,,128,,,338,322,321,
262,,200,293,,,126,253,,128,,,338,322,321,
262,,200,294,,,126,253,,128,,,338,322,321,
263,,200,294,,,126,253,,128,,,338,322,321,
263,,200,294,,,126,253,,128,,,338,322,321,
264,,201,294,,,126,253,,129,,,339,322,322,
264,,201,294,,,127,253,,129,,,339,322,322,
265,,201,294,,,127,253,,129,,,339,322,322,
265,,201,294,,,127,253,,129,,,339,322,322,
266,,201,294,,,127,253,,129,,,339,322,322,
267,,201,294,,,127,253,,129,,,339,322,323,
267,,201,294,,,127,253,,129,,,339,322,323,
267,,201,294,,,127,253,,129,,,339,322,323,
267,,201,294,,,127,253,,129,,,339,322,323,
267,,201,294,,,127,253,,129,,,339,322,323,
268,,201,294,,,127,253,,129,,,339,322,323,
268,,201,294,,,127,253,,129,,,339,322,323,
268,,202,294,,,127,253,,129,,,339,322,323,
268,,202,294,,,127,254,,130,,,339,322,323,
268,,202,294,,,128,254,,130,,,339,322,323,
268,,202,294,,,128,254,,130,,,340,323,323,
268,,202,294,,,128,254,,130,,,340,323,323,
268,,202,294,,,128,254,,130,,,340,323,323,
268,,202,294,,,128,254,,130,,,340,323,323,
268,,202,294,,,128,254,,130,,,340,323,323,
268,,202,294,,,128,254,,130,,,340,323,323,
268,,202,294,,,129,255,,130,,,340,323,323,
268,,202,294,,,129,255,,130,,,340,323,323,
268,,202,294,,,129,255,,130,,,340,323,323,
268,,203,294,,,129,255,,130,,,340,323,323,
268,,203,294,,,129,255,,131,,,340,323,323,
268,,203,294,,,129,255,,131,,,340,323,323,
269,,203,294,,,130,255,,131,,,340,323,323,
269,,203,294,,,130,255,,131,,,340,323,323,
269,,203,294,,,130,255,,131,,,340,323,323,
270,,203,294,,,130,256,,131,,,340,323,323,
270,,203,294,,,130,256,,131,,,340,323,323,
271,,203,295,,,130,256,,131,,,341,323,323,
273,,203,295,,,130,256,,131,,,341,323,323,
275,,203,295,,,131,256,,131,,,341,323,323,
,,203,295,,,131,256,,131,,,341,323,323,
,,203,295,,,131,257,,131,,,341,323,323,
,,204,295,,,131,257,,131,,,341,323,323,
,,204,295,,,131,257,,131,,,341,323,323,
,,204,295,,,132,257,,131,,,341,323,324,
,,204,295,,,132,257,,132,,,341,323,324,
,,204,295,,,132,257,,132,,,341,323,324,
,,204,295,,,132,258,,132,,,341,324,324,
,,204,295,,,133,258,,132,,,341,324,324,
,,204,295,,,133,258,,132,,,341,324,324,
,,204,295,,,133,258,,132,,,341,324,324,
,,204,295,,,133,258,,132,,,341,324,324,
,,204,295,,,133,258,,133,,,341,324,324,
,,204,295,,,133,258,,133,,,342,324,324,
,,204,295,,,133,259,,133,,,342,324,324,
,,204,295,,,133,259,,133,,,342,324,324,
,,205,295,,,133,259,,133,,,342,324,324,
,,205,295,,,134,259,,133,,,342,324,324,
,,205,295,,,134,259,,133,,,342,324,324,
,,205,295,,,134,260,,133,,,342,324,324,
,,205,295,,,134,260,,133,,,342,324,324,
,,205,295,,,134,260,,134,,,342,324,324,
,,205,295,,,135,260,,134,,,342,324,324,
,,205,295,,,135,260,,134,,,342,324,324,
,,205,295,,,135,260,,134,,,342,324,324,
,,205,295,,,136,261,,134,,,342,324,324,
,,206,295,,,136,261,,134,,,342,324,324,
,,206,295,,,136,261,,135,,,342,324,324,
,,206,295,,,136,261,,135,,,342,324,324,
,,206,295,,,137,261,,135,,,342,324,324,
,,206,295,,,137,262,,135,,,342,324,324,
,,206,295,,,137,262,,135,,,343,324,324,
,,206,295,,,137,262,,135,,,343,324,324,
,,206,295,,,137,262,,136,,,343,324,324,
,,206,296,,,137,262,,136,,,343,324,324,
,,206,296,,,138,262,,136,,,343,324,324,
,,206,296,,,138,262,,136,,,343,325,324,
,,206,296,,,138,263,,136,,,343,325,324,
,,206,296,,,139,263,,136,,,343,325,324,
,,206,296,,,139,263,,137,,,343,325,324,
,,206,296,,,139,263,,137,,,343,325,324,
,,207,296,,,140,263,,137,,,343,325,324,
,,207,296,,,140,264,,137,,,343,325,324,
