Wild Fall Chinook,Hatchery Fall Chinook,Hatchery Winter Steelhead,Wild Coho,Hatchery Coho,Wild Pink
,264,353,,293,
,264,353,,293,
,264,353,,293,
,264,353,,293,
,264,353,,293,
,264,353,,293,
,264,353,,293,
,264,353,,293,
,264,353,,293,
,264,353,,293,
,264,353,,293,
,264,353,,293,
,264,353,,293,
,264,353,,293,
,264,353,,293,
,264,354,,293,
,264,354,,293,
,264,354,,293,
,264,354,,293,
,264,354,,293,
,264,354,,293,
,264,354,,293,
,264,354,,293,
,264,354,,293,
,264,354,,293,
,264,354,,293,
,264,354,,293,
,264,354,,293,
,264,354,,293,
,264,354,,293,
,264,354,,293,
,264,354,,293,
,265,354,,293,
,265,354,,293,
,265,354,,293,
,265,354,,293,
,265,354,,293,
,265,354,,293,
,265,355,,293,
,265,355,,293,
,265,355,,293,
,265,355,,293,
,265,355,,293,
,265,355,,293,
,265,356,,293,
,265,356,,294,
,265,356,,294,
,265,356,,294,
,265,356,,294,
,265,357,,294,
,265,357,,294,
,265,357,,294,
,265,357,,294,
,265,357,,294,
,265,357,,294,
,265,357,,294,
,265,357,,294,
,265,357,,295,
,265,357,,295,
,265,357,,295,
,265,357,,295,
,265,357,,295,
,265,358,,295,
,265,358,,295,
,265,358,,295,
,265,358,,295,
,265,360,,295,
,265,360,,295,
,265,360,,295,
,265,360,,295,
,265,360,,295,
,265,360,,295,
,265,360,,295,
,265,360,,295,
,265,360,,295,
,265,360,,295,
,265,360,,295,
,265,360,,295,
,265,360,,295,
,265,362,,295,
,265,362,,295,
,265,362,,295,
,265,362,,296,
,265,362,,296,
,265,362,,296,
,265,362,,296,
,265,362,,296,
,265,362,,296,
,265,362,,296,
,265,362,,296,
,265,362,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,296,
,265,363,,297,
,265,363,,297,
,265,363,,297,
,265,363,,297,
,265,363,,297,
,265,363,,297,
,265,363,,297,
,265,363,,297,
,266,363,,297,
,266,363,,297,
,266,363,,297,
,266,363,,297,
,266,363,,297,
,266,363,,297,
,266,363,,297,
,266,363,,297,
,266,363,,297,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,363,,298,
,266,364,,298,
,266,364,,298,
,266,364,,298,
,266,,,298,
,266,,,298,
,266,,,298,
,266,,,298,
,266,,,298,
,266,,,298,
,266,,,298,
,266,,,299,
,266,,,299,
,266,,,299,
,266,,,299,
,266,,,299,
,266,,,299,
,266,,,299,
,266,,,299,
,266,,,300,
,266,,,300,
,266,,,300,
,266,,,300,
,266,,,300,
,266,,,300,
,266,,,300,
,266,,,300,
,266,,,300,
,266,,,300,
,266,,,300,
,266,,,300,
,266,,,300,
,266,,,300,
,266,,,300,
,267,,,300,
,267,,,300,
,267,,,300,
,267,,,300,
,267,,,300,
,267,,,300,
,267,,,300,
,267,,,300,
,267,,,300,
,267,,,300,
,267,,,300,
,267,,,300,
,267,,,300,
,267,,,300,
,267,,,300,
,267,,,300,
,267,,,300,
,267,,,301,
,267,,,301,
,267,,,301,
,267,,,301,
,267,,,301,
,267,,,301,
,267,,,301,
,267,,,301,
,267,,,301,
,267,,,301,
,267,,,301,
,267,,,301,
,267,,,301,
,267,,,301,
,267,,,301,
,267,,,301,
,267,,,301,
,267,,,301,
,267,,,301,
,267,,,301,
,267,,,301,
,267,,,301,
,267,,,301,
,267,,,301,
,267,,,301,
,267,,,301,
,267,,,301,
,267,,,301,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,267,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,302,
,268,,,303,
,268,,,303,
,268,,,303,
,268,,,303,
,268,,,303,
,268,,,303,
,268,,,303,
,268,,,303,
,268,,,303,
,268,,,303,
,268,,,303,
,268,,,303,
,268,,,303,
,268,,,303,
,268,,,303,
,268,,,303,
,268,,,303,
,268,,,303,
,268,,,303,
,268,,,303,
,268,,,303,
,268,,,303,
,268,,,303,
,268,,,303,
,268,,,303,
,268,,,303,
,268,,,303,
,269,,,303,
,269,,,303,
,269,,,303,
,269,,,304,
,269,,,304,
,269,,,304,
,269,,,304,
,269,,,304,
,269,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,304,
,270,,,305,
,270,,,305,
,270,,,305,
,270,,,305,
,270,,,305,
,270,,,305,
,270,,,305,
,270,,,305,
,270,,,305,
,270,,,305,
,270,,,305,
,270,,,305,
,270,,,305,
,270,,,305,
,270,,,305,
,270,,,305,
,270,,,305,
,270,,,305,
,270,,,305,
,270,,,305,
,270,,,305,
,270,,,305,
,270,,,305,
,270,,,305,
,270,,,305,
,270,,,305,
,270,,,305,
,271,,,305,
,271,,,305,
,271,,,305,
,271,,,305,
,271,,,305,
,271,,,305,
,271,,,305,
,271,,,305,
,271,,,305,
,271,,,305,
,271,,,305,
,271,,,305,
,271,,,305,
,271,,,305,
,271,,,305,
,271,,,305,
,271,,,305,
,271,,,305,
,271,,,305,
,271,,,305,
,271,,,306,
,271,,,306,
,271,,,306,
,271,,,306,
,271,,,306,
,271,,,306,
,271,,,306,
,271,,,306,
,271,,,306,
,271,,,306,
,271,,,306,
,271,,,306,
,271,,,306,
,271,,,306,
,271,,,306,
,271,,,306,
,271,,,306,
,271,,,306,
,271,,,306,
,271,,,306,
,271,,,307,
,271,,,307,
,271,,,307,
,271,,,307,
,271,,,307,
,271,,,307,
,271,,,307,
,271,,,307,
,271,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,307,
,272,,,308,
,272,,,308,
,272,,,308,
,272,,,308,
,272,,,308,
,272,,,308,
,272,,,308,
,272,,,308,
,272,,,308,
,272,,,308,
,272,,,308,
,272,,,308,
,272,,,308,
,272,,,308,
,272,,,308,
,272,,,309,
,272,,,309,
,272,,,309,
,272,,,309,
,272,,,309,
,272,,,309,
,272,,,309,
,272,,,309,
,272,,,309,
,272,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,309,
,273,,,310,
,273,,,310,
,273,,,310,
,273,,,310,
,273,,,310,
,273,,,310,
,273,,,310,
,273,,,310,
,273,,,310,
,273,,,310,
,273,,,310,
,273,,,310,
,273,,,310,
,273,,,310,
,273,,,310,
,273,,,310,
,273,,,310,
,273,,,310,
,273,,,310,
,273,,,310,
,273,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,310,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,274,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,311,
,275,,,312,
,275,,,312,
,275,,,312,
,275,,,312,
,275,,,312,
,275,,,312,
,275,,,312,
,275,,,312,
,275,,,312,
,275,,,312,
,275,,,312,
,275,,,312,
,275,,,312,
,275,,,312,
,275,,,312,
,275,,,312,
,275,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,276,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,277,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,312,
,278,,,313,
,278,,,313,
,278,,,313,
,278,,,313,
,278,,,313,
,278,,,313,
,278,,,313,
,278,,,313,
,278,,,313,
,278,,,313,
,278,,,313,
,278,,,313,
,278,,,313,
,279,,,313,
,279,,,313,
,279,,,313,
,279,,,313,
,279,,,313,
,279,,,313,
,279,,,313,
,279,,,313,
,279,,,313,
,279,,,313,
,279,,,313,
,279,,,313,
,279,,,313,
,279,,,313,
,279,,,313,
,279,,,313,
,279,,,313,
,279,,,313,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,314,
,279,,,315,
,279,,,315,
,279,,,315,
,279,,,315,
,279,,,315,
,279,,,315,
,279,,,315,
,279,,,315,
,279,,,315,
,279,,,316,
,279,,,316,
,279,,,316,
,279,,,316,
,279,,,316,
,279,,,316,
,279,,,316,
,279,,,316,
,279,,,316,
,279,,,316,
,279,,,316,
,279,,,316,
,279,,,316,
,279,,,316,
,279,,,316,
,279,,,316,
,279,,,316,
,279,,,316,
,279,,,316,
,279,,,316,
,279,,,316,
,279,,,316,
,279,,,316,
,279,,,316,
,279,,,316,
,279,,,316,
,279,,,316,
,279,,,316,
,279,,,317,
,279,,,317,
,279,,,317,
,279,,,317,
,279,,,317,
,279,,,317,
,280,,,317,
,280,,,317,
,280,,,317,
,280,,,317,
,280,,,317,
,280,,,317,
,280,,,317,
,280,,,317,
,280,,,317,
,280,,,317,
,280,,,317,
,280,,,317,
,280,,,317,
,280,,,317,
,280,,,317,
,280,,,317,
,280,,,317,
,280,,,317,
,281,,,317,
,281,,,317,
,281,,,317,
,281,,,317,
,281,,,317,
,281,,,317,
,281,,,317,
,281,,,317,
,281,,,317,
,281,,,317,
,281,,,317,
,281,,,317,
,281,,,317,
,281,,,317,
,281,,,317,
,281,,,317,
,281,,,318,
,281,,,318,
,281,,,318,
,281,,,318,
,281,,,318,
,281,,,318,
,281,,,318,
,281,,,318,
,281,,,318,
,281,,,318,
,281,,,318,
,281,,,318,
,281,,,318,
,281,,,318,
,281,,,318,
,281,,,318,
,281,,,318,
,281,,,318,
,281,,,318,
,281,,,318,
,282,,,318,
,282,,,318,
,282,,,318,
,282,,,318,
,282,,,318,
,282,,,318,
,282,,,318,
,282,,,318,
,282,,,318,
,282,,,318,
,282,,,318,
,282,,,318,
,282,,,318,
,282,,,318,
,282,,,318,
,282,,,318,
,282,,,318,
,282,,,318,
,282,,,318,
,282,,,318,
,282,,,318,
,282,,,318,
,282,,,318,
,282,,,318,
,283,,,318,
,283,,,318,
,283,,,318,
,283,,,318,
,283,,,318,
,283,,,319,
,283,,,319,
,283,,,321,
,283,,,321,
,283,,,321,
,283,,,321,
,283,,,321,
,284,,,321,
,284,,,321,
,284,,,321,
,285,,,321,
,285,,,321,
,285,,,321,
,285,,,321,
,285,,,321,
,285,,,321,
,285,,,321,
,285,,,321,
,285,,,321,
,285,,,321,
,285,,,321,
,285,,,321,
,286,,,321,
,286,,,321,
,286,,,321,
,286,,,322,
,286,,,322,
,286,,,322,
,286,,,322,
,286,,,322,
,286,,,322,
,286,,,322,
,286,,,322,
,286,,,322,
,286,,,322,
,286,,,322,
,287,,,322,
,287,,,322,
,287,,,322,
,287,,,322,
,288,,,322,
,288,,,322,
,289,,,322,
,289,,,322,
,289,,,322,
,289,,,322,
,289,,,322,
,289,,,322,
,289,,,322,
,289,,,322,
,289,,,322,
,289,,,322,
,289,,,322,
,289,,,322,
,289,,,322,
,289,,,322,
,289,,,322,
,289,,,322,
,289,,,322,
,289,,,322,
,289,,,322,
,289,,,322,
,289,,,322,
,289,,,322,
,289,,,322,
,289,,,322,
,289,,,322,
,290,,,322,
,290,,,322,
,290,,,322,
,290,,,324,
,290,,,324,
,291,,,324,
,291,,,328,
,291,,,328,
,291,,,328,
,293,,,328,
,293,,,328,
,293,,,328,
,293,,,328,
,293,,,328,
,293,,,328,
,293,,,328,
,293,,,328,
,293,,,328,
,293,,,328,
,293,,,328,
,293,,,328,
,296,,,329,
,296,,,329,
,296,,,329,
,297,,,332,
,297,,,332,
,297,,,332,
,297,,,332,
,297,,,332,
,297,,,332,
,297,,,332,
,297,,,333,
,298,,,333,
,299,,,333,
,299,,,333,
,300,,,336,
,300,,,336,
,300,,,336,
,325,,,340,
,325,,,340,
