Wild Fall Chinook,Hatchery Fall Chinook,Wild Winter Steelhead,Wild Winter-Late Steelhead,Hatchery Winter Steelhead,Wild Coho,Wild Late Coho,Hatchery Coho,Hatchery Late Coho,Hatchery Chum,Unknown Chum
291,278,022,,011,302,008,281,007,318,
291,278,022,,011,303,008,281,007,318,
291,278,022,,011,303,008,281,007,318,
291,278,022,,011,303,009,281,007,318,
291,278,022,,011,303,009,281,007,318,
291,278,022,,011,303,009,281,007,318,
291,278,022,,011,303,009,281,007,318,
291,278,022,,012,303,009,282,007,318,
291,278,022,,012,303,009,282,007,318,
291,278,022,,012,303,009,282,007,318,
291,278,022,,012,303,009,282,007,318,
291,278,022,,012,303,009,282,007,318,
291,278,022,,012,303,009,282,007,318,
291,278,022,,012,303,009,282,007,318,
291,278,022,,012,303,009,282,007,318,
291,278,022,,012,303,009,282,007,318,
291,278,022,,012,303,009,282,007,318,
291,278,022,,012,303,009,282,007,318,
291,278,022,,012,303,009,282,007,318,
292,278,022,,012,303,009,282,007,318,
292,278,022,,012,303,009,282,007,318,
292,278,022,,012,303,009,282,007,318,
292,278,022,,012,303,009,282,008,318,
292,279,022,,012,303,009,282,008,318,
292,279,022,,013,303,009,282,008,318,
292,279,022,,013,303,009,282,008,318,
292,279,022,,013,303,009,282,008,318,
292,279,022,,013,303,009,282,008,318,
292,279,022,,013,303,009,282,008,318,
292,279,022,,013,303,009,282,008,318,
292,279,028,,013,303,009,282,008,318,
292,279,028,,013,303,009,282,008,318,
292,279,028,,013,303,009,282,008,318,
292,279,028,,013,303,009,282,008,318,
292,279,028,,013,303,009,282,008,318,
292,279,028,,013,303,009,282,008,318,
292,279,028,,013,303,009,282,008,318,
292,279,028,,013,303,009,282,008,318,
292,279,028,,013,303,009,282,008,318,
292,279,028,,013,303,009,282,008,318,
292,279,028,,013,303,009,282,008,318,
292,279,028,,013,303,009,282,008,318,
292,279,028,,013,303,009,282,008,318,
292,279,028,,013,303,009,282,008,318,
292,279,030,,013,303,009,282,008,318,
292,279,030,,013,303,009,283,008,318,
292,279,030,,013,303,009,283,008,318,
292,279,030,,013,303,009,283,008,318,
292,279,030,,013,303,009,283,008,318,
292,279,030,,013,303,009,283,008,318,
292,279,030,,013,303,010,283,008,318,
292,279,030,,013,303,010,283,008,318,
292,279,030,,013,303,010,283,008,318,
292,279,030,,013,303,010,283,008,318,
292,279,030,,013,303,010,283,009,318,
292,279,030,,013,303,010,283,009,318,
292,279,030,,013,303,010,284,009,318,
292,279,030,,013,303,010,284,009,318,
292,279,030,,013,303,010,284,009,318,
292,279,033,,013,303,010,284,009,318,
292,279,033,,013,303,010,284,009,318,
292,279,033,,013,303,010,284,009,318,
292,279,033,,013,303,010,284,009,318,
292,279,035,,013,303,010,284,009,318,
292,279,040,,013,303,010,284,009,318,
292,279,040,,013,303,010,284,009,318,
292,279,040,,013,303,010,284,009,318,
292,279,040,,013,303,010,284,009,318,
292,279,040,,013,303,010,284,009,318,
292,279,040,,013,303,010,284,009,318,
292,279,040,,013,303,010,284,009,318,
292,279,044,,013,303,010,284,009,318,
292,279,044,,013,303,010,284,009,318,
293,279,044,,013,303,010,284,009,318,
293,279,044,,013,303,010,284,009,318,
293,279,044,,013,303,010,284,009,318,
293,279,044,,013,303,010,284,009,318,
293,279,044,,013,303,010,284,009,318,
293,279,044,,013,303,010,284,009,318,
293,279,044,,013,303,010,284,009,318,
293,279,044,,013,303,010,284,009,318,
293,279,044,,013,303,010,284,009,318,
293,279,044,,013,303,010,284,009,318,
293,279,044,,013,303,010,284,009,318,
293,279,044,,013,303,010,285,009,318,
293,279,044,,013,303,010,285,010,318,
293,279,044,,013,303,010,285,010,318,
293,279,044,,013,303,010,285,010,318,
293,279,044,,013,303,010,285,010,318,
293,279,044,,013,303,010,285,010,318,
293,279,044,,013,303,010,285,010,318,
293,279,044,,013,303,010,285,010,318,
293,279,044,,013,303,010,285,010,318,
293,279,044,,013,303,010,285,010,318,
293,279,044,,013,303,010,285,010,318,
293,279,045,,013,303,010,285,010,318,
293,279,045,,013,303,010,285,010,318,
294,279,045,,013,303,010,285,010,318,
294,279,045,,013,303,010,285,010,318,
294,279,045,,013,303,010,285,010,318,
294,279,045,,013,303,010,285,010,318,
294,279,045,,013,303,010,285,010,318,
294,279,045,,013,303,010,285,010,318,
294,279,047,,013,303,010,285,010,318,
294,279,047,,013,303,010,285,010,318,
294,279,047,,013,303,010,285,010,318,
294,279,047,,013,303,010,285,010,318,
294,279,047,,013,303,010,285,010,318,
294,279,047,,013,303,010,285,010,318,
294,279,047,,013,303,010,285,010,318,
294,279,047,,013,303,010,285,010,318,
294,279,047,,013,303,010,285,010,318,
294,279,047,,013,303,010,285,010,318,
294,279,047,,013,303,010,285,010,318,
294,279,047,,013,303,010,285,010,318,
294,279,047,,013,303,010,285,010,318,
294,279,047,,013,303,010,285,010,318,
294,279,047,,013,303,010,285,010,318,
294,279,047,,013,303,010,285,010,318,
294,279,047,,013,303,010,285,010,318,
294,279,047,,013,303,010,285,010,318,
294,279,047,,014,304,010,285,010,318,
294,279,047,,014,304,010,285,010,318,
294,279,047,,014,304,010,285,010,318,
294,279,047,,014,304,010,285,010,318,
294,279,047,,014,304,010,285,010,318,
294,279,047,,014,304,011,285,010,318,
294,279,047,,014,304,011,285,010,318,
294,279,047,,014,304,011,285,010,318,
294,279,047,,014,304,011,285,010,318,
294,279,047,,014,304,011,285,011,318,
294,279,047,,014,304,011,285,011,318,
294,279,047,,014,304,011,285,011,318,
294,279,047,,014,304,011,285,011,318,
294,279,047,,014,304,011,285,011,318,
294,279,047,,014,304,011,285,011,318,
294,279,047,,014,304,011,285,011,318,
294,279,047,,014,304,011,285,012,318,
294,279,047,,014,304,011,285,012,318,
294,279,047,,014,304,011,285,012,318,
294,279,047,,014,304,011,285,012,318,
294,279,047,,014,304,011,285,012,319,
294,279,047,,014,304,011,285,012,319,
294,279,047,,014,304,011,285,012,319,
294,279,047,,014,304,011,285,012,319,
294,279,047,,014,304,011,285,012,319,
294,279,047,,014,304,011,285,012,319,
294,279,047,,014,304,011,285,012,319,
294,279,047,,014,304,011,285,012,319,
294,279,047,,014,304,011,285,013,319,
294,279,047,,014,304,012,285,013,319,
294,280,047,,015,304,012,285,013,319,
294,280,047,,015,304,012,285,013,319,
294,280,047,,015,304,012,285,013,319,
294,280,047,,015,304,012,285,013,319,
294,280,047,,015,306,012,285,013,319,
294,280,047,,015,306,012,285,013,319,
294,280,050,,015,306,012,285,013,319,
295,280,050,,015,306,012,285,013,319,
295,280,050,,015,306,012,285,013,319,
295,280,050,,015,306,012,285,013,319,
295,280,050,,015,306,012,285,013,319,
295,280,050,,015,306,012,285,013,319,
295,280,050,,015,306,012,285,013,319,
295,280,050,,015,306,012,285,013,319,
295,280,050,,015,306,012,285,013,319,
295,280,050,,015,306,012,285,013,319,
295,280,050,,015,306,012,285,013,319,
295,280,050,,015,306,012,285,013,319,
295,280,050,,015,306,012,285,013,319,
295,280,050,,015,306,012,285,013,319,
295,280,052,,015,306,012,285,013,319,
295,280,052,,015,306,012,285,013,319,
295,280,052,,015,306,012,285,013,319,
295,280,052,,015,306,012,285,013,319,
295,280,052,,015,306,012,285,013,319,
295,280,052,,015,306,012,285,013,319,
295,280,052,,015,306,012,285,013,319,
295,280,052,,015,306,012,285,013,319,
295,280,052,,015,306,012,285,013,319,
295,280,052,,015,306,012,285,013,319,
295,280,052,,015,306,012,285,013,319,
295,280,052,,015,306,012,285,013,319,
295,280,052,,015,306,012,286,013,319,
295,280,052,,015,306,012,286,013,319,
295,280,052,,015,306,012,286,013,319,
295,280,052,,015,306,012,286,013,319,
295,280,052,,015,306,012,286,013,319,
295,280,053,,015,306,012,286,013,319,
295,280,053,,015,306,012,286,013,319,
295,280,053,,015,306,012,286,013,319,
295,280,053,,015,306,012,286,013,319,
295,280,053,,015,306,012,286,013,319,
295,280,053,,015,306,012,286,013,319,
295,280,053,,016,306,012,286,013,319,
295,280,054,,016,306,012,286,013,319,
295,280,058,,016,306,012,286,013,319,
295,280,058,,016,306,012,286,013,319,
295,280,059,,016,306,012,286,013,319,
296,280,059,,016,306,012,286,013,319,
296,280,060,,016,306,012,286,013,319,
296,280,060,,016,306,012,286,013,319,
296,280,060,,016,306,012,286,014,319,
296,280,060,,016,306,012,286,014,319,
296,280,060,,016,306,012,286,014,319,
296,280,060,,016,306,012,286,014,319,
296,280,060,,016,306,012,286,014,319,
296,280,062,,016,306,012,286,014,319,
296,280,062,,016,306,012,286,014,319,
296,280,062,,016,306,012,286,014,319,
296,280,062,,016,306,012,286,014,319,
296,280,062,,016,306,012,286,015,319,
296,280,062,,016,306,012,286,015,319,
296,280,062,,016,306,012,286,015,319,
296,280,062,,016,306,012,286,015,319,
296,280,062,,016,306,012,286,015,319,
296,280,062,,016,306,012,286,015,319,
296,280,062,,016,306,012,286,015,319,
296,280,062,,016,306,012,286,015,319,
296,280,062,,016,306,012,286,015,319,
296,280,062,,016,306,012,286,015,319,
296,280,062,,016,306,012,286,015,319,
296,280,062,,016,306,012,286,015,319,
296,281,062,,016,306,012,286,015,319,
296,281,064,,016,306,012,286,015,319,
296,281,064,,016,306,012,286,015,319,
296,281,064,,016,306,012,286,015,319,
296,281,064,,016,306,012,286,015,319,
296,281,064,,016,306,012,286,015,319,
296,281,064,,016,306,012,286,015,319,
296,281,064,,016,306,012,286,015,319,
296,281,064,,016,306,012,286,015,319,
296,281,068,,016,306,012,286,015,319,
296,281,068,,016,306,012,286,016,319,
296,281,068,,016,306,012,286,016,319,
296,281,068,,016,306,012,286,016,319,
296,281,068,,016,306,012,286,016,319,
296,281,068,,016,306,012,286,016,319,
297,281,068,,016,306,012,286,016,319,
297,281,068,,016,307,012,286,016,319,
297,281,068,,016,307,012,286,016,319,
297,281,068,,016,307,012,286,016,319,
297,281,068,,016,307,012,286,016,319,
297,281,068,,016,307,012,286,016,319,
297,281,068,,016,307,012,286,016,319,
297,281,068,,016,307,012,286,016,319,
297,281,068,,016,307,012,286,017,319,
297,281,068,,016,307,012,287,017,320,
297,281,069,,016,307,012,287,017,320,
297,281,069,,016,307,012,287,017,320,
297,281,069,,016,307,012,287,017,320,
297,281,069,,016,307,012,287,017,320,
297,281,069,,016,307,012,287,017,320,
297,281,073,,016,307,012,287,017,320,
297,281,073,,016,308,012,287,017,320,
297,281,073,,016,308,012,287,017,320,
297,281,073,,016,308,012,287,017,320,
297,281,073,,016,308,012,287,018,320,
297,281,073,,016,308,012,287,018,320,
298,281,073,,016,308,012,287,018,320,
298,281,073,,016,308,012,287,018,320,
298,281,073,,016,308,012,287,018,320,
298,281,073,,016,308,012,287,018,320,
298,281,075,,016,308,012,287,018,320,
298,281,075,,016,308,012,287,018,320,
298,281,075,,016,308,012,287,018,320,
298,281,075,,016,308,012,287,018,320,
298,281,075,,016,308,012,287,018,320,
298,281,075,,016,308,012,287,018,320,
298,281,075,,017,308,012,287,018,320,
298,281,075,,017,308,012,287,018,320,
298,281,075,,017,308,013,287,018,320,
298,281,076,,017,308,013,287,018,320,
298,281,079,,017,308,013,287,018,320,
298,281,079,,017,308,013,287,018,320,
298,281,079,,017,308,013,287,018,320,
298,281,079,,017,308,013,287,018,320,
298,281,079,,017,308,013,287,018,320,
298,281,079,,017,308,013,287,018,320,
298,281,079,,017,308,013,287,018,320,
298,281,079,,017,308,013,287,018,320,
298,281,079,,017,308,013,287,018,320,
298,281,079,,017,308,013,287,018,320,
298,281,079,,017,308,013,287,018,320,
298,281,079,,017,308,013,287,018,320,
298,281,079,,017,308,013,287,018,320,
298,281,079,,017,308,013,287,019,320,
298,281,079,,017,308,013,287,019,320,
298,281,079,,017,308,013,287,019,320,
298,281,079,,017,308,013,287,019,320,
298,281,079,,017,308,013,287,019,320,
298,281,079,,017,308,013,287,019,320,
298,281,079,,017,308,013,287,019,320,
298,281,080,,017,308,013,287,019,320,
298,281,080,,017,308,013,287,019,320,
298,281,080,,017,308,013,287,019,320,
298,281,080,,017,308,013,287,019,320,
298,281,080,,017,308,013,287,019,320,
298,281,080,,017,308,013,287,019,320,
298,281,080,,017,308,013,287,019,320,
298,281,080,,017,308,013,287,019,320,
298,281,080,,017,308,013,287,019,320,
298,281,080,,017,308,013,287,019,320,
298,281,080,,017,308,013,287,019,320,
298,281,082,,017,308,013,287,019,320,
298,281,082,,017,308,013,287,019,320,
298,281,082,,017,308,013,287,019,320,
298,281,082,,017,308,013,287,019,320,
298,281,082,,017,308,013,287,019,320,
298,281,082,,017,308,013,287,019,320,
298,281,082,,017,308,013,287,019,320,
298,281,082,,017,308,013,287,019,320,
299,281,082,,017,308,013,287,019,320,
299,281,082,,017,308,013,287,019,320,
299,281,082,,017,308,013,287,019,320,
299,281,082,,017,308,013,287,019,320,
299,281,082,,017,308,013,287,019,320,
299,281,082,,017,308,013,287,019,320,
299,281,082,,017,308,013,287,019,320,
299,281,082,,017,308,013,287,019,320,
299,281,082,,018,308,013,287,020,320,
299,281,082,,018,308,013,287,020,320,
299,281,082,,018,308,013,287,020,320,
299,281,082,,018,308,013,287,020,320,
299,281,082,,018,308,013,287,021,320,
299,281,082,,018,308,013,287,021,320,
299,281,082,,018,308,013,287,021,320,
299,281,082,,018,308,013,287,021,320,
299,281,082,,018,308,013,287,021,320,
299,281,082,,018,308,013,287,021,320,
299,281,082,,018,308,013,287,021,320,
299,281,082,,018,308,013,287,021,320,
299,281,082,,018,308,013,287,021,320,
299,281,082,,018,308,013,287,021,321,
299,281,082,,018,308,013,288,021,321,
299,281,082,,018,308,013,288,021,321,
299,281,082,,018,308,013,288,021,321,
299,281,082,,018,308,013,288,021,321,
299,281,082,,018,308,013,289,021,321,
299,281,082,,018,308,013,289,021,321,
299,281,082,,018,308,013,289,021,321,
299,281,082,,018,308,013,289,021,321,
299,281,082,,018,308,013,289,021,322,
299,281,083,,018,308,013,289,021,322,
299,281,083,,018,308,013,289,021,322,
299,281,083,,018,308,013,289,021,322,
301,281,083,,018,308,013,289,021,322,
301,281,083,,018,308,013,289,021,322,
301,281,083,,018,308,013,290,021,322,
301,281,083,,019,308,013,290,021,322,
301,281,083,,019,308,013,290,021,322,
301,282,083,,019,308,013,290,021,322,
301,282,083,,019,308,013,290,021,322,
301,282,083,,019,308,013,290,021,322,
301,282,084,,019,308,013,290,021,322,
301,282,084,,019,308,013,290,021,322,
301,282,084,,019,308,013,290,021,322,
301,282,084,,019,308,013,290,021,322,
301,282,084,,019,308,013,290,021,322,
301,282,084,,019,309,013,290,021,322,
301,282,084,,019,309,013,290,021,322,
301,282,085,,019,309,013,290,021,322,
301,282,085,,019,309,013,290,021,322,
301,282,085,,019,309,013,291,021,322,
301,282,085,,019,309,013,291,021,322,
301,282,085,,019,309,013,291,022,322,
301,282,085,,019,309,013,291,022,322,
301,282,085,,019,309,013,291,022,322,
301,282,085,,019,309,013,291,022,322,
301,282,085,,019,309,013,291,022,322,
301,282,085,,019,309,013,291,022,322,
302,282,085,,019,309,013,291,022,322,
302,282,086,,019,309,013,291,022,322,
302,282,086,,019,309,013,291,022,322,
302,282,086,,019,309,013,291,022,322,
302,282,086,,019,309,013,291,022,322,
302,282,086,,019,309,013,291,022,322,
302,282,086,,019,309,013,291,022,322,
302,282,086,,019,309,013,291,022,322,
302,282,086,,019,309,013,291,022,322,
302,282,087,,019,309,013,291,022,322,
302,282,087,,019,309,013,291,022,322,
302,282,087,,019,309,013,291,022,322,
302,282,087,,019,309,013,291,023,322,
302,282,087,,019,309,013,291,023,322,
302,282,087,,019,309,013,291,023,322,
302,282,087,,019,309,013,291,023,322,
302,282,087,,019,309,013,291,023,322,
302,282,087,,020,309,013,291,023,322,
302,282,087,,020,309,013,291,023,322,
302,282,087,,020,309,013,291,023,322,
302,282,087,,020,309,013,291,023,322,
303,282,087,,020,309,013,291,023,322,
303,282,087,,020,309,013,291,023,322,
303,282,087,,020,309,013,291,023,322,
303,282,087,,020,309,013,291,024,322,
303,282,087,,020,309,013,291,024,322,
303,282,087,,020,309,013,291,024,322,
303,282,087,,020,309,013,291,024,322,
303,282,087,,020,309,013,291,024,322,
303,282,087,,020,309,013,291,024,322,
303,282,087,,020,309,013,291,024,322,
303,282,087,,020,309,013,291,024,322,
303,282,087,,020,309,013,291,024,322,
303,282,087,,020,309,013,291,024,322,
303,282,087,,020,309,013,291,024,324,
303,282,087,,020,309,013,291,024,324,
303,282,087,,020,309,013,291,024,324,
304,282,087,,020,309,013,291,024,324,
304,282,087,,020,309,013,291,024,324,
304,282,087,,020,309,013,291,024,324,
304,282,087,,020,309,013,291,024,324,
304,282,087,,020,309,013,291,024,324,
304,282,087,,020,309,013,291,024,324,
304,282,087,,020,309,013,291,024,324,
304,282,087,,020,309,013,291,024,324,
304,282,087,,020,309,013,292,024,325,
305,282,087,,020,309,013,292,024,325,
305,282,087,,020,309,013,292,024,325,
305,282,087,,020,309,013,292,024,325,
305,282,088,,020,309,013,292,024,325,
308,282,088,,020,309,013,292,024,325,
309,282,088,,020,309,013,292,025,325,
309,282,088,,020,309,013,292,025,325,
309,282,088,,020,309,013,292,026,325,
309,282,088,,020,309,013,292,026,325,
309,282,088,,020,309,013,292,026,325,
309,282,089,,020,309,013,292,026,325,
309,282,089,,020,309,014,292,028,325,
309,282,091,,020,309,014,292,028,326,
309,282,092,,020,309,014,292,029,326,
309,282,095,,020,309,014,292,029,326,
309,282,095,,020,309,014,292,029,326,
309,282,095,,021,309,014,292,029,327,
309,282,095,,021,309,014,292,030,327,
309,282,097,,021,309,014,292,030,327,
309,282,099,,021,309,014,292,030,327,
309,282,099,,021,309,014,292,030,327,
309,282,100,,021,309,015,292,030,327,
309,282,100,,021,309,015,292,030,327,
309,282,100,,021,309,015,292,030,327,
309,282,103,,021,309,015,292,030,327,
310,282,103,,021,309,015,292,030,327,
310,282,113,,021,309,015,292,030,327,
310,282,114,,021,309,015,292,031,329,
310,282,114,,021,309,015,292,031,329,
310,282,117,,021,309,015,292,031,329,
310,282,117,,021,309,015,292,031,329,
310,282,117,,021,309,015,292,031,329,
310,282,117,,021,309,015,292,031,329,
310,282,117,,021,309,015,292,031,332,
310,282,117,,021,309,015,292,031,332,
310,282,117,,021,309,015,292,031,332,
310,282,117,,021,309,015,292,031,332,
310,282,117,,021,309,015,292,031,332,
310,282,117,,021,309,016,292,033,332,
310,282,117,,021,309,016,292,033,332,
310,282,117,,022,309,016,292,033,334,
313,282,118,,022,309,016,292,033,334,
314,282,118,,022,309,016,292,033,334,
316,282,118,,022,309,016,292,033,334,
316,282,118,,022,309,016,292,034,334,
316,282,118,,022,309,016,292,035,334,
316,282,118,,022,309,016,292,035,334,
316,282,118,,022,309,016,292,036,334,
316,282,118,,022,309,016,292,036,334,
316,282,118,,022,309,016,292,036,335,
316,282,118,,022,309,016,292,036,335,
316,282,118,,022,309,016,292,036,335,
316,282,120,,022,309,016,292,036,335,
316,282,120,,022,309,016,292,036,335,
316,282,124,,022,309,016,292,036,335,
316,282,124,,022,309,016,292,036,335,
316,282,124,,022,309,016,292,036,335,
316,282,124,,022,309,016,292,036,335,
316,282,126,,022,309,016,292,036,335,
316,282,127,,022,309,016,292,036,335,
316,282,131,,022,309,016,292,036,335,
316,282,132,,022,309,016,292,036,335,
316,282,133,,022,309,016,292,036,335,
316,282,139,,023,309,016,292,036,335,
316,282,142,,023,309,016,292,036,335,
316,282,145,,023,309,016,292,036,335,
316,282,306,,023,309,016,292,036,335,
316,282,306,,023,309,016,292,036,335,
316,282,306,,023,309,016,292,036,335,
317,282,306,,023,309,016,292,036,336,
317,282,306,,023,309,016,292,040,336,
317,282,306,,023,309,016,292,040,336,
317,282,306,,023,309,016,292,040,336,
317,282,306,,023,309,016,292,040,336,
317,282,306,,023,309,016,292,040,345,
317,282,306,,023,310,016,292,041,356,
317,283,306,,024,310,017,292,047,,
318,283,306,,024,310,017,292,311,,
318,283,306,,024,310,017,292,311,,
318,283,306,,024,310,017,292,311,,
318,283,306,,024,310,017,292,311,,
318,283,306,,024,310,017,292,311,,
318,283,306,,024,310,017,292,311,,
319,283,306,,024,310,017,292,311,,
319,283,306,,024,310,017,292,311,,
320,283,306,,024,310,017,292,311,,
321,283,306,,024,310,017,292,311,,
321,283,306,,024,310,017,292,311,,
321,283,306,,024,310,017,292,311,,
321,283,306,,024,310,017,292,311,,
321,283,306,,024,310,017,292,311,,
321,283,310,,024,310,017,292,311,,
321,283,310,,024,310,017,292,311,,
321,283,310,,024,310,019,292,311,,
321,283,310,,024,310,019,292,311,,
321,283,310,,024,310,019,292,311,,
322,283,310,,024,310,019,292,311,,
322,283,310,,024,310,019,292,311,,
322,283,311,,024,310,019,292,311,,
322,283,311,,024,310,019,292,311,,
322,283,311,,024,310,019,292,311,,
322,283,311,,024,310,019,292,311,,
322,283,311,,024,310,019,292,311,,
322,283,311,,024,310,019,292,311,,
322,283,311,,024,310,019,292,311,,
322,283,311,,025,310,019,292,311,,
322,283,311,,025,310,019,292,311,,
322,283,311,,025,310,019,292,311,,
322,283,311,,025,310,019,292,311,,
322,283,311,,025,310,019,292,311,,
322,283,311,,026,310,019,292,311,,
322,283,311,,026,310,019,292,311,,
322,283,311,,026,310,019,292,311,,
322,283,318,,026,310,020,292,311,,
322,283,318,,026,310,020,292,311,,
322,284,318,,026,310,020,292,314,,
322,284,318,,026,310,020,292,314,,
322,284,318,,026,310,020,293,314,,
322,284,318,,026,310,020,293,314,,
322,284,318,,028,310,020,293,314,,
322,284,318,,028,310,021,293,314,,
322,284,318,,028,310,021,293,314,,
322,284,318,,028,310,021,293,314,,
322,284,318,,028,310,021,293,314,,
322,284,318,,028,310,021,293,314,,
322,284,319,,028,310,021,293,314,,
322,284,319,,028,310,021,293,314,,
322,284,319,,028,310,021,293,314,,
322,284,319,,028,310,021,293,314,,
322,284,319,,028,310,021,293,314,,
322,284,319,,028,310,021,293,315,,
324,284,319,,028,310,021,293,315,,
324,284,319,,028,310,021,294,315,,
324,284,319,,028,311,021,294,315,,
324,284,319,,028,311,021,294,315,,
324,284,320,,028,311,021,294,315,,
324,284,320,,028,311,021,294,315,,
326,284,320,,028,311,021,294,315,,
326,284,320,,028,311,021,294,315,,
327,284,320,,028,311,021,294,315,,
327,284,320,,028,311,021,294,315,,
329,284,320,,028,311,021,294,315,,
329,284,320,,028,311,021,294,315,,
329,284,320,,028,311,021,294,315,,
329,284,320,,028,311,021,294,315,,
329,284,320,,028,311,021,294,315,,
329,284,320,,028,311,021,294,315,,
330,284,320,,028,311,021,294,315,,
330,284,320,,028,311,021,294,315,,
330,284,320,,028,311,021,294,317,,
330,284,320,,028,311,021,294,317,,
330,284,320,,028,311,021,294,317,,
330,284,334,,028,311,021,294,317,,
330,284,336,,028,311,021,294,317,,
330,284,336,,028,311,021,294,317,,
330,284,336,,028,311,021,294,321,,
331,284,336,,028,311,021,294,321,,
332,284,336,,028,311,021,294,321,,
332,284,336,,028,311,021,294,324,,
340,284,336,,028,311,021,294,324,,
345,284,336,,028,311,021,294,324,,
345,284,336,,028,311,021,294,324,,
350,284,336,,028,311,021,294,324,,
350,284,336,,028,311,021,294,324,,
350,284,336,,028,311,021,294,324,,
350,284,336,,028,311,021,294,324,,
350,284,336,,028,311,021,294,324,,
351,284,337,,028,311,021,294,324,,
351,284,337,,028,311,021,294,324,,
351,284,337,,029,311,021,294,324,,
356,284,337,,029,313,021,294,324,,
356,284,337,,029,313,021,294,324,,
356,284,337,,029,313,021,294,324,,
356,284,337,,029,313,021,294,324,,
356,284,337,,029,313,021,294,324,,
,284,337,,029,313,021,294,324,,
,284,337,,029,313,021,294,324,,
,284,337,,029,313,021,294,324,,
,284,337,,029,313,021,294,324,,
,284,337,,029,313,021,294,324,,
,284,337,,029,313,022,294,324,,
,284,339,,029,313,022,294,324,,
,284,339,,029,313,022,294,324,,
,284,339,,029,313,022,294,324,,
,284,339,,030,313,022,294,324,,
,284,339,,030,313,022,294,324,,
,284,345,,030,313,022,294,324,,
,284,345,,030,313,022,294,324,,
,284,345,,030,313,022,294,324,,
,284,345,,030,313,022,294,324,,
,284,345,,030,313,022,295,324,,
,284,345,,030,313,022,295,324,,
,284,345,,030,313,022,295,324,,
,284,348,,030,313,022,295,324,,
,284,348,,030,313,022,295,324,,
,284,348,,030,313,022,295,324,,
,284,348,,030,313,022,295,324,,
,284,350,,030,313,022,295,324,,
,284,350,,030,313,022,295,324,,
,284,350,,030,313,023,295,324,,
,284,350,,030,313,023,295,324,,
,284,350,,030,313,023,295,324,,
,284,350,,030,313,023,295,324,,
,284,350,,030,313,023,295,324,,
,284,350,,030,313,023,295,324,,
,284,350,,030,313,023,295,324,,
,284,350,,030,313,023,295,326,,
,284,350,,030,313,023,295,326,,
,284,350,,030,313,023,295,326,,
,284,350,,031,313,023,295,326,,
,284,350,,031,313,023,295,326,,
,284,350,,031,313,023,295,326,,
,284,350,,031,313,023,295,326,,
,284,350,,032,313,023,295,326,,
,284,350,,032,313,024,295,326,,
,284,350,,032,313,024,295,326,,
,284,350,,033,314,024,295,326,,
,284,350,,033,314,024,295,326,,
,284,350,,033,314,024,295,326,,
,284,350,,033,314,024,295,326,,
,284,350,,034,314,024,295,326,,
,284,350,,034,314,024,295,326,,
,284,350,,034,314,024,295,326,,
,285,350,,034,314,024,295,326,,
,285,350,,034,314,024,295,326,,
,285,350,,034,314,024,295,326,,
,285,352,,034,314,024,295,326,,
,285,352,,034,314,024,295,326,,
,285,352,,034,314,024,295,326,,
,285,352,,034,314,024,295,326,,
,285,352,,035,314,024,295,326,,
,285,352,,035,314,024,295,326,,
,285,352,,035,314,024,295,326,,
,285,352,,035,314,024,295,326,,
,285,352,,035,314,024,295,326,,
,285,352,,035,314,024,295,326,,
,285,352,,035,314,024,295,326,,
,285,352,,036,314,024,295,326,,
,285,352,,036,314,024,295,326,,
,285,352,,036,314,024,295,326,,
,285,352,,036,314,024,295,326,,
,285,352,,036,314,024,295,326,,
,285,352,,036,314,024,296,327,,
,285,352,,036,314,024,296,328,,
,285,352,,036,314,024,296,328,,
,285,352,,036,314,024,296,328,,
,285,352,,036,314,024,296,328,,
,285,352,,036,314,024,296,328,,
,285,352,,036,314,024,296,328,,
,285,352,,036,314,024,296,328,,
,285,352,,036,314,024,296,328,,
,285,353,,036,314,024,296,328,,
,285,353,,036,314,024,296,328,,
,285,353,,036,314,024,296,328,,
,285,356,,037,314,024,296,328,,
,285,357,,037,314,024,296,328,,
,285,357,,037,314,024,296,328,,
,285,357,,037,314,024,296,328,,
,285,357,,037,314,024,296,328,,
,285,357,,037,314,024,296,328,,
,285,357,,038,314,024,296,328,,
,285,357,,039,314,024,296,328,,
,285,357,,039,314,024,296,328,,
,285,357,,040,314,024,296,328,,
,285,357,,041,314,024,296,328,,
,285,357,,041,314,024,296,328,,
,285,357,,042,314,024,296,328,,
,285,357,,042,315,024,296,328,,
,285,357,,042,315,026,296,328,,
,285,360,,042,315,026,296,328,,
,285,360,,042,315,026,296,328,,
,285,360,,043,315,026,296,328,,
,285,361,,043,315,026,296,328,,
,285,361,,044,315,026,296,328,,
,285,361,,044,315,027,296,328,,
,285,361,,044,315,027,296,328,,
,285,361,,044,315,028,296,328,,
,285,361,,044,315,028,296,328,,
,285,361,,044,315,028,296,328,,
,285,361,,044,316,028,296,328,,
,285,361,,044,316,028,296,328,,
,285,361,,045,316,028,296,328,,
,285,361,,045,316,028,296,328,,
,285,361,,045,317,028,296,328,,
,285,361,,045,317,028,296,328,,
,285,361,,046,317,028,296,328,,
,285,361,,046,317,028,296,328,,
,285,361,,046,317,028,296,328,,
,285,361,,046,317,028,296,328,,
,285,361,,046,317,028,296,328,,
,285,361,,046,317,028,296,328,,
,285,361,,046,317,028,296,328,,
,285,361,,047,317,028,296,328,,
