Hatchery Fall Chinook,Hatchery Coho,Unknown Coho,Hatchery Chum,Hatchery Fall Chum,Unknown Chum,Hatchery Pink,Unknown Odd Year Pink
228,264,261,300,316,314,206,230
228,264,261,300,316,314,206,231
228,264,261,300,316,314,206,233
228,264,261,300,316,314,206,
229,264,261,300,316,314,206,
229,264,261,300,316,314,206,
229,264,261,300,316,314,207,
229,264,261,300,316,314,207,
229,265,261,300,316,314,207,
229,265,261,300,316,314,207,
229,265,261,300,317,314,207,
229,265,261,300,317,314,207,
229,265,261,300,317,314,207,
229,265,261,300,317,314,207,
229,265,261,300,317,314,207,
229,265,261,300,317,314,207,
229,265,261,300,317,314,207,
229,265,261,300,317,314,207,
229,265,261,301,317,314,207,
229,265,261,301,317,314,207,
229,265,261,301,317,314,207,
229,265,261,301,318,314,207,
229,265,261,301,318,315,207,
229,265,261,301,318,315,207,
229,265,261,301,318,315,207,
229,265,261,301,318,315,207,
229,265,261,301,319,315,207,
229,265,261,301,319,315,207,
229,265,261,301,319,315,208,
229,265,261,301,319,315,208,
229,265,261,301,319,315,208,
229,265,261,301,319,315,208,
229,265,261,301,319,315,208,
229,265,261,301,319,315,208,
229,265,261,301,320,315,208,
229,265,261,301,320,315,208,
230,265,261,301,320,315,208,
230,265,261,301,320,315,208,
230,265,261,301,320,315,208,
230,265,261,301,320,315,208,
230,265,261,301,320,315,208,
230,265,261,301,320,315,208,
230,265,261,301,320,315,208,
230,265,261,301,320,315,208,
230,265,261,301,321,315,208,
230,265,261,301,321,315,208,
230,265,261,301,322,315,208,
230,265,261,301,322,315,208,
230,265,261,301,323,315,208,
230,265,261,301,323,315,208,
230,265,261,301,323,315,208,
230,265,261,302,324,315,208,
230,265,261,302,324,315,208,
230,265,261,302,324,315,208,
230,265,261,302,324,315,208,
230,265,261,302,324,315,208,
230,265,261,302,324,315,208,
230,265,261,302,324,315,208,
230,265,261,302,324,315,208,
230,265,261,302,324,316,209,
230,265,261,302,324,316,209,
230,265,261,302,325,316,209,
230,265,261,302,325,316,209,
230,265,261,302,325,316,209,
230,265,261,302,325,316,209,
230,265,261,302,325,316,209,
230,265,261,302,326,316,209,
230,265,261,302,326,316,209,
230,266,261,302,326,316,209,
230,266,261,302,326,316,209,
230,266,261,302,326,316,209,
230,266,261,302,326,316,209,
230,266,261,302,326,316,209,
230,266,261,302,326,316,209,
230,266,261,303,326,316,209,
231,266,261,303,327,316,209,
231,266,261,303,327,316,209,
231,266,261,303,327,316,209,
231,266,261,303,327,317,209,
231,266,261,303,327,317,209,
231,266,261,303,327,317,209,
231,266,261,303,327,317,209,
231,266,261,303,327,317,209,
231,266,261,303,327,317,209,
231,266,261,303,327,317,209,
231,266,261,303,327,317,209,
231,266,261,303,327,317,209,
231,266,261,303,327,317,209,
231,266,261,303,328,317,209,
231,266,261,303,329,317,209,
231,266,261,303,329,317,209,
231,266,261,303,330,317,209,
231,266,261,303,330,317,209,
231,266,261,303,331,317,209,
231,266,261,303,331,317,209,
231,266,261,303,331,317,209,
231,266,261,303,331,317,209,
231,266,261,303,331,318,209,
231,266,261,303,334,318,209,
231,266,261,303,334,318,209,
231,266,261,303,335,318,209,
231,266,262,303,335,318,209,
231,266,262,303,335,318,209,
231,266,262,303,335,318,209,
231,266,262,303,,318,209,
231,266,262,303,,318,209,
231,266,262,303,,318,209,
231,266,262,303,,318,209,
231,266,262,303,,318,209,
231,266,262,303,,318,209,
231,266,262,303,,318,209,
232,266,262,303,,318,209,
232,266,262,303,,318,209,
232,266,262,303,,318,209,
232,266,262,303,,318,209,
232,266,262,303,,318,209,
232,266,262,303,,318,209,
232,266,262,303,,318,209,
232,266,262,303,,318,209,
232,266,262,303,,318,209,
232,266,263,303,,318,209,
232,266,263,303,,318,209,
232,266,263,303,,318,209,
232,266,263,303,,318,209,
232,266,263,303,,318,209,
232,266,263,303,,318,209,
232,266,263,303,,318,209,
232,266,263,303,,319,209,
232,266,263,303,,319,210,
232,266,263,303,,319,210,
232,266,263,303,,319,210,
232,266,263,303,,319,210,
232,266,263,303,,319,210,
232,266,263,303,,319,210,
232,266,263,303,,319,210,
232,266,263,303,,319,210,
232,266,263,303,,319,210,
232,266,263,303,,319,210,
232,266,263,303,,319,210,
232,266,263,303,,319,210,
232,266,263,303,,319,210,
232,266,263,303,,319,210,
232,266,263,303,,319,210,
232,266,263,303,,319,210,
232,266,263,303,,319,210,
232,266,263,303,,319,210,
232,266,263,303,,319,210,
232,266,263,303,,319,210,
232,266,263,303,,319,210,
232,266,263,303,,319,210,
232,266,263,303,,319,210,
232,266,263,303,,319,210,
232,266,263,303,,319,210,
232,266,263,303,,319,210,
232,266,263,303,,319,210,
232,266,263,303,,320,210,
232,266,263,303,,320,210,
232,266,263,303,,320,210,
232,266,263,303,,320,211,
232,266,263,303,,320,211,
232,266,263,303,,320,211,
232,268,263,303,,320,211,
232,268,263,304,,320,211,
232,268,263,304,,320,211,
232,268,263,304,,320,211,
232,268,263,304,,320,211,
232,268,263,304,,320,211,
232,268,263,304,,320,211,
232,268,263,304,,320,211,
232,268,263,304,,320,211,
232,268,263,304,,320,211,
232,268,263,304,,320,211,
232,268,263,304,,320,211,
232,268,263,304,,320,211,
233,268,263,304,,320,211,
233,268,263,304,,320,211,
233,268,263,304,,320,211,
233,268,263,304,,320,211,
233,268,263,304,,320,211,
233,268,263,304,,320,211,
233,268,263,304,,320,211,
233,268,263,304,,320,212,
233,268,263,304,,320,212,
233,268,263,304,,320,212,
233,268,263,304,,320,212,
233,268,263,304,,320,212,
233,268,263,304,,320,212,
233,268,263,304,,320,212,
233,268,263,304,,320,212,
233,268,263,304,,320,212,
233,268,263,304,,320,212,
233,269,263,304,,320,212,
233,269,263,304,,320,212,
233,269,263,304,,320,212,
233,269,263,304,,320,212,
233,269,263,304,,320,212,
233,269,263,304,,320,212,
234,269,263,304,,320,212,
234,269,263,304,,320,212,
234,269,263,304,,320,212,
234,269,263,304,,320,212,
234,269,263,304,,321,212,
234,269,263,304,,321,212,
234,269,263,304,,321,212,
234,269,263,304,,321,212,
234,269,263,304,,321,212,
234,269,263,304,,321,212,
234,269,263,304,,321,212,
234,269,263,304,,321,212,
234,269,263,304,,321,212,
234,269,263,304,,321,212,
234,269,263,304,,321,212,
234,269,263,304,,322,212,
234,269,263,304,,322,212,
234,269,263,304,,322,212,
234,269,263,304,,322,212,
234,269,264,304,,322,212,
234,269,264,304,,322,212,
234,269,264,304,,322,212,
234,269,264,304,,322,212,
234,269,264,304,,322,212,
234,269,264,304,,322,212,
234,269,264,304,,322,212,
234,269,264,304,,322,213,
234,269,264,304,,322,213,
235,269,264,304,,322,213,
235,269,264,304,,322,213,
235,269,264,304,,322,213,
235,269,264,304,,323,213,
235,269,264,304,,323,213,
235,269,264,305,,323,213,
235,269,264,305,,323,213,
235,269,264,305,,323,213,
235,269,264,305,,323,213,
235,269,264,305,,323,213,
235,269,264,305,,323,213,
235,269,264,305,,323,213,
235,269,264,305,,323,213,
235,269,264,305,,323,213,
235,269,265,305,,323,213,
235,269,265,305,,323,213,
235,269,265,305,,323,213,
235,269,265,305,,323,213,
235,269,265,305,,323,213,
235,269,265,305,,323,213,
235,269,265,305,,323,213,
236,269,265,305,,323,213,
236,269,265,305,,323,213,
236,269,265,305,,323,213,
236,269,265,305,,324,213,
236,269,265,305,,324,213,
236,269,265,305,,324,213,
236,269,265,305,,324,213,
236,269,265,305,,324,213,
236,269,265,305,,324,213,
236,269,265,305,,324,213,
236,269,265,305,,324,213,
236,269,265,305,,324,213,
236,270,265,305,,324,213,
236,270,265,305,,324,213,
236,270,265,305,,324,213,
236,270,265,305,,324,213,
236,270,265,305,,325,213,
236,270,265,305,,325,213,
236,270,265,305,,325,213,
236,270,265,305,,325,213,
236,270,265,306,,325,213,
236,270,265,306,,325,213,
236,270,265,306,,325,213,
236,270,265,306,,325,213,
236,270,265,306,,325,213,
236,270,265,306,,325,213,
236,270,265,306,,325,213,
236,270,265,306,,325,213,
236,270,265,307,,325,213,
236,270,265,307,,325,213,
236,270,265,307,,325,213,
236,270,265,307,,325,213,
236,270,265,307,,325,213,
236,270,265,307,,325,213,
236,270,265,307,,326,213,
236,270,265,307,,326,213,
236,270,265,307,,326,213,
236,270,265,307,,326,213,
236,270,265,307,,326,213,
236,270,265,307,,326,213,
236,270,265,307,,326,213,
236,270,265,307,,326,213,
236,270,265,307,,326,213,
236,270,265,307,,326,213,
236,270,265,307,,326,213,
236,270,265,307,,326,213,
236,270,265,307,,326,213,
236,270,265,307,,326,213,
236,270,265,307,,326,213,
236,270,265,307,,326,213,
236,270,265,307,,326,213,
236,270,265,307,,327,214,
236,270,265,307,,328,214,
236,270,265,307,,328,214,
236,270,267,307,,328,214,
236,270,267,307,,328,214,
236,270,267,308,,330,214,
236,270,267,308,,330,214,
236,270,267,308,,330,214,
236,270,267,308,,,214,
236,270,267,308,,,214,
236,270,267,308,,,214,
236,270,267,308,,,214,
236,270,267,308,,,214,
236,270,267,308,,,214,
236,270,267,308,,,214,
236,270,267,308,,,214,
236,270,267,308,,,214,
236,270,267,308,,,214,
236,270,267,308,,,214,
236,270,267,308,,,214,
236,270,267,308,,,214,
236,270,267,308,,,214,
236,270,267,308,,,214,
236,270,267,308,,,214,
236,270,267,308,,,214,
236,270,267,308,,,214,
236,270,267,308,,,214,
236,270,267,308,,,214,
236,270,267,308,,,214,
236,270,267,308,,,214,
236,270,267,308,,,214,
236,270,267,308,,,214,
236,270,267,308,,,214,
236,270,267,308,,,214,
236,270,267,308,,,215,
237,270,267,308,,,215,
237,270,267,308,,,215,
237,270,267,308,,,215,
237,270,267,308,,,215,
237,270,267,308,,,215,
237,270,267,308,,,215,
237,270,267,308,,,215,
237,270,267,308,,,215,
237,270,267,308,,,215,
237,271,267,308,,,215,
237,271,267,308,,,215,
237,272,267,308,,,215,
237,272,267,308,,,215,
237,272,267,308,,,215,
237,272,267,308,,,215,
237,272,267,308,,,215,
237,272,267,308,,,215,
237,272,267,308,,,215,
237,272,268,308,,,215,
238,272,268,308,,,215,
238,272,268,308,,,215,
238,272,268,308,,,215,
238,272,268,308,,,215,
238,272,268,309,,,215,
238,272,268,309,,,215,
238,272,268,309,,,215,
238,272,268,309,,,215,
238,272,268,309,,,215,
238,272,268,309,,,215,
238,272,268,309,,,215,
238,272,268,309,,,215,
238,272,268,309,,,215,
238,272,268,309,,,215,
238,272,268,309,,,215,
238,272,268,309,,,215,
238,272,268,309,,,215,
238,272,268,309,,,215,
238,272,268,309,,,215,
238,272,268,309,,,215,
238,272,269,309,,,215,
238,272,269,309,,,215,
238,272,269,309,,,215,
238,272,269,309,,,215,
238,272,269,309,,,215,
238,272,269,309,,,215,
238,272,269,309,,,215,
238,272,269,309,,,215,
238,272,269,309,,,215,
238,272,269,309,,,215,
238,272,269,309,,,215,
238,272,269,309,,,215,
238,272,269,309,,,215,
238,272,269,309,,,215,
238,272,269,309,,,215,
238,272,269,309,,,215,
238,272,269,309,,,215,
238,272,269,309,,,215,
238,272,269,309,,,215,
238,272,269,309,,,216,
238,272,269,309,,,216,
238,272,269,309,,,216,
238,272,269,309,,,216,
238,272,269,309,,,216,
238,272,269,309,,,216,
238,272,269,309,,,216,
238,272,269,309,,,216,
238,272,269,309,,,216,
238,272,269,309,,,216,
238,272,269,309,,,216,
238,272,269,309,,,216,
238,272,269,309,,,216,
238,272,269,309,,,216,
238,272,269,309,,,216,
238,272,269,309,,,216,
238,272,269,309,,,216,
238,272,269,309,,,216,
238,272,269,309,,,216,
238,272,269,309,,,216,
238,272,269,309,,,216,
239,272,269,309,,,216,
239,272,269,309,,,216,
239,272,269,309,,,216,
239,272,269,309,,,216,
239,272,269,309,,,216,
239,272,269,309,,,216,
239,273,269,309,,,216,
239,273,269,309,,,216,
239,273,269,309,,,216,
239,273,269,309,,,216,
239,273,269,310,,,216,
239,273,269,310,,,216,
239,273,269,310,,,216,
239,273,269,310,,,216,
239,273,269,310,,,216,
239,273,269,310,,,216,
239,273,269,310,,,216,
239,273,269,310,,,216,
239,273,269,310,,,216,
239,273,269,310,,,216,
239,273,269,310,,,216,
239,273,269,310,,,216,
239,273,269,310,,,216,
239,273,269,310,,,216,
239,273,269,310,,,216,
239,273,269,310,,,216,
239,273,269,310,,,216,
239,274,269,310,,,216,
239,274,269,310,,,216,
239,274,269,310,,,216,
239,274,269,310,,,217,
239,274,269,310,,,217,
239,274,269,310,,,217,
239,274,269,310,,,217,
239,274,269,310,,,217,
239,274,271,310,,,217,
239,274,271,310,,,217,
239,274,271,310,,,217,
239,274,271,310,,,217,
239,274,272,310,,,217,
239,274,272,310,,,217,
239,274,272,310,,,217,
239,274,272,310,,,217,
239,274,272,310,,,217,
239,274,272,310,,,217,
239,274,272,310,,,217,
239,274,272,310,,,217,
239,274,272,310,,,217,
239,274,272,310,,,217,
239,274,272,310,,,217,
239,274,272,310,,,217,
239,274,272,310,,,217,
239,274,272,310,,,217,
239,274,272,310,,,217,
239,275,272,311,,,217,
239,275,272,311,,,217,
239,275,272,311,,,217,
239,275,272,311,,,217,
239,275,272,311,,,217,
239,275,272,311,,,217,
239,275,272,311,,,218,
239,275,272,311,,,218,
239,275,272,311,,,218,
239,275,272,311,,,218,
239,275,275,311,,,218,
239,275,275,311,,,218,
239,275,275,311,,,218,
239,275,275,311,,,218,
239,275,275,311,,,218,
239,275,275,311,,,218,
239,275,275,311,,,218,
239,275,275,311,,,218,
239,275,275,311,,,218,
239,275,275,311,,,218,
239,275,275,311,,,219,
239,275,275,311,,,219,
239,275,275,311,,,219,
239,275,275,311,,,219,
239,275,275,311,,,219,
239,275,275,311,,,219,
239,275,275,311,,,219,
239,275,275,311,,,219,
239,275,275,311,,,219,
239,275,275,311,,,219,
239,275,275,311,,,219,
239,275,275,311,,,219,
239,275,275,311,,,219,
239,275,275,311,,,219,
239,275,275,311,,,219,
239,275,275,311,,,219,
239,275,275,311,,,219,
239,275,275,311,,,219,
239,275,275,311,,,219,
239,275,275,311,,,219,
239,275,275,311,,,219,
239,275,275,311,,,219,
239,275,275,311,,,219,
239,275,275,311,,,219,
239,275,275,311,,,219,
239,275,275,311,,,219,
239,275,275,311,,,220,
240,275,275,311,,,220,
240,275,275,311,,,220,
240,275,275,311,,,220,
240,275,275,311,,,220,
240,275,275,311,,,220,
240,275,275,311,,,220,
240,275,275,311,,,220,
240,275,275,311,,,220,
240,275,275,311,,,221,
240,275,275,311,,,221,
240,275,275,311,,,221,
240,275,275,311,,,221,
240,275,275,311,,,221,
240,275,275,311,,,221,
240,275,275,311,,,221,
240,275,275,311,,,221,
240,275,275,311,,,221,
240,275,275,311,,,221,
240,275,275,312,,,221,
240,275,275,312,,,221,
240,275,275,312,,,221,
240,275,275,312,,,221,
240,275,275,312,,,221,
240,275,275,312,,,221,
240,275,275,312,,,221,
240,275,275,312,,,221,
240,275,275,312,,,221,
240,275,275,312,,,221,
241,275,275,312,,,222,
241,275,275,312,,,222,
241,275,275,312,,,222,
241,275,275,312,,,222,
241,275,275,312,,,222,
241,275,275,312,,,222,
241,275,275,312,,,222,
241,275,275,312,,,222,
241,275,275,312,,,222,
241,275,275,312,,,222,
241,275,275,312,,,222,
241,275,275,312,,,223,
241,275,275,312,,,223,
241,275,275,312,,,223,
241,275,275,312,,,223,
241,275,275,312,,,223,
241,275,275,312,,,223,
241,275,275,312,,,224,
241,275,275,312,,,224,
241,275,275,312,,,224,
241,275,275,312,,,224,
241,275,275,312,,,224,
241,275,275,312,,,224,
241,275,275,312,,,224,
241,275,277,312,,,224,
241,275,277,312,,,224,
241,275,277,312,,,224,
241,275,277,312,,,224,
241,275,277,312,,,224,
241,275,277,312,,,224,
241,275,277,312,,,224,
241,275,277,312,,,224,
241,275,277,312,,,224,
241,275,277,312,,,225,
241,275,277,312,,,225,
241,275,277,312,,,225,
241,275,277,312,,,225,
241,275,277,312,,,225,
241,275,277,312,,,225,
241,275,277,312,,,225,
241,275,277,312,,,226,
241,275,277,312,,,226,
241,275,277,312,,,226,
241,275,277,312,,,226,
241,275,277,312,,,226,
241,275,277,313,,,227,
241,275,277,313,,,227,
241,275,277,313,,,227,
241,275,277,313,,,227,
241,275,277,313,,,227,
241,275,277,313,,,227,
241,275,277,313,,,228,
241,275,277,313,,,228,
241,275,277,313,,,228,
241,275,277,313,,,228,
241,275,277,313,,,228,
241,275,277,313,,,228,
241,275,277,313,,,228,
241,275,277,313,,,228,
241,275,277,313,,,228,
241,275,278,313,,,228,
241,275,278,313,,,228,
241,275,278,313,,,229,
241,275,278,313,,,229,
241,275,278,313,,,229,
241,275,278,313,,,229,
241,275,278,313,,,229,
241,275,278,313,,,229,
241,275,278,313,,,229,
241,275,278,313,,,229,
241,275,278,313,,,229,
241,275,278,313,,,230,
241,275,278,313,,,230,
241,275,278,313,,,230,
241,275,278,313,,,230,
241,275,278,313,,,231,
241,275,278,313,,,231,
242,275,278,313,,,231,
242,275,278,313,,,231,
242,275,278,313,,,231,
242,275,278,313,,,231,
242,275,278,313,,,231,
242,275,278,313,,,231,
242,275,278,313,,,231,
242,275,278,313,,,231,
242,275,278,313,,,231,
242,275,278,313,,,231,
242,275,281,313,,,231,
242,275,281,313,,,232,
242,275,281,313,,,232,
242,275,281,313,,,232,
242,275,281,313,,,232,
242,275,281,313,,,232,
242,275,281,313,,,232,
242,275,281,313,,,232,
242,275,281,313,,,232,
242,275,281,313,,,233,
242,275,281,313,,,233,
242,275,281,313,,,233,
242,275,281,313,,,233,
242,275,281,313,,,233,
242,275,286,313,,,233,
242,275,286,313,,,233,
242,275,286,313,,,233,
242,275,286,313,,,233,
242,275,303,313,,,233,
242,275,303,313,,,233,
242,275,303,313,,,233,
242,275,303,313,,,233,
242,275,303,313,,,233,
242,275,303,313,,,233,
242,275,303,313,,,233,
242,275,303,313,,,233,
242,275,303,313,,,233,
242,275,303,313,,,233,
242,275,303,313,,,234,
242,275,305,313,,,234,
242,275,305,313,,,234,
243,275,305,313,,,234,
243,275,305,313,,,234,
243,275,305,313,,,234,
243,275,305,313,,,234,
243,275,305,313,,,234,
243,275,305,313,,,234,
243,275,305,313,,,235,
243,275,305,313,,,235,
243,275,305,313,,,235,
243,275,305,313,,,235,
243,275,305,313,,,235,
243,275,305,313,,,235,
243,275,305,313,,,235,
243,275,306,313,,,235,
243,275,306,313,,,236,
243,275,306,313,,,236,
243,275,306,313,,,236,
243,275,306,313,,,236,
243,275,312,313,,,237,
243,275,312,313,,,237,
243,275,314,313,,,237,
243,275,314,313,,,238,
243,275,321,313,,,238,
243,275,321,313,,,238,
243,275,321,313,,,238,
243,275,322,313,,,239,
243,276,322,313,,,239,
243,276,322,313,,,239,
243,276,322,313,,,239,
243,276,322,313,,,239,
243,276,322,313,,,239,
243,276,322,313,,,239,
243,276,322,313,,,240,
243,276,322,313,,,240,
243,276,322,313,,,241,
244,276,322,313,,,241,
244,276,327,313,,,241,
244,276,327,313,,,241,
244,276,327,313,,,241,
244,276,327,313,,,242,
244,276,327,313,,,242,
244,276,327,313,,,243,
244,276,327,313,,,244,
244,276,327,313,,,244,
244,276,328,313,,,244,
244,276,328,313,,,244,
244,276,328,313,,,244,
244,276,328,313,,,245,
244,276,,314,,,245,
244,276,,314,,,245,
244,276,,314,,,245,
244,276,,314,,,245,
244,276,,314,,,245,
244,276,,314,,,246,
244,276,,314,,,246,
244,276,,314,,,246,
244,276,,314,,,246,
244,276,,314,,,246,
244,276,,314,,,246,
244,276,,314,,,247,
244,276,,314,,,247,
244,276,,314,,,247,
244,276,,314,,,248,
244,276,,314,,,248,
244,276,,314,,,248,
244,276,,314,,,248,
244,276,,314,,,248,
244,276,,314,,,248,
244,276,,314,,,248,
244,276,,314,,,248,
244,276,,314,,,248,
244,276,,314,,,248,
244,276,,314,,,249,
244,276,,314,,,249,
244,276,,314,,,249,
244,276,,314,,,249,
244,276,,314,,,249,
244,276,,314,,,249,
244,276,,314,,,249,
244,276,,314,,,249,
244,276,,314,,,249,
244,276,,314,,,249,
244,276,,314,,,249,
244,276,,314,,,249,
244,276,,314,,,249,
244,276,,314,,,250,
244,276,,314,,,250,
244,276,,314,,,250,
244,276,,314,,,250,
244,276,,314,,,250,
244,276,,315,,,250,
244,276,,315,,,250,
244,276,,315,,,250,
244,276,,315,,,250,
244,276,,315,,,250,
244,276,,315,,,250,
244,276,,315,,,250,
244,276,,315,,,250,
244,276,,315,,,250,
244,276,,315,,,250,
244,276,,315,,,251,
245,276,,315,,,251,
245,276,,315,,,251,
245,276,,315,,,251,
245,276,,315,,,251,
245,276,,315,,,251,
245,276,,315,,,251,
245,276,,315,,,251,
245,276,,315,,,251,
245,276,,315,,,251,
245,276,,315,,,251,
245,276,,315,,,251,
245,276,,315,,,251,
245,276,,315,,,251,
245,276,,315,,,251,
245,276,,315,,,251,
245,276,,315,,,251,
245,276,,315,,,251,
245,276,,315,,,251,
245,276,,315,,,251,
245,276,,315,,,251,
245,276,,315,,,252,
245,276,,315,,,252,
245,276,,315,,,252,
245,276,,315,,,252,
245,276,,315,,,252,
245,277,,315,,,252,
245,277,,315,,,252,
245,277,,315,,,252,
245,277,,315,,,253,
245,277,,315,,,253,
245,277,,315,,,253,
245,277,,315,,,253,
245,277,,315,,,253,
245,277,,315,,,253,
245,277,,315,,,253,
245,277,,315,,,254,
