Hatchery Spring Chinook,Hatchery Fall Chinook,Wild Coho,Hatchery Coho,Hatchery Chum,Unknown Chum,Wild Pink,Hatchery Pink
212,237,314,276,332,,,
212,237,314,277,332,,,
212,237,314,277,332,,,
212,238,314,277,332,,,
212,238,314,277,332,,,
212,238,314,277,332,,,
212,238,314,277,332,,,
212,238,314,277,332,,,
212,238,314,277,332,,,
212,238,314,277,332,,,
212,238,314,277,332,,,
212,238,314,277,332,,,
212,238,314,277,332,,,
213,238,314,277,332,,,
213,238,314,277,332,,,
213,238,314,277,332,,,
213,238,314,277,332,,,
213,238,314,277,332,,,
213,238,314,277,332,,,
213,238,314,277,332,,,
213,238,314,277,332,,,
213,238,314,277,332,,,
213,238,314,277,332,,,
213,238,314,277,332,,,
213,238,314,277,332,,,
213,238,314,277,332,,,
214,238,314,277,332,,,
214,238,314,277,332,,,
214,238,314,277,332,,,
214,238,314,277,332,,,
214,238,314,277,332,,,
214,238,314,277,332,,,
214,238,315,277,332,,,
214,238,317,277,332,,,
214,238,317,277,332,,,
214,238,317,277,332,,,
214,238,317,277,332,,,
214,238,317,277,332,,,
214,238,317,277,333,,,
214,238,317,277,333,,,
214,238,317,277,333,,,
215,238,317,277,333,,,
215,238,317,277,333,,,
215,238,317,277,333,,,
215,238,317,277,333,,,
215,238,317,277,333,,,
215,238,317,277,333,,,
215,238,317,277,333,,,
215,238,317,277,333,,,
215,238,320,277,333,,,
215,238,320,277,333,,,
216,238,320,277,333,,,
216,238,320,277,333,,,
216,238,320,277,333,,,
216,238,320,277,333,,,
216,238,320,278,333,,,
216,238,320,278,333,,,
216,238,320,278,333,,,
216,238,320,278,333,,,
216,238,320,278,333,,,
216,238,320,278,333,,,
216,238,320,278,333,,,
216,238,320,278,333,,,
216,238,320,278,333,,,
216,238,320,278,333,,,
216,238,320,278,333,,,
216,238,320,278,333,,,
216,238,320,278,333,,,
216,238,320,278,333,,,
216,239,320,278,333,,,
216,239,320,278,333,,,
216,239,320,278,333,,,
217,239,320,278,333,,,
217,239,320,278,333,,,
217,239,320,278,333,,,
217,239,320,278,333,,,
217,239,320,278,333,,,
217,239,320,278,333,,,
217,239,320,278,333,,,
217,239,320,278,333,,,
217,239,320,278,333,,,
217,239,320,278,333,,,
217,239,322,278,333,,,
218,239,322,278,333,,,
218,239,322,278,333,,,
218,239,322,278,333,,,
218,239,322,278,333,,,
218,239,322,278,333,,,
218,239,322,278,333,,,
219,239,322,278,333,,,
219,239,322,278,333,,,
219,239,322,278,333,,,
219,239,322,278,333,,,
219,239,322,278,333,,,
219,239,322,278,333,,,
219,239,322,278,333,,,
219,239,322,278,333,,,
219,239,322,278,333,,,
219,239,322,278,333,,,
219,239,322,278,333,,,
219,239,322,278,333,,,
219,239,322,278,333,,,
219,239,322,278,333,,,
219,239,322,278,333,,,
219,239,322,278,333,,,
219,239,322,278,333,,,
219,239,323,278,333,,,
219,239,323,278,333,,,
220,239,323,278,333,,,
220,239,323,278,333,,,
220,239,323,278,333,,,
220,239,323,278,333,,,
220,239,323,278,333,,,
220,240,323,279,333,,,
220,240,323,279,333,,,
220,240,323,279,333,,,
220,240,323,279,333,,,
220,240,323,279,333,,,
220,240,323,279,333,,,
220,240,323,279,333,,,
220,240,323,279,333,,,
220,240,323,279,333,,,
220,240,323,279,333,,,
220,240,323,279,333,,,
220,240,323,279,333,,,
220,240,323,279,333,,,
220,240,323,279,333,,,
220,240,323,279,333,,,
220,240,323,279,333,,,
220,240,323,279,333,,,
220,240,323,279,333,,,
220,240,323,279,333,,,
220,240,323,279,333,,,
220,240,323,279,333,,,
220,240,323,279,333,,,
220,240,323,279,333,,,
220,240,323,279,333,,,
220,240,323,279,334,,,
220,240,323,279,334,,,
220,240,323,279,334,,,
220,240,323,279,334,,,
220,240,323,279,334,,,
221,240,323,279,334,,,
221,240,323,279,334,,,
221,240,323,279,334,,,
221,240,323,279,334,,,
221,240,323,279,334,,,
221,240,323,279,334,,,
221,240,323,279,334,,,
221,240,323,279,334,,,
221,240,323,279,334,,,
222,240,323,279,334,,,
222,240,323,279,334,,,
222,240,323,279,334,,,
222,240,323,279,334,,,
222,240,323,279,334,,,
222,240,323,279,334,,,
222,240,323,279,334,,,
222,240,323,279,334,,,
222,240,323,279,334,,,
222,240,323,279,334,,,
222,240,323,279,334,,,
222,240,323,279,334,,,
222,240,323,279,334,,,
222,240,323,279,334,,,
222,240,324,279,334,,,
222,240,324,279,334,,,
223,240,327,279,334,,,
223,240,328,279,334,,,
223,240,328,279,334,,,
223,240,341,279,334,,,
223,240,341,279,334,,,
223,240,341,279,334,,,
223,240,341,279,334,,,
223,240,341,279,334,,,
223,240,341,279,334,,,
223,240,341,279,334,,,
223,240,341,279,334,,,
223,240,341,279,334,,,
223,240,341,279,334,,,
223,240,341,279,334,,,
223,240,,279,334,,,
224,241,,279,334,,,
224,241,,279,334,,,
224,241,,279,334,,,
224,241,,279,334,,,
224,241,,279,334,,,
224,241,,279,334,,,
224,241,,279,334,,,
224,241,,279,334,,,
224,241,,279,334,,,
224,241,,279,334,,,
224,241,,279,334,,,
224,241,,279,334,,,
224,241,,279,334,,,
224,241,,279,334,,,
224,241,,279,334,,,
224,241,,279,334,,,
224,241,,279,334,,,
224,241,,279,334,,,
224,241,,279,334,,,
224,241,,279,334,,,
224,241,,279,334,,,
224,241,,279,334,,,
224,241,,279,334,,,
224,241,,279,334,,,
225,241,,279,334,,,
225,241,,280,334,,,
225,241,,280,334,,,
225,241,,280,334,,,
225,241,,280,334,,,
225,241,,280,334,,,
225,241,,280,334,,,
225,241,,280,334,,,
225,241,,280,334,,,
225,241,,280,334,,,
225,241,,280,334,,,
225,241,,280,334,,,
225,241,,280,334,,,
225,241,,280,334,,,
225,241,,280,334,,,
225,241,,280,334,,,
226,241,,280,334,,,
226,241,,280,334,,,
226,241,,280,334,,,
226,241,,280,334,,,
226,241,,280,334,,,
226,242,,280,334,,,
226,242,,280,334,,,
226,242,,280,334,,,
226,242,,280,334,,,
226,242,,280,334,,,
226,242,,280,334,,,
226,242,,280,335,,,
226,242,,280,335,,,
226,242,,280,335,,,
226,242,,280,335,,,
226,242,,280,335,,,
226,242,,280,335,,,
226,242,,280,335,,,
227,242,,280,335,,,
227,242,,280,335,,,
227,242,,280,335,,,
227,242,,280,335,,,
227,242,,280,335,,,
227,242,,280,335,,,
227,242,,280,335,,,
227,242,,280,335,,,
227,242,,280,335,,,
227,242,,280,335,,,
227,242,,280,335,,,
227,242,,280,335,,,
227,242,,280,335,,,
227,242,,280,335,,,
227,242,,280,335,,,
227,242,,280,335,,,
227,242,,280,335,,,
227,242,,280,335,,,
227,242,,280,335,,,
227,242,,280,335,,,
227,242,,280,335,,,
228,242,,280,335,,,
228,242,,280,335,,,
228,242,,280,335,,,
228,242,,280,335,,,
228,242,,280,335,,,
228,242,,280,335,,,
228,242,,280,335,,,
228,242,,280,335,,,
228,242,,280,335,,,
228,242,,280,335,,,
229,242,,280,335,,,
229,242,,280,335,,,
229,242,,280,335,,,
229,242,,280,335,,,
229,242,,280,335,,,
229,242,,280,335,,,
229,242,,280,335,,,
229,242,,280,335,,,
229,242,,280,335,,,
229,242,,280,335,,,
229,242,,280,335,,,
229,242,,280,335,,,
229,242,,280,335,,,
229,242,,280,335,,,
229,242,,280,335,,,
229,242,,280,335,,,
229,242,,280,335,,,
229,242,,280,335,,,
229,243,,280,335,,,
229,243,,280,335,,,
229,243,,280,335,,,
229,243,,280,335,,,
229,243,,280,335,,,
229,243,,280,335,,,
229,243,,280,335,,,
229,243,,280,335,,,
229,243,,280,335,,,
229,243,,280,335,,,
229,243,,280,335,,,
229,243,,280,335,,,
229,243,,280,335,,,
229,243,,280,335,,,
230,243,,280,335,,,
230,243,,280,335,,,
230,243,,280,335,,,
230,243,,280,335,,,
230,243,,280,335,,,
230,243,,280,335,,,
230,243,,280,336,,,
230,243,,281,336,,,
230,243,,281,336,,,
230,243,,281,336,,,
230,243,,281,336,,,
230,243,,281,336,,,
230,243,,281,336,,,
230,243,,281,336,,,
230,243,,281,336,,,
230,243,,281,336,,,
230,243,,281,336,,,
230,243,,281,336,,,
230,243,,281,336,,,
231,243,,281,336,,,
231,243,,281,336,,,
231,243,,281,336,,,
231,243,,281,336,,,
231,243,,281,336,,,
231,243,,281,336,,,
232,243,,281,336,,,
232,243,,281,336,,,
232,243,,281,336,,,
232,243,,281,336,,,
232,243,,281,336,,,
232,243,,281,336,,,
232,243,,281,336,,,
232,243,,281,336,,,
233,243,,281,336,,,
233,243,,281,336,,,
234,243,,281,336,,,
235,243,,281,336,,,
235,243,,281,336,,,
235,243,,281,336,,,
235,243,,281,336,,,
236,243,,281,336,,,
237,243,,281,336,,,
238,243,,281,336,,,
238,243,,281,336,,,
238,243,,281,336,,,
238,243,,281,336,,,
238,243,,281,336,,,
239,243,,281,336,,,
239,243,,281,336,,,
239,243,,281,336,,,
239,243,,281,336,,,
240,243,,281,336,,,
240,243,,281,336,,,
240,243,,281,336,,,
240,244,,282,336,,,
242,244,,282,336,,,
243,244,,282,336,,,
243,244,,282,336,,,
243,244,,282,336,,,
244,244,,282,336,,,
244,244,,282,336,,,
244,244,,282,336,,,
244,244,,282,336,,,
244,244,,282,336,,,
244,244,,282,336,,,
244,244,,282,336,,,
250,244,,282,336,,,
253,244,,282,336,,,
257,244,,282,336,,,
258,244,,282,336,,,
263,244,,282,336,,,
264,244,,282,336,,,
265,244,,282,336,,,
270,244,,282,336,,,
272,244,,282,336,,,
285,244,,282,336,,,
285,244,,282,336,,,
285,244,,282,336,,,
285,244,,282,336,,,
285,244,,282,336,,,
,244,,282,336,,,
,244,,282,336,,,
,244,,282,336,,,
,244,,282,336,,,
,244,,282,336,,,
,244,,282,336,,,
,244,,282,337,,,
,244,,282,337,,,
,244,,282,337,,,
,244,,282,337,,,
,244,,282,337,,,
,244,,282,337,,,
,244,,282,337,,,
,244,,282,337,,,
,245,,282,337,,,
,245,,282,337,,,
,245,,282,337,,,
,245,,282,337,,,
,245,,282,337,,,
,245,,282,337,,,
,245,,282,337,,,
,245,,282,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,283,337,,,
,245,,284,337,,,
,245,,284,337,,,
,246,,284,337,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,284,338,,,
,246,,285,338,,,
,246,,285,338,,,
,246,,285,338,,,
,246,,285,338,,,
,246,,285,338,,,
,246,,285,338,,,
,247,,285,338,,,
,247,,285,338,,,
,247,,285,338,,,
,247,,285,338,,,
,247,,285,338,,,
,247,,285,338,,,
,247,,285,338,,,
,247,,285,338,,,
,247,,285,338,,,
,247,,285,338,,,
,247,,285,338,,,
,247,,285,338,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,247,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,285,339,,,
,248,,286,339,,,
,248,,286,339,,,
,248,,286,339,,,
,248,,286,339,,,
,248,,286,339,,,
,248,,286,339,,,
,248,,286,339,,,
,248,,286,339,,,
,248,,286,339,,,
,248,,286,339,,,
,248,,286,339,,,
,248,,286,339,,,
,248,,286,339,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,286,340,,,
,249,,287,340,,,
,250,,287,340,,,
,250,,287,340,,,
,250,,287,340,,,
,250,,287,340,,,
,250,,287,340,,,
,250,,287,340,,,
,250,,287,340,,,
,250,,287,340,,,
,250,,287,340,,,
,250,,287,340,,,
,250,,287,340,,,
,250,,287,340,,,
,250,,287,340,,,
,250,,287,340,,,
,250,,287,340,,,
,250,,287,340,,,
,250,,287,340,,,
,250,,287,340,,,
,250,,287,340,,,
,250,,287,340,,,
,250,,287,340,,,
,250,,287,340,,,
,250,,287,340,,,
,250,,287,340,,,
,250,,287,340,,,
,250,,287,340,,,
,250,,287,340,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,341,,,
,250,,287,342,,,
,250,,287,342,,,
,250,,287,342,,,
,250,,287,342,,,
,250,,287,342,,,
,250,,287,342,,,
,250,,287,342,,,
,250,,288,342,,,
,250,,288,342,,,
,250,,288,342,,,
,250,,288,342,,,
,250,,288,342,,,
,250,,288,342,,,
,250,,288,342,,,
,250,,288,342,,,
,250,,288,342,,,
,250,,288,342,,,
,250,,288,342,,,
,250,,288,342,,,
,250,,288,342,,,
,250,,288,342,,,
,250,,288,342,,,
,250,,288,342,,,
,250,,288,342,,,
,250,,288,342,,,
,250,,288,342,,,
,250,,288,342,,,
,250,,288,342,,,
,250,,288,342,,,
,250,,288,342,,,
,250,,288,342,,,
,250,,288,342,,,
,250,,288,342,,,
,251,,288,342,,,
,251,,288,342,,,
,251,,288,342,,,
,251,,288,342,,,
,251,,288,342,,,
,251,,288,342,,,
,251,,288,342,,,
,251,,288,342,,,
,251,,288,342,,,
,251,,288,342,,,
,251,,288,342,,,
,251,,288,342,,,
,251,,288,342,,,
,251,,288,342,,,
,251,,288,342,,,
,251,,288,342,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,251,,289,343,,,
,252,,289,343,,,
,252,,289,343,,,
,252,,289,343,,,
,252,,289,343,,,
,252,,289,344,,,
,252,,289,344,,,
,252,,289,344,,,
,252,,290,344,,,
,252,,290,344,,,
,252,,290,344,,,
,252,,290,344,,,
,252,,290,344,,,
,252,,290,344,,,
,252,,290,344,,,
,252,,290,344,,,
,252,,290,344,,,
,252,,290,344,,,
,252,,290,344,,,
,252,,290,344,,,
,252,,290,344,,,
,252,,290,344,,,
,252,,290,345,,,
,252,,290,345,,,
,252,,290,345,,,
,252,,290,345,,,
,252,,290,345,,,
,252,,290,345,,,
,252,,290,345,,,
,252,,290,345,,,
,252,,290,345,,,
,252,,290,345,,,
,252,,290,345,,,
,252,,290,345,,,
,252,,290,345,,,
,252,,290,345,,,
,252,,290,345,,,
,252,,290,345,,,
,252,,290,345,,,
,253,,290,345,,,
,253,,290,345,,,
,253,,290,345,,,
,253,,290,345,,,
,253,,290,345,,,
,253,,290,345,,,
,253,,290,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,291,345,,,
,253,,292,345,,,
,253,,292,345,,,
,253,,292,345,,,
,253,,292,345,,,
,253,,292,345,,,
,254,,292,345,,,
,254,,292,345,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,292,346,,,
,254,,293,346,,,
,254,,293,346,,,
,254,,293,346,,,
,254,,293,346,,,
,254,,293,346,,,
,254,,293,347,,,
,254,,293,347,,,
,254,,293,347,,,
,254,,293,347,,,
,254,,293,347,,,
,255,,293,347,,,
,255,,293,347,,,
,255,,293,347,,,
,255,,293,347,,,
,255,,293,347,,,
,255,,293,347,,,
,255,,293,347,,,
,255,,293,347,,,
,255,,293,347,,,
,255,,293,347,,,
,255,,293,347,,,
,255,,294,347,,,
,255,,294,347,,,
,255,,294,347,,,
,255,,294,347,,,
,255,,294,347,,,
,255,,294,347,,,
,255,,294,348,,,
,255,,294,348,,,
,255,,294,348,,,
,255,,294,348,,,
,255,,294,348,,,
,255,,294,348,,,
,255,,294,348,,,
,255,,294,348,,,
,255,,294,348,,,
,255,,294,348,,,
,255,,294,348,,,
,255,,294,348,,,
,255,,294,348,,,
,255,,294,348,,,
,255,,294,348,,,
,255,,294,348,,,
,255,,295,348,,,
,255,,295,349,,,
,255,,295,349,,,
,255,,295,349,,,
,255,,295,349,,,
,255,,295,349,,,
,255,,295,350,,,
,255,,295,350,,,
,255,,295,350,,,
,255,,295,350,,,
,255,,295,350,,,
,255,,295,350,,,
,255,,295,350,,,
,256,,295,350,,,
,256,,295,350,,,
,256,,295,350,,,
,256,,295,350,,,
,256,,295,350,,,
,256,,295,350,,,
,256,,295,350,,,
,256,,295,350,,,
,256,,295,350,,,
,256,,295,351,,,
,256,,295,351,,,
,256,,295,351,,,
,256,,295,351,,,
,256,,295,351,,,
,256,,295,351,,,
,256,,296,351,,,
,256,,296,352,,,
,256,,296,352,,,
,256,,296,352,,,
,256,,296,352,,,
,256,,296,352,,,
,256,,296,352,,,
,256,,296,352,,,
,257,,296,352,,,
,257,,296,352,,,
,257,,296,352,,,
,257,,296,352,,,
,257,,296,353,,,
,257,,297,353,,,
,257,,297,353,,,
,257,,297,353,,,
,257,,297,353,,,
,257,,297,353,,,
,257,,297,354,,,
,257,,297,354,,,
,257,,297,355,,,
,257,,297,356,,,
,257,,297,356,,,
,257,,297,356,,,
,257,,297,356,,,
,257,,297,356,,,
,257,,297,356,,,
,257,,297,356,,,
,257,,297,356,,,
,257,,297,356,,,
,257,,297,356,,,
,257,,297,356,,,
,257,,297,356,,,
,257,,297,357,,,
,257,,297,357,,,
,257,,297,365,,,
,257,,297,365,,,
,257,,297,365,,,
,257,,297,365,,,
,257,,297,,,,
,258,,297,,,,
,258,,297,,,,
,258,,297,,,,
,258,,297,,,,
,258,,297,,,,
,258,,297,,,,
,258,,297,,,,
,258,,298,,,,
,258,,298,,,,
,258,,298,,,,
,258,,298,,,,
,258,,298,,,,
,258,,298,,,,
,258,,298,,,,
,258,,298,,,,
,258,,298,,,,
,258,,298,,,,
,258,,298,,,,
,258,,298,,,,
,258,,298,,,,
,258,,299,,,,
,258,,299,,,,
,258,,299,,,,
,258,,299,,,,
,258,,299,,,,
,258,,299,,,,
,258,,299,,,,
,258,,299,,,,
,258,,299,,,,
,258,,299,,,,
,258,,299,,,,
,258,,299,,,,
,258,,299,,,,
,258,,299,,,,
,258,,299,,,,
,259,,299,,,,
,259,,299,,,,
,259,,300,,,,
,259,,300,,,,
,259,,300,,,,
,259,,300,,,,
,259,,300,,,,
,259,,300,,,,
,259,,300,,,,
,259,,300,,,,
,259,,300,,,,
,259,,301,,,,
,259,,301,,,,
,259,,301,,,,
,259,,301,,,,
,259,,301,,,,
,259,,301,,,,
,259,,301,,,,
,259,,301,,,,
,259,,301,,,,
,259,,301,,,,
,259,,301,,,,
,259,,301,,,,
,259,,301,,,,
,259,,301,,,,
,259,,302,,,,
,259,,302,,,,
,259,,302,,,,
,259,,302,,,,
,259,,302,,,,
,259,,302,,,,
,259,,302,,,,
,259,,302,,,,
,260,,302,,,,
,260,,302,,,,
,260,,302,,,,
,260,,302,,,,
,260,,302,,,,
,260,,302,,,,
,260,,302,,,,
,260,,302,,,,
,260,,302,,,,
,260,,303,,,,
,260,,303,,,,
,260,,303,,,,
,260,,303,,,,
,260,,303,,,,
,260,,303,,,,
,260,,303,,,,
,260,,304,,,,
,260,,304,,,,
,260,,304,,,,
,260,,304,,,,
,260,,304,,,,
,260,,304,,,,
,260,,304,,,,
,260,,304,,,,
,260,,304,,,,
,260,,304,,,,
,260,,304,,,,
,260,,304,,,,
,260,,304,,,,
,260,,304,,,,
,260,,304,,,,
,260,,304,,,,
,260,,304,,,,
,260,,305,,,,
,260,,305,,,,
,260,,305,,,,
,260,,305,,,,
,260,,305,,,,
,260,,305,,,,
,260,,305,,,,
,260,,305,,,,
,260,,305,,,,
,260,,306,,,,
,260,,306,,,,
,260,,306,,,,
,260,,306,,,,
,260,,306,,,,
,260,,307,,,,
,260,,307,,,,
,260,,307,,,,
,260,,307,,,,
,261,,307,,,,
,261,,307,,,,
,261,,308,,,,
,261,,308,,,,
,261,,308,,,,
,261,,308,,,,
,261,,309,,,,
,261,,309,,,,
,261,,309,,,,
,261,,309,,,,
,261,,309,,,,
,261,,309,,,,
,261,,309,,,,
,261,,309,,,,
,261,,310,,,,
,261,,310,,,,
,261,,310,,,,
,261,,310,,,,
,261,,310,,,,
,261,,310,,,,
,261,,311,,,,
,261,,311,,,,
,261,,311,,,,
,261,,311,,,,
,261,,311,,,,
,261,,311,,,,
,261,,311,,,,
,261,,312,,,,
,261,,312,,,,
,261,,312,,,,
,261,,313,,,,
,261,,314,,,,
,261,,314,,,,
,261,,314,,,,
,261,,314,,,,
,261,,314,,,,
,261,,314,,,,
,261,,315,,,,
,261,,316,,,,
,261,,316,,,,
,261,,316,,,,
,261,,317,,,,
,261,,317,,,,
,261,,317,,,,
,261,,317,,,,
,261,,318,,,,
,261,,318,,,,
,261,,318,,,,
,261,,319,,,,
,261,,319,,,,
,261,,320,,,,
,262,,320,,,,
,262,,321,,,,
,262,,322,,,,
,262,,322,,,,
,262,,323,,,,
,262,,324,,,,
,262,,324,,,,
,262,,328,,,,
,262,,328,,,,
,262,,328,,,,
,262,,329,,,,
,262,,331,,,,
,262,,331,,,,
,262,,331,,,,
,262,,331,,,,
,262,,331,,,,
,262,,331,,,,
,262,,331,,,,
,262,,331,,,,
,262,,331,,,,
,262,,332,,,,
,262,,335,,,,
,262,,335,,,,
,262,,335,,,,
,262,,335,,,,
,262,,335,,,,
,262,,337,,,,
,262,,340,,,,
,262,,342,,,,
,262,,,,,,
,262,,,,,,
,262,,,,,,
,262,,,,,,
,262,,,,,,
,262,,,,,,
,262,,,,,,
,262,,,,,,
,262,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,263,,,,,,
,264,,,,,,
,264,,,,,,
,264,,,,,,
,264,,,,,,
,264,,,,,,
,264,,,,,,
,264,,,,,,
,264,,,,,,
,264,,,,,,
,264,,,,,,
,264,,,,,,
,264,,,,,,
,264,,,,,,
,264,,,,,,
,264,,,,,,
,264,,,,,,
,264,,,,,,
,264,,,,,,
,264,,,,,,
,264,,,,,,
,264,,,,,,
,264,,,,,,
,264,,,,,,
,264,,,,,,
,264,,,,,,
,264,,,,,,
,264,,,,,,
